,liver,brain,lung
1368031_at,7.281869386,8.343288414,7.380552059
1368032_at,6.913819024,7.568111119,6.949313486
1368033_at,5.630665318,6.093563272,5.361399329
1368034_at,3.339726154,10.36660086,3.265121123
1368035_a_at,10.09232994,7.509206163,9.728620932
1368036_at,10.01578339,7.641443611,9.830786797
1368037_at,6.426882251,7.988164523,7.474134128
1368038_at,7.638745431,7.952524194,7.451386591
1368039_at,5.825301213,6.009011081,5.416259012
1368040_at,7.834617615,6.957758816,7.583810459
1368041_at,8.942304545,6.672318396,6.962917354
1368042_a_at,10.26145091,10.83077714,11.37748642
1368043_at,7.914643981,8.343579684,8.889317336
1368044_at,3.154321018,10.81595315,3.075814018
1368045_at,9.582112179,6.330333017,6.375455411
1368046_at,9.656968214,5.789149326,6.23129532
1368047_at,7.744840571,7.07568942,5.011324216
1368048_at,12.81989658,5.537555794,3.355461904
1368049_at,10.37494222,10.31241041,10.05077644
1368050_at,8.513482635,7.960863655,9.104030236
1368051_at,10.50011772,9.793419592,8.838940098
1368052_at,5.32942363,6.636808246,11.9182277
1368053_at,6.180429561,6.039581834,7.094594219
1368054_at,6.348017813,5.250126127,7.387255151
1368055_a_at,7.391066901,6.72401445,8.54321373
1368056_at,7.154648203,7.870792486,7.296827256
1368057_at,9.288103794,8.013930175,7.910563872
1368058_at,6.829573742,7.155678761,6.926155803
1368059_at,7.588752643,9.328932265,5.745722489
1368060_at,12.29247577,8.035782086,7.609234369
1368061_at,4.329406235,7.368585,3.92543951
1368062_at,8.879513041,8.264896301,8.917141245
1368063_a_at,9.174341774,9.478609283,9.661794839
1368064_a_at,9.823578009,6.974528204,6.854973352
1368065_at,6.446515274,6.450226547,6.8700278
1368066_at,4.39359725,3.547829539,4.63536965
1368067_at,8.006434314,8.890078949,8.570799366
1368068_a_at,6.947596795,6.902958183,7.755772777
1368069_at,7.642823541,8.078450377,8.282011537
1368070_at,7.979711495,7.809452808,7.873069683
1368071_at,11.31213527,8.50549301,9.80945906
1368072_at,6.686069012,8.626119783,9.677747137
1368073_at,8.534727609,5.671822314,9.533316025
1368074_at,7.230439591,5.972186826,6.682148173
1368075_at,10.69351092,7.268855415,8.872212733
1368076_at,6.828071741,7.937087307,8.016336585
1368077_at,12.46762821,4.449483082,5.355766074
1368078_at,4.365487539,4.005404081,7.511163603
1368079_at,8.196050897,6.703332454,6.067394019
1368080_at,3.446493977,8.90764061,9.852123224
1368081_at,7.297704845,8.637418826,6.347435256
1368082_at,7.230774821,6.061842803,7.280799923
1368083_at,9.001986135,8.9172932,8.566484193
1368084_at,4.937549515,4.903805869,4.883766538
1368085_at,9.643844895,5.477693518,6.065799246
1368086_a_at,6.730924389,5.649314868,5.617384684
1368087_a_at,9.123919382,5.394661551,7.394151732
1368088_at,6.737446388,8.116237324,6.730338166
1368089_at,7.549262082,9.359562755,7.221497183
1368090_at,6.674391727,4.996062004,8.578343987
1368091_at,8.971673996,6.834311778,6.202592269
1368092_at,11.58853563,7.776220997,6.757426009
1368093_at,4.051734326,3.833423388,9.318080934
1368094_at,7.259703153,6.501432471,7.313948077
1368095_at,9.90202333,8.015545909,9.598327548
1368096_at,9.684049178,8.008686026,8.895801886
1368097_a_at,4.7593423,12.37434667,6.554139481
1368098_a_at,6.83209391,12.43069116,7.642603705
1368099_at,7.119295251,10.26142366,8.114925883
1368100_at,10.05929948,7.938980903,7.257998676
1368101_at,7.208161811,9.659487478,7.849238602
1368102_at,7.132646351,5.277034971,7.624268113
1368103_at,6.394313752,8.518288317,9.976862422
1368104_at,5.211410006,9.916190058,10.63223319
1368105_at,4.374527089,9.345636923,9.918387151
1368106_at,9.359741591,9.025420685,8.159005432
1368107_at,3.64477837,3.038963298,3.165508922
1368108_at,6.391395449,4.831802561,6.438352395
1368109_at,6.370001618,8.581085751,8.180390528
1368110_a_at,3.16401134,2.954330321,2.903140041
1368111_at,7.656642186,4.781176414,4.820146246
1368112_at,4.3699628,3.94028308,4.255580899
1368113_at,4.301051692,3.37620752,3.258124753
1368114_at,3.420483077,10.47714502,4.319029562
1368115_at,8.940700623,5.586410568,8.637669979
1368116_a_at,7.435661641,6.531629012,6.718701907
1368117_at,8.530299264,8.474787478,6.998966657
1368118_at,8.073438163,7.267973063,8.672950884
1368119_at,6.296651423,8.354275188,5.973778428
1368120_at,4.202780942,8.65270855,6.385556526
1368121_at,8.874978381,5.904737065,5.961050672
1368122_at,9.604992084,8.593206793,8.344878903
1368123_at,5.652213086,6.723357592,6.167121087
1368124_at,6.377068621,6.764475809,6.521355633
1368125_at,5.845354796,5.318387448,6.706658987
1368126_at,6.445194877,6.52614939,6.386337465
1368127_at,7.052965149,7.033600941,4.744133197
1368128_at,5.312146341,3.767448976,8.223617717
1368129_at,7.416704861,6.400941888,6.578073276
1368130_at,4.234261208,4.239726728,5.017817464
1368131_at,3.8664561,4.101644761,3.361864573
1368132_at,9.764682753,8.721351585,8.975492515
1368133_at,8.765081503,8.99247618,8.532748326
1368134_a_at,7.487876632,5.003961339,7.667769602
1368135_at,5.562772204,6.030345267,4.725282373
1368136_at,7.5536217,7.42690609,8.600462057
1368137_at,5.834134388,9.535625465,7.772511821
1368138_at,4.966973601,9.323407866,7.455775773
1368139_s_at,5.372141108,4.95031337,7.842734825
1368140_at,5.567760031,5.215996633,5.678692262
1368141_at,11.30812244,11.3616991,11.7652603
1368142_at,5.329258341,5.658226188,5.394152607
1368143_at,5.71530701,6.90420945,8.358675643
1368144_at,5.738590758,8.652554089,8.824156135
1368145_at,4.566739612,11.90860395,4.002596136
1368146_at,8.218575268,8.318261035,9.719943589
1368147_at,5.652874411,5.828855668,7.145817446
1368148_at,4.071875512,3.671602527,3.379843562
1368149_at,5.234679935,5.664504791,5.056478603
1368150_at,11.98731208,5.939276399,6.656055531
1368151_at,10.15355394,11.97306931,11.06875965
1368152_at,7.422678512,7.34478356,7.879985558
1368153_a_at,6.553287158,9.400964441,6.356748002
1368154_at,8.454158249,8.950318863,10.68228207
1368155_at,13.14836569,7.103660508,3.084156926
1368156_at,4.788526508,9.051252237,7.010809361
1368157_at,5.595232285,11.41837377,4.070835978
1368158_at,9.417495181,8.542814335,8.625008009
1368159_at,8.115696673,7.144318141,6.375600876
1368160_at,9.770266711,3.524866771,3.586491397
1368161_a_at,12.90942973,5.938166549,3.6291732
1368162_at,4.967522346,6.743166433,5.637297619
1368163_at,9.871659913,4.352151188,9.414682365
1368164_at,8.034052537,7.277083368,8.310262251
1368165_at,8.470180129,9.782774241,8.127309685
1368166_at,4.978721531,6.595762638,5.557558719
1368167_at,4.736219559,3.585010606,7.210158324
1368168_at,6.460748599,3.531847482,12.39370138
1368169_at,6.9364018,7.170611725,6.63821387
1368170_at,4.016656354,10.68525067,3.039344259
1368171_at,4.849188343,5.087653597,9.898982268
1368172_a_at,4.392503659,3.918424101,8.923119284
1368173_at,8.380728302,8.586280241,8.688454574
1368174_at,3.993789028,6.77110834,4.913871526
1368175_at,7.563385356,8.023072226,8.029565006
1368176_at,6.491021451,5.082179166,6.49188122
1368177_at,7.853071535,9.524342267,7.83779066
1368178_at,9.198532995,4.809595916,4.701293678
1368179_at,6.551106739,5.840420519,7.202815717
1368180_s_at,11.65352285,5.037632929,4.75592878
1368181_at,9.945585643,7.670434269,8.20614143
1368182_at,4.131565349,8.918693741,3.703405742
1368183_at,7.305020249,7.74944105,9.210340545
1368184_at,8.716010768,6.94322771,7.111074368
1368185_at,4.931730581,7.420584886,4.509400454
1368186_a_at,5.77352743,4.556346629,6.542121537
1368187_at,7.069070391,6.089937478,10.88516068
1368188_at,13.11991931,5.616835402,3.199221758
1368189_at,10.35671005,7.479270256,6.914104621
1368190_at,5.872952467,4.342837311,4.244975585
1368191_a_at,9.565003065,4.088558273,3.975856639
1368192_at,4.221576038,3.402193643,5.246659199
1368193_at,4.333489941,3.909254958,4.781778733
1368194_at,5.211107123,8.525432434,7.548430307
1368195_at,6.144483716,5.278285652,6.038870988
1368196_at,4.666296384,4.115570099,4.068980232
1368197_at,3.991051402,5.367409463,3.416610942
1368198_at,4.895355216,4.292874031,4.002834599
1368199_at,8.266525529,8.095606331,8.690271171
1368200_at,5.875158011,9.525853003,6.755019574
1368201_at,5.969198892,5.13090131,7.847247737
1368202_a_at,8.02905951,7.73449,10.15499521
1368203_at,4.707161356,4.061215089,5.612626374
1368204_at,6.654543852,6.980287156,7.582668615
1368205_at,12.45364096,4.538266849,6.574587839
1368206_at,7.886490591,7.423141057,7.080255581
1368207_at,5.603371118,6.503370204,8.731774044
1368208_at,8.871458603,5.969328791,5.783742191
1368209_at,5.260694355,4.37544953,6.445167742
1368210_at,4.492030541,3.58012721,3.611246921
1368211_at,11.70726013,12.24772513,12.87903482
1368212_at,9.217030038,9.815305493,10.07959952
1368213_at,7.596047361,6.576191311,7.272362754
1368214_at,7.418208429,7.117320918,8.024617745
1368215_at,9.677055424,8.913710901,9.45819505
1368216_at,9.388231686,10.33135178,10.28051643
1368217_at,8.094011705,8.55537852,9.819752288
1368218_at,5.083387618,5.21986907,6.285806303
1368219_at,6.192822942,6.082828134,4.17039385
1368220_at,9.130477919,8.549039659,9.059010439
1368221_at,9.266162099,8.668188132,9.635554762
1368222_at,6.246623785,4.693419729,5.640412925
1368223_at,7.450512323,5.557158496,8.311060778
1368224_at,11.90171915,3.609368727,4.944130047
1368225_at,6.979568833,7.923253843,7.937078984
1368226_at,7.685777775,5.537485945,5.455809161
1368227_at,8.307393428,5.296361079,5.819922715
1368228_at,9.036666129,10.56448264,9.751767684
1368229_at,7.650520997,7.377058401,7.824836561
1368230_a_at,8.924346618,8.548669746,8.190560549
1368231_at,6.642118785,5.65747434,6.421460674
1368232_at,8.417701975,7.14202564,6.91370137
1368233_at,7.694762938,6.754198773,6.968105526
1368234_at,7.990587912,6.910393098,7.190091282
1368235_at,7.925327859,7.857139329,7.996305591
1368236_at,3.705148658,3.215648652,3.351397912
1368237_at,3.634427869,3.203572055,3.227958903
1368238_at,3.638041717,3.231942831,3.332908683
1368239_at,7.407406381,6.605345422,4.714112268
1368240_a_at,4.626012136,9.194867628,5.502592133
1368241_a_at,8.176467566,8.966282209,9.025658523
1368242_at,4.700105416,8.326805615,6.419750662
1368243_at,5.539841687,5.97699078,5.731818989
1368244_at,9.945560028,5.70352001,6.993140378
1368245_at,11.52779317,3.738136903,3.308635043
1368246_at,4.76379085,8.197175641,6.326872979
1368247_at,7.941751723,6.825390208,7.373162242
1368248_at,5.736704797,9.071744478,8.398691294
1368249_at,9.354177418,7.131990909,7.22579019
1368250_at,4.701815209,5.984069384,7.889216187
1368251_at,6.463073652,5.237658975,6.195878224
1368252_at,4.184537081,3.331818145,5.335830919
1368253_at,11.24497221,7.800602426,6.31033195
1368254_a_at,4.361583265,4.533694447,4.539290388
1368255_at,4.367117617,9.513384927,4.102683208
1368256_at,3.946677034,10.55322329,4.533128286
1368257_at,3.878412164,3.151086908,3.178394745
1368258_at,5.346056973,5.793921891,7.451059634
1368259_at,7.304542342,5.043606124,7.933323043
1368260_at,4.407170134,4.602100162,7.468819632
1368261_at,4.972009691,9.554006891,3.72323655
1368262_at,6.43335866,7.551135598,6.747235531
1368263_a_at,4.523527915,10.61934488,3.598556153
1368264_at,7.144487931,6.13392831,5.283993605
1368265_at,8.753692111,4.339306508,5.964374833
1368266_at,12.5675491,6.595983511,7.135189495
1368267_at,7.401670049,6.596640721,6.591987735
1368268_at,7.349273567,7.436121118,8.172956521
1368269_at,3.639527288,3.263417534,3.341459443
1368270_at,7.765462726,3.346785401,6.107627484
1368271_a_at,5.122736163,2.991377255,7.815254123
1368272_at,10.12195692,10.77178541,7.376616826
1368273_at,9.027641868,8.944129327,8.291820389
1368274_at,7.626981447,8.104872528,8.29969539
1368275_at,10.99546703,10.08900932,8.863455612
1368276_at,7.000194218,10.37483855,5.322096209
1368277_at,9.192415784,12.19394699,10.31329782
1368278_at,4.318036352,2.908093891,3.065939145
1368279_at,4.902881736,6.252664427,6.45677464
1368280_at,11.20845112,5.984686373,10.31094366
1368281_at,5.247050568,4.113258865,9.160678493
1368282_at,4.858227583,3.558091833,8.95755196
1368283_at,10.32331825,3.973271984,4.418771106
1368284_at,6.18870351,6.282340649,11.6396087
1368285_at,4.102563997,4.941910999,3.915284997
1368286_at,6.679198957,7.931855556,6.974541333
1368287_at,5.040753755,11.12268562,7.121659181
1368288_at,13.60456875,7.456922858,4.086845594
1368289_at,10.78709407,4.173946981,3.767277681
1368290_at,5.074139107,3.368668525,4.693031876
1368291_at,8.889034207,8.263620263,8.144704291
1368292_at,6.882673338,11.49917413,6.69083475
1368293_at,5.260372688,4.037156127,5.468104889
1368294_at,9.828607172,4.192624963,6.549262042
1368295_at,9.587642571,6.487958449,6.948875988
1368296_at,8.175733188,4.678977664,4.860367813
1368297_at,4.368016049,4.64153464,8.276344448
1368298_at,5.744202896,6.797753767,5.259558474
1368299_at,3.928619939,5.948207895,3.802650934
1368300_at,5.857116298,6.599546256,6.144293968
1368301_at,5.426055075,5.65327476,5.314344775
1368302_at,5.751426202,6.236811409,5.267272883
1368303_at,6.545654825,8.050212435,6.166027856
1368304_at,11.69229129,4.749922566,8.011046593
1368305_at,8.055885898,4.981268941,7.757336257
1368306_at,6.392678213,8.254021493,5.539303166
1368307_at,4.957092465,8.533234195,4.756632497
1368308_at,6.733533497,4.390847497,7.079150272
1368309_at,6.670656703,5.204271665,5.154483703
1368310_at,4.603190687,3.797782736,3.929682412
1368311_at,8.092765144,4.946336207,6.907734398
1368312_at,5.666167469,6.8658705,3.614396654
1368313_a_at,3.936010099,2.98916909,3.055831148
1368314_at,9.131100613,6.451230746,7.864835312
1368315_at,6.151888245,7.553867912,5.858921607
1368316_at,10.01213673,3.976091023,3.731363111
1368317_at,3.917542871,3.303309917,3.692507941
1368318_at,7.115997577,9.180142679,5.468620874
1368319_a_at,5.177550181,7.018065261,3.967212916
1368320_at,5.375950737,7.430101166,4.611885466
1368321_at,7.063416233,9.997866945,7.629794727
1368322_at,7.424443274,6.314820011,8.518547669
1368323_at,8.374416032,8.778540499,9.704917695
1368324_at,5.246638814,4.821046341,5.275217871
1368325_at,9.195529495,4.901986232,5.724809385
1368326_at,6.976354691,6.563364385,7.041126907
1368327_at,5.168191698,4.864116965,5.314451275
1368328_at,8.250475142,3.025819779,3.407537146
1368329_at,5.557405051,5.786618166,4.980033229
1368330_at,7.065386156,6.660193592,5.848271141
1368331_at,10.40747141,7.406616706,9.107330445
1368332_at,6.014286926,4.304631904,9.380783569
1368333_at,3.683959609,3.126114389,3.425914345
1368334_at,6.016090736,3.772629092,4.977756315
1368335_at,11.82907382,4.017430749,3.049003523
1368336_at,12.00798524,7.944162601,8.740175106
1368337_at,5.134186301,5.000942882,6.466177156
1368338_at,3.65167719,2.824782231,4.222255505
1368339_at,4.793009903,4.118922358,9.877463003
1368340_at,8.021368569,7.934693226,8.073958671
1368341_at,7.67132774,7.345967427,7.102771194
1368342_at,3.995322302,8.449702522,7.69416122
1368343_at,5.394255596,5.680426326,5.216442861
1368344_at,3.346830944,11.37677835,3.234804491
1368345_at,5.582858902,8.220859504,6.60329741
1368346_at,5.942631151,4.252815228,4.879054693
1368347_at,4.826430694,5.251603859,4.614102946
1368348_at,4.6544204,4.981469812,8.661432859
1368349_at,4.783140362,4.555712526,7.58785149
1368350_at,3.871759328,9.845688262,5.060001879
1368351_at,5.990777018,4.70479721,4.951138004
1368352_at,4.644037717,9.17133251,3.742251316
1368353_at,5.034689644,10.59380753,4.363943618
1368354_at,9.147707242,5.760531373,7.494501924
1368355_at,5.053231051,6.654949814,6.080878489
1368356_a_at,9.963367181,7.953294867,10.18830546
1368357_at,4.752833096,4.733481339,4.578062693
1368358_a_at,4.961277978,8.518013744,7.355008546
1368359_a_at,4.243934474,9.300813641,4.133274107
1368360_at,12.56760455,5.195596846,4.716264331
1368361_a_at,8.004327786,7.224914013,8.358783917
1368362_a_at,10.64631013,3.58605039,3.794601408
1368363_at,3.270369246,5.059123718,7.275424073
1368364_at,3.70368671,3.434198311,3.363598129
1368365_at,11.26250997,8.335389288,8.79557386
1368366_at,4.995505582,5.56935162,3.98883043
1368367_at,4.206892089,3.664923083,3.668709491
1368368_a_at,9.27481685,5.373248763,7.745026882
1368369_at,4.206958525,5.844322967,3.861679724
1368370_at,6.065218735,4.652996187,7.080658455
1368371_at,4.134811524,3.290802493,6.351751299
1368372_at,7.891720894,5.422805069,5.591919918
1368373_at,4.034901195,9.984512236,7.303201122
1368374_a_at,5.128440375,4.38916152,5.797698495
1368375_a_at,7.164754473,5.049820195,8.30926482
1368376_at,7.197591112,4.135162868,4.3654583
1368377_at,4.105503671,3.41770087,3.430298796
1368378_at,11.32481023,7.299686463,5.781563641
1368379_at,7.96539607,6.923275153,7.858336893
1368380_at,12.80261399,7.413895994,8.037644735
1368381_at,5.028883133,7.534547109,3.623362015
1368382_at,4.857349812,5.092577335,4.541914395
1368383_at,6.419597015,6.324153451,6.706844325
1368384_at,4.479697295,8.092834408,4.439271191
1368385_a_at,8.556795056,8.77363241,8.334631837
1368386_at,8.67761403,9.533246205,8.828494727
1368387_at,9.492404055,6.696811488,4.954081889
1368388_at,4.822829545,3.982284438,3.858457953
1368389_at,7.887578011,5.206008804,6.525916717
1368390_at,7.788753935,5.232781654,7.017400007
1368391_at,4.903530627,8.429498712,6.676116729
1368392_at,5.624268771,7.643502829,6.310555283
1368393_at,7.223561372,4.867586023,10.43615923
1368394_at,4.868763263,4.900825451,4.731872506
1368395_at,4.576419716,5.453950593,10.62993812
1368396_at,4.549659687,3.785883149,3.893432714
1368397_at,12.14126053,3.898904463,3.408540642
1368398_at,4.879809384,6.059668524,4.791506784
1368399_a_at,10.35196427,7.29966414,8.931978247
1368400_at,8.69082725,6.825438741,5.891750528
1368401_at,4.503058468,11.07541054,3.825655275
1368402_at,9.029665558,11.11246749,10.35232187
1368403_at,8.471252345,7.723153001,8.569594138
1368404_at,5.429497825,8.74700427,6.387375261
1368405_at,7.370246668,7.726708023,7.917593771
1368406_at,4.364825213,4.046124292,4.619523237
1368407_at,4.992480638,3.840244329,6.174932586
1368408_at,4.710898668,4.448450763,7.766799292
1368409_at,9.686446942,6.278446271,7.436903155
1368410_at,6.493959159,5.356466858,6.384247397
1368411_a_at,4.713919994,8.623500914,3.794287391
1368412_a_at,4.542386759,6.361209044,7.092911339
