,reads.1.RPKM,reads.2.RPKM,reads.3.RPKM,reads.4.RPKM,reads.5.RPKM,reads.6.RPKM,reads.7.RPKM,reads.8.RPKM,reads.9.RPKM,reads.10.RPKM
NM_021933,3.90057,4.62204,8.36269,7.15245,5.05443,6.27899,6.37047,7.02382,6.07317,6.39548
NM_152942,0.104107,0.0829004,0.249065,0.28446,0.0823969,0.270443,0.262574,0.291348,0.366843,0.144734
NM_001066,7.35722,7.57614,8.8273,27.5979,5.99625,10.6524,14.0322,10.87,22.1034,7.63961
NM_015378,2.56151,1.22374,1.99568,1.43006,2.34111,1.61809,1.93749,1.95935,1.81219,2.22838
NM_018156,2.81054,1.34171,2.18905,1.56801,2.56857,1.77432,2.12516,2.14919,1.98748,2.44487
NM_004753,24.1715,73.2083,29.413,38.9813,17.481,49.3904,35.1118,32.0226,28.875,21.5477
NM_152290,0.192972,0.144059,0.192359,0.932951,0.143214,0.0964052,0.387422,0.192878,0.780567,0.14375
NM_001146181,3.84631,4.76437,4.43052,4.69783,6.8932,4.44091,4.03264,4.82692,5.66148,6.07003
NM_001013631,0.514761,0.637622,0.592944,0.628718,0.922524,0.594334,0.539698,0.645991,0.757682,0.812359
NM_001136561,1.36082,2.58205,2.54344,1.42835,3.36644,2.63438,2.04904,2.04024,2.02118,2.95666
NM_001010847,0.25765,0.769371,3.41587,0.44581,0.943326,1.08122,1.34491,2.42073,0.729531,2.07285
NM_006474,1.1224,0.561434,2.33773,2.79147,0.754022,1.6574,1.82642,2.16134,2.68761,1.49506
NM_198389,1.17138,0.585937,2.43979,2.9133,0.786941,1.72973,1.90613,2.25567,2.80488,1.56031
NM_001006624,0.0632725,0.092034,0.319627,0.136879,0.388352,0.093891,0.13314,0.195988,0.208994,0.44608
NM_001006625,0.0662226,0.0963257,0.334532,0.143263,0.406458,0.0982684,0.139348,0.205125,0.218735,0.466879
NM_001135610,0.796634,1.06779,1.43305,1.39266,4.96765,1.58837,1.77433,1.2978,2.29072,3.80279
NM_012231,0.574264,0.265215,0.930877,0.927739,2.60596,1.037,0.876375,1.02546,1.5691,1.82346
NM_015866,0.0799012,0.0623726,0.115657,0.119639,0.143071,0.0908402,0.135257,0.091407,0.112751,0.123052
NM_001007257,2.10333,1.74033,2.77741,2.82944,4.07313,2.35283,2.52512,2.67761,3.00365,3.71588
NM_015209,0.215249,0.278857,0.296312,0.329191,2.15459,0.572087,0.264896,0.503483,0.756438,1.5156
NM_201628,0.290489,0.369061,0.342215,0.635088,2.03664,0.696237,0.406125,0.550947,0.845485,1.43564
NM_001018000,0.361977,0.44905,0.289674,0.53297,2.09607,0.991707,0.430424,0.45214,1.22497,1.65925
NM_001018001,0.559964,1.09425,0.839209,1.33918,5.01479,1.33509,1.04926,1.30989,2.01917,3.24143
NM_001017999,0.806782,0.75794,0.794441,1.55152,4.7474,1.26386,1.26278,1.24,2.4927,3.06857
NR_027136,0.0393027,0.000121416,0.0913611,0.25934,0.0997524,0.0744085,0.0921329,0.0408669,0.223324,0.138149
NM_001136216,0.542491,0.242366,0.229597,1.16884,0.293123,0.393071,0.572587,0.194236,0.911255,0.400874
NM_001136217,0.373262,0.506787,0.48009,1.48686,0.612921,0.484965,0.418154,0.244132,0.72936,0.429254
NM_001136218,0.420533,0.0640309,0.313016,1.72196,0.107859,0.502502,0.970353,0.76067,1.88975,0.320354
NM_018022,0.28332,0.135469,0.662247,2.22058,0.228196,0.626197,0.725552,0.993177,1.56214,0.340752
NM_052929,0.0676065,0.0288401,0.0962741,0.589811,0.19114,0.1544,0.261766,0.250988,0.4395,0.201448
NM_024329,9.40922,8.11151,8.62981,30.7784,23.6489,14.3152,15.7081,13.2843,29.8808,19.1352
NM_015849,0.106521,0.106028,0.159275,0.650518,0.210813,0.0532161,0.106929,0.10647,0.377017,0.105801
NM_001229,1.5628,1.28498,1.53718,1.98477,1.45913,1.42334,1.76701,1.41778,2.215,1.16895
NM_032996,0.546121,0.493883,0.493148,1.25642,0.903198,0.57247,0.506273,0.480776,0.785428,0.860313
NM_015291,1.09334,2.21717,1.85441,1.7855,2.3172,2.0055,1.62991,1.69631,1.74096,2.1962
NM_024758,1.36554,14.0379,2.92325,2.57469,1.57277,7.9851,3.66288,2.68501,0.905507,1.77876
NM_032341,1.67324,2.42156,5.89409,3.28893,2.34819,3.02435,3.70595,4.7182,3.23364,4.10649
NM_006511,2.61922,4.44377,8.95101,2.88336,3.55868,4.31801,4.81065,6.35152,3.53063,6.12588
NM_015164,19.2488,14.7912,43.9154,21.5462,29.6921,25.2146,25.6915,36.4167,25.0491,35.9273
NM_207348,1.95357,0.621612,1.50043,0.554141,0.697193,0.991968,1.26986,1.5685,0.663911,1.06561
NM_001013641,0.258735,2.22126,0.257913,0.131673,0.160017,1.22796,0.519451,0.452566,0.0981165,0.256985
NM_017556,6.77132,1.08497,1.64277,2.63575,1.60994,1.82768,2.52403,2.69887,2.55143,1.36316
NM_001024215,0.554675,0.0422874,0.31982,0.431861,0.0234911,0.346202,0.411431,0.483627,0.852508,0.380021
NM_001024216,3.90136,0.993569,1.07217,2.31282,1.11028,1.42573,2.93042,1.46894,1.80734,1.29428
NM_001089591,223.137,72.3975,72.4123,41.8514,74.4143,73.3125,112.363,88.1339,48.1415,76.5078
NR_024279,2.2425,1.1854,1.99273,1.74892,2.50833,1.7799,2.06029,2.05662,1.98406,2.37235
NM_015001,3.27828,3.82114,8.4601,5.28105,6.11545,5.34289,5.69854,7.08344,5.80986,7.17715
NM_003443,3.55607,3.39731,7.28551,6.43861,5.07493,4.87435,5.18412,5.96559,5.85489,6.05235
NM_178840,0.373634,0.265646,0.0532069,0.0543275,1.10917,0.213327,0.375065,0.106701,0.431812,0.795229
NM_014424,478.269,129.792,439.422,70.0188,133.875,201.161,296.838,355.164,111.698,258.655
NM_000085,0.154773,0.000450161,0.0022541,2.45E-07,0.00134257,0.00135563,0.179625,0.130596,0.0411774,0.000898392
NM_001165945,0.272993,0.0224039,0.112183,0.0704063,0.0668176,0.0674679,0.0362281,0.00255374,0.0665243,0.0447118
NM_182623,0.982614,0.287666,0.691408,0.264739,1.4013,0.375391,0.464177,0.346637,0.37993,1.03338
NM_004431,3.06317,2.04912,2.73203,8.19201,2.28254,3.70495,4.09572,3.53272,6.94769,2.7961
NM_153213,0.535578,0.484635,0.501522,1.20588,0.240897,0.681074,0.667963,0.535319,0.902667,0.274038
NM_030907,1.73319,1.72517,2.32453,2.43763,3.6172,1.88917,2.05616,2.74026,3.09109,2.72305
NM_018994,5.35205,3.99546,7.34394,4.43865,5.2143,4.91845,5.80368,6.35661,5.31201,6.30027
NM_001114600,16.2184,15.5582,15.0916,12.7964,12.9914,15.1615,16.0333,15.0479,13.0868,14.5184
NM_015609,6.81868,9.45509,12.4264,9.69748,6.8202,9.83029,8.49953,10.1463,8.64624,8.69788
NM_001145277,2.79842,1.95732,1.71015,6.59131,1.92629,2.47429,2.8595,2.42252,4.93442,1.62897
NM_001145278,2.18887,1.98861,1.91596,6.01633,2.16325,3.07595,4.34589,2.64958,4.37682,1.95908
NM_018090,2.23662,2.85445,2.32452,9.04133,2.0461,3.27061,3.567,3.00197,7.37287,2.95034
NR_023386,0.21979,0.173194,0.264736,0.782972,0.308109,0.320258,0.386104,0.485133,0.666783,0.318358
NM_017940,1.05366,1.19539,1.19714,2.23713,1.86105,1.31315,1.14868,1.47215,1.99354,1.53042
NR_026752,2.39531,5.60015,2.74864,3.09002,2.3978,4.14654,2.48836,2.67254,2.67574,2.43444
NR_027504,3.72986,33.5062,6.15333,5.77042,2.91575,17.9815,8.66769,6.02081,1.94248,3.20451
NR_026567,0,0.242839,0,0.0496632,0.0241415,0.146258,0.146941,0.04877,0.0246711,0
NR_002729,1.06237,10.4186,1.99537,2.10569,1.17297,6.02248,2.60434,1.84427,0.667204,1.16625
NM_014675,0.886291,0.521961,1.19269,2.22514,0.928173,1.19549,1.20107,1.41738,2.14355,1.01968
NM_001135247,0.326615,0.203189,0.434105,0.993494,0.025708,0.167747,0.22344,0.666516,0.638345,0.310889
NM_001135248,0.230366,0.143312,0.306179,1.4318,0.383811,0.661316,0.95628,0.470102,1.13803,0.219274
NM_002403,0.218131,0.135701,0.289918,1.35575,0.363428,0.626195,0.905495,0.445136,1.07759,0.207629
NM_017459,0.308973,0.192214,0.410655,0.939828,0.0243194,0.158686,0.211371,0.630512,0.603867,0.294096
NM_001141973,1.10957,1.05069,2.64018,2.81535,6.07107,2.43031,1.43273,2.84203,3.86588,4.67712
NM_001141974,1.41714,1.23101,2.82316,2.87764,6.71087,2.18903,3.19024,3.06399,4.107,5.49365
NM_022089,1.02918,0.974549,2.44892,2.61138,5.6308,2.2543,1.3289,2.63616,3.5858,4.33823
NM_003000,50.6194,57.9492,40.8292,21.4563,30.1642,43.6704,40.0385,38.7937,20.7099,33.39
NM_007365,7.16606,14.7929,56.5512,19.6909,64.1316,30.6216,26.1047,42.3448,34.0227,62.6593
NM_013358,0.0383361,0.0763171,0.0509525,0.130064,0.505797,0.0766079,0.128276,0.217132,0.21968,0.304614
NM_012387,0.151928,0.0864141,0.194716,0.309271,0.257722,0.195173,0.239658,0.303709,0.460909,0.129343
NM_001136204,1.10001,1.15557,0.825875,3.7079,1.17742,1.39221,1.81879,1.67606,2.95372,1.04987
NM_018715,1.23248,0.761647,1.74138,3.79315,2.77426,1.82469,1.94617,1.55174,3.1981,2.39895
NM_018125,2.76898,4.12055,3.94596,2.56516,2.26787,3.72745,2.98676,3.60853,2.56916,3.0435
NM_001011722,6.66695,11.49,11.4445,6.05456,5.23424,9.44049,8.19957,9.5477,5.63208,7.91674
NM_032880,1.26439,1.35922,1.89057,2.1363,14.1881,3.1078,2.31001,2.90669,5.95832,9.14252
NM_152375,0.116653,0.280607,0.164734,0.316619,0.0673354,0.271963,0.185408,0.10688,0.186778,0.0675874
NM_001135254,0.0162431,0.0323342,0.167524,0.0165325,0.321461,0.0973767,0.0896788,0.111754,0.0903413,0.217798
NM_001161504,7.72606,46.4739,13.2806,8.50429,10.1689,26.612,13.4576,11.9792,4.80829,8.46557
NM_003748,5.55244,31.8951,8.84807,5.80821,5.99984,18.3657,9.63,8.89887,3.30197,7.40378
NM_170726,0.647594,3.00595,0.95683,0.550901,0.488951,2.07291,0.966537,1.05059,0.34875,1.23119
NM_001136265,1.10367,1.912,1.51168,2.74403,4.00999,2.21391,2.06356,2.11364,3.00745,2.94552
NM_020765,4.85344,5.79839,14.1099,6.01738,7.11206,7.73178,7.67467,10.7355,6.87371,9.8103
NM_015047,3.51471,4.80314,4.71766,4.41561,6.25568,4.90257,4.58779,4.64923,4.71552,5.86432
NM_016183,2.24927,3.46593,2.8889,3.2139,3.55261,3.37108,2.60525,2.98317,2.9963,3.32961
NM_001145289,0.0556239,0.260952,0.0242411,0.0425592,0.000873801,0.22164,0.0205968,0.00326623,3.58E-06,3.44E-05
NM_201252,0.310267,2.00275,0.655486,0.415147,0.419642,1.11328,0.642256,0.634035,0.236313,0.464184
NM_012067,1.38645,12.2231,2.4482,1.77403,1.45034,6.21402,2.74375,2.61318,0.801166,1.49511
NM_003689,7.25483,13.3647,10.254,8.48622,8.42895,11.0354,8.69565,9.52411,7.4824,8.46049
NM_001040125,0.169553,0.193579,0.653501,0.440747,0.158901,0.54138,0.179815,0.028545,0.180305,0.0239276
NM_001040126,0.70951,1.81992,2.15286,1.83258,1.60187,1.96975,1.34435,1.86108,1.94491,2.00923
NM_017765,1.08254,2.04999,1.16324,1.43234,1.07175,1.20537,1.51902,1.02857,1.62301,0.862191
NM_004930,41.4551,39.2314,54.0472,55.1563,49.1855,49.1184,49.1458,51.9805,53.7242,51.454
NM_001032363,11.3659,4.85072,5.28113,3.85181,6.27513,4.83852,6.86815,5.60811,4.81737,5.91936
NR_033757,4.67261,2.02248,2.37374,2.17691,2.93566,2.3738,3.15568,2.65621,2.19865,2.61579
NR_033758,10.5465,4.14362,3.9568,3.69787,4.36726,4.35266,5.71473,5.75416,3.89578,4.37631
NM_182744,8.99842,3.9168,10.5587,28.3433,19.5445,12.0884,16.2607,13.6001,27.6075,17.8452
NM_005380,16.7357,8.97254,17.0806,54.5537,31.9349,21.5453,27.8893,24.1302,48.4909,27.187
NM_000871,0.024778,0.0493266,0.0987975,0.151318,0.392299,0.0495146,0.0994916,0.12383,0.15034,0.196883
NM_181719,1.47115,1.18463,1.05455,2.79284,0.670628,1.58553,1.74227,1.23913,2.37362,0.902989
NM_015207,0.467899,0.315496,0.654484,0.79885,1.40394,0.542912,0.553023,0.693965,0.908162,1.0419
NM_000300,13.9299,64.894,13.6393,9.39406,6.21702,35.1311,17.8071,13.2069,2.55566,7.25709
NM_001161727,26.1537,121.87,25.6051,17.6335,11.6724,65.999,33.4328,24.787,4.79766,13.6238
NM_001161728,53.2214,267.593,49.7598,40.7134,30.8559,149.74,70.2054,55.0924,12.1601,28.1117
NM_001161729,69.1688,323.013,67.7223,47.998,30.8723,174.428,88.4233,65.5663,12.6902,36.0343
NM_000929,9.0844,1.93765,1.44889,0.924629,1.61808,1.9969,4.01244,2.38674,1.4436,1.75303
NM_012400,1.92673,0.856496,3.13265,22.695,1.49933,5.77534,8.22464,5.53432,18.2354,2.84267
NM_152376,0.3639,0.279894,0.263814,0.690263,0.572872,0.495812,0.531336,0.347191,0.735984,0.476442
NM_018584,12.316,22.52,16.6958,22.1127,115.209,32.0701,19.9196,24.5992,46.456,76.5324
NM_024544,7.83994,6.98744,7.57581,5.98474,6.74856,7.31381,7.04682,7.11649,5.90562,7.07178
NM_207334,0.780613,0.511682,0.683241,0.445709,3.56077,0.95117,0.707153,0.856355,1.17446,2.60966
NM_001785,5.58748,18.4707,5.46755,10.2263,2.58696,12.4973,9.10799,6.25085,7.1536,3.81859
NM_032409,58.9546,47.166,71.7736,29.0809,82.2028,54.3996,52.5016,65.7606,44.5542,77.9948
NM_005216,22.8224,45.2494,26,29.4424,21.1192,34.9559,27.7146,24.7297,25.8616,21.7494
NM_001122819,0.485461,0.267727,0.320434,0.654365,1.38921,0.432616,0.474149,0.550797,0.975206,0.996934
NM_020816,0.477817,0.263511,0.315388,0.644062,1.36733,0.425805,0.466683,0.542124,0.959851,0.981237
NM_001103160,0.200522,0.145898,0.338936,0.264631,2.83085,0.45339,0.332566,0.540276,1.00769,1.76449
NM_001103161,0.101131,0.241891,0.170939,0.318496,1.83201,0.42022,0.167725,0.272481,0.711823,1.28767
NM_016287,8.31237,7.51264,8.68591,9.28997,16.0165,9.39526,8.53298,9.82465,10.764,13.561
NM_001198801,1.05766,1.09256,1.8941,1.36304,2.46618,1.64587,1.1695,1.84491,1.70663,2.16287
NM_001198802,1.39689,1.095,2.50168,1.77697,2.7561,1.64919,1.5446,2.25357,2.25397,2.52203
NM_003760,1.19966,1.16231,2.28593,1.12106,3.9166,1.60006,1.85096,1.97366,1.81256,3.62123
NM_001198803,1.29424,0.76301,3.28721,2.00404,2.26506,2.06087,2.37879,2.30473,2.30275,2.76736
NM_001113347,1.40777,1.2697,0.685984,1.16371,0.923764,1.12442,1.21182,0.890096,0.898718,0.860714
NM_001113348,5.20877,6.25585,4.78577,6.28595,4.12592,5.80351,5.0291,4.93501,5.21316,4.51972
NM_001113349,3.62617,4.15865,3.63241,4.1949,2.40433,3.73795,3.95974,3.14438,4.07418,2.63165
NM_001397,3.50647,4.01402,3.50946,4.589,2.32371,3.43208,4.01592,3.75733,4.12405,2.90345
NM_032264,0.496034,0.363807,0.325302,0.584591,0.736263,0.521704,0.380002,0.32618,0.673216,0.531574
NM_000478,6.49452,16.6053,6.68466,20.0558,9.95969,12.8493,12.0253,8.66903,15.8086,8.88552
NM_001127501,1.91877,6.15195,1.99947,7.44673,3.36274,5.65462,4.47683,2.9101,5.78505,2.40507
NM_001177520,2.8701,9.90094,3.97293,9.71841,4.04372,7.70265,5.47525,4.41501,7.01268,3.70865
NM_001145657,1.13703,1.60375,0.978836,1.99964,5.97685,2.11334,1.37024,1.33751,2.83199,3.66159
NM_001145658,1.10975,2.38803,1.56094,2.97987,7.79301,2.86962,2.19157,2.42576,4.40487,5.6997
NM_002885,1.04165,1.95719,1.27932,2.44226,6.97077,2.50122,1.79622,1.9881,3.92752,4.82667
NM_032236,3.35087,2.52185,2.96104,3.6958,5.10652,3.28364,3.61535,3.60067,4.35016,4.22888
NM_001032730,0.44267,0.363837,0.208502,0.150888,0.350744,0.317179,0.162768,0.180876,0.213737,0.432708
NM_001013693,0.155993,0.582166,0.308834,1.16956,0.0610717,0.741145,0.398428,0.471631,0.645463,0.291367
NM_005529,14.1556,5.70642,8.72749,13.6546,4.0684,7.85681,11.6861,9.67184,11.7705,6.20271
NR_023919,6.25119,2.82835,3.39904,4.28938,3.55009,3.17041,4.77356,3.40698,4.69292,3.6263
NM_001039802,8.57907,7.14159,7.1786,13.0389,10.3229,9.48278,9.34184,8.5825,11.9401,9.99224
NM_001791,10.4564,12.3549,13.2566,14.1378,20.318,14.4802,13.9967,13.391,16.0861,16.0488
NM_044472,2.38888,1.18981,1.31021,2.66621,11.5636,3.44084,2.57079,2.80791,5.0431,7.93713
NM_030761,0.0755333,0.0877142,0.401565,0.39721,0.199314,0.176097,0.227468,0.339735,0.30553,0.262578
NM_001083621,0.497669,0.375335,0.568595,0.650706,0.49246,0.506815,0.574511,0.556737,0.68715,0.543733
NM_014870,0.954328,0.719736,1.09034,1.24779,0.944339,0.971866,1.10168,1.0676,1.31768,1.04266
NM_001006943,0.0265297,0.0264069,0.0476615,0.054005,0.279245,0.0795226,0.0798939,0.0530337,0.13414,0.19143
NM_015991,100.11,94.5662,85.243,406.483,56.2209,146.416,190.56,133.042,323.855,77.4651
NM_001114101,63.6133,60.3547,51.1174,211.97,44.4235,83.1089,103.839,75.8577,171.855,51.5581
NM_172369,92.8826,88.0582,74.4122,313.569,64.5279,120.519,153.454,109.855,252.789,73.9688
NM_000491,111.928,118.627,95.9418,420.558,71.1504,158.271,202.733,142.23,331.416,88.0664
NM_004442,0.215803,0.159854,0.290156,0.786645,1.3161,0.411185,0.433261,0.295954,0.883042,0.782598
NM_017449,0.218479,0.161836,0.29376,0.796407,1.33228,0.416287,0.438628,0.299632,0.893977,0.792309
NM_001009999,2.7473,2.64376,6.16109,3.72688,5.18014,4.31745,3.87333,4.43468,4.85393,5.40357
NM_015013,3.13203,3.37173,4.52685,2.82865,4.71447,3.41318,3.40037,4.99585,2.71301,4.7002
NM_001142546,1.26034,0.603381,0.743752,1.3668,2.85992,1.07509,0.931769,1.09337,1.73792,1.97865
NM_033631,1.2923,0.721616,0.636233,1.49139,2.97428,1.02834,1.20359,1.24832,2.01266,2.01217
NM_000864,0.0520207,0.0345199,0.0518556,0.264739,0.394651,0.190583,0.174066,0.138655,0.280564,0.275567
NM_001102397,5.05937,4.82152,5.65311,5.3715,7.07461,5.35395,5.23706,5.33056,5.75762,6.83658
NM_001102398,2.03996,2.29664,2.08723,2.5798,3.12591,2.66131,1.97878,2.44147,3.10778,2.62789
NM_001102399,4.71742,4.49538,5.27082,5.00883,6.59627,4.99197,4.8827,4.96996,5.36797,6.3743
NM_005826,2.17861,2.45277,2.22902,2.75522,3.33861,2.84234,2.11319,2.60736,3.31904,2.80661
NM_001077195,0.840811,0.323994,0.415203,0.3098,1.08355,0.68579,0.452749,0.574522,0.532083,0.77802
NM_030634,0.622204,0.901017,1.06581,0.937805,2.51663,1.04358,0.837738,0.940128,1.33535,1.70431
NR_033690,0.328794,0.220191,0.239909,0.389294,0.328282,0.249549,0.283357,0.357841,0.363782,0.443925
NM_003196,19.4655,35.8506,86.3896,19.4969,22.0528,42.4289,40.2623,60.9085,22.0352,49.0118
NM_001143778,1.72303,2.63011,7.79862,1.71564,2.97855,3.16191,3.26213,5.99097,2.42592,4.22012
NM_017707,3.55065,3.54952,12.2263,4.19712,4.05081,6.16148,5.60331,9.26839,4.45264,7.70388
NM_004091,0.0946651,0.0471134,0.0471823,0.269786,0.0281023,0.0945859,0.114033,0.0851573,0.201032,0.0752198
NM_002167,14.2746,7.52215,9.66374,16.2383,6.76045,9.61013,13.6779,10.262,15.3614,8.11257
NM_000975,164.017,263.865,244.276,210.399,165.01,234.69,210.067,223.207,197.321,195.476
NM_001199802,180.414,290.892,269.295,231.945,181.507,258.726,231.579,246.066,217.484,215.492
NM_003198,4.47538,9.09741,5.36333,5.83058,5.47171,6.70745,5.96007,5.22869,5.29005,5.20572
NM_020362,14.3054,19.247,21.6014,16.3187,51.1943,23.6507,18.5283,22.5685,25.1014,40.1875
NM_007260,6.44766,14.8845,9.95762,9.48952,6.76957,10.4951,8.87288,8.62296,8.72415,7.15569
NM_000403,0.628881,1.56422,0.438969,0.947261,0.600578,1.04265,0.60883,0.376444,0.408844,0.269799
NM_001008216,0.535244,4.24209,0.289631,1.83155,1.07543,2.04154,1.37322,0.849072,1.40915,0.608535
NM_001127621,0.767367,2.10401,1.22384,2.07986,1.12737,1.78164,1.82098,1.45064,1.95498,1.62465
NM_000191,4.05374,14.1316,4.59789,3.88568,1.93993,8.56196,5.60399,3.30579,1.64829,3.07148
NM_001166059,9.91663,33.1688,11.4561,9.90402,9.09698,20.0597,12.6781,12.2511,7.68615,8.92009
NM_000147,4.11018,9.43045,5.13877,14.8902,4.27396,8.02786,7.62246,5.73289,11.6238,4.40528
NM_017761,7.45336,4.92563,5.64332,6.09382,7.11338,5.43273,6.35757,6.06564,6.30157,6.89728
NM_001191006,0.901909,0.475137,0.385597,0.537582,0.430774,1.21987,1.08897,0.793359,0.975721,0.638664
NM_001191007,1.04293,0.91282,0.385048,0.405398,0.631589,0.467372,0.485119,0.235057,0.161448,0.25606
NM_001191009,0.631561,0.832331,0.36962,0.502582,0.594281,0.509627,0.24513,0.181727,0.12202,0.176472
NM_006625,1.01171,0.885491,0.373521,0.393265,0.612685,0.453385,0.470604,0.228022,0.156615,0.248396
NR_034035.1,0.526257,1.20403,1.25945,2.05467,1.19353,1.12161,1.20113,1.26021,1.96759,1.77386
NM_001191005,0.787041,0.711,0.644521,0.901538,0.733597,0.763197,0.854126,0.842717,0.849452,0.666279
NM_054016,0.771736,0.69717,0.631989,0.88399,0.719327,0.748358,0.837516,0.826324,0.832931,0.653322
NM_152372,38.675,7.8713,20.5308,3.13154,7.54837,11.1448,19.3052,19.5611,5.4855,12.9308
NM_021258,0.105417,1.34659,0.175138,0.26824,0.104314,0.737303,0.529105,0.245854,0.142137,0.0698028
NM_170743,0.178316,0.275456,0.176357,0.334606,0.079749,0.149626,0.216756,0.126453,0.172323,0.179589
NM_173064,0.134278,0.282825,0.259489,0.35068,0.0386932,0.220159,0.192848,0.186061,0.253554,0.13721
NM_173065,0.159248,0.338934,0.188572,0.309261,0.143063,0.268419,0.229892,0.226847,0.309135,0.162792
NM_001199012,0.058146,0.0228241,0.0499789,0.0757027,0.325656,0.0588607,0.124101,0.121576,0.147905,0.228256
NM_001199013,0.234898,0.250528,0.265235,0.441378,1.69132,0.432824,0.314655,0.52591,0.715904,1.10244
NM_001199014,0.280241,0.0891522,0.291312,0.361693,1.01654,0.354516,0.311642,0.187148,0.659115,0.596095
NM_178122,0.575487,0.61378,0.649816,1.08134,3.78431,1.06038,0.770887,1.28845,1.7539,2.70088
NM_020448,5.7078,3.37275,4.0189,6.36281,23.2736,6.68974,5.46591,6.22121,11.3241,15.6668
NM_013441,0.78123,0.374406,0.605694,1.6492,1.28842,0.578204,1.2199,0.780851,1.78485,0.948377
NM_001010980,0.147848,0.122637,0.122816,0.677174,0.134109,0.160035,0.383404,0.20935,0.535747,0.195798
NM_005839,4.03624,5.48526,6.00399,8.27992,6.99875,6.19287,6.63574,6.15758,8.60552,6.73947
NM_013943,22.5065,7.51527,9.93554,9.16305,20.7241,10.7121,13.1438,12.3781,12.7252,16.0995
NM_001031680,0.429275,0.195687,0.689844,3.26993,0.128196,0.967035,1.62679,0.803915,2.8326,0.561693
NM_004350,0.818583,0.477215,0.916998,6.4258,0.655769,1.65133,2.59948,1.84107,4.66513,0.938507
NM_015484,6.54642,4.84507,10.4811,7.06839,7.067,7.72372,7.17733,9.71725,7.9679,7.88712
NM_207170,1.44001,2.10572,2.49115,1.33251,0.938205,2.12933,1.69014,1.47535,0.758244,1.9211
NM_020317,2.01336,2.77226,3.74635,4.61079,2.85561,3.65455,3.2674,3.68937,4.13987,3.79951
NM_001127691,0.000752228,0.000748745,0.0336831,0.086638,0.0338171,0.153658,0.0857642,0.000518281,0.0720285,0.0678873
NM_016124,0.0687342,0.068416,0.125418,0.151772,0.00396242,0.0180044,0.0100492,0.120943,0.145865,0.00795449
NM_014313,16.8777,15.2738,15.8377,20.4699,25.3775,17.9179,18.4342,18.01,22.1226,22.2414
NM_020485,0.0256221,0.00063,0.0349035,0.335341,0.291299,0.142718,0.27196,0.0457607,0.323157,0.157842
NM_018202,3.3081,9.91563,11.0625,4.75199,6.74459,8.95557,6.70419,8.79652,4.89802,7.83614
NM_015627,2.64641,4.8015,3.32256,5.42124,4.50816,4.0165,3.69899,3.68309,5.21683,4.24221
NM_020379,3.42474,6.28274,2.80151,3.70461,7.27928,5.30927,3.90034,3.46913,4.39506,5.27778
NM_020451,4.75745,3.46417,7.12301,7.58154,5.50195,5.1768,5.94024,6.36286,7.19289,6.34644
NM_206926,7.34219,5.57933,10.8353,11.8831,8.54479,8.01728,9.24568,10.2458,11.2611,9.90322
NM_001099625,9.17456,3.86789,4.61843,2.50979,3.3297,3.54101,4.17221,4.60671,2.84813,5.04954
NM_001099627,14.5957,6.55251,9.00983,4.1231,5.27475,7.03346,7.72763,8.9407,5.23133,7.09081
NR_024498,1.54867,0.501362,0.397825,0.89513,0.757084,0.592537,0.984515,0.724223,0.74694,0.661612
NM_019557,3.83239,1.03844,1.02737,0.565599,1.71299,1.63256,2.3382,1.98887,0.585665,1.11809
NM_001099626,2.33835,1.22653,1.18374,0.950338,1.44877,1.33712,1.84856,1.19578,1.35208,1.34474
NM_024037,0.214671,0.284902,0.14266,0.0971095,0.495656,0.190659,0.239436,0.190726,0.144723,0.331673
NM_178422,1.18712,1.03594,1.79934,3.12826,2.60685,1.73856,2.08949,1.93422,3.07516,2.45508
NM_001145454,0.0541021,0.0516217,0.0785265,0.194334,0.621725,0.133112,0.0804169,0.133866,0.266428,0.365947
NM_005563,5.75253,5.07576,7.35511,7.59705,53.7247,11.7424,8.31347,11.0659,20.0466,34.5412
NM_203399,7.89857,6.96955,9.24333,10.4312,72.0284,16.1223,10.5509,15.1933,26.6477,47.4288
