,cell1,cell2,cell3,cell4,cell5
ZFP69,0.069338051,0.005689447,0.026091347,0.039413496,0.044465285
RP11-656D10.3,0,0,0.018416308,0.025604755,0
EXO5,0.015783016,0.03827159,0,0.028636533,0.051059238
ZNF684,0.035763856,0.04002719,0.055843327,0.041458913,0.079397741
RIMS3,0.002694495,0.007745513,0,0.013406803,0
NFYC-AS1,0.02236575,0.023311018,0.021524687,0.01354463,0.059094892
NFYC,0.311793569,0.408488931,0.541725819,0.532430607,1.098789112
CITED4,0.214152941,0.255676254,0.033882793,0.103799727,0.071074759
CTPS1,0.119734705,0.084127068,0.05448083,0.115875509,0.030631037
SLFNL1,0.009340955,0,0.004630266,0,0
SCMH1,0.050303636,0.015318393,0.064272257,0.037063491,0
HIVEP3,0.066871733,0.072382135,0.089430827,0.193694011,0.041782959
FOXJ3,0.171725075,0.112395222,0.163072068,0.094656516,0.081853021
PPCS,0.834112674,0.993168865,1.015624535,0.680227413,1.35681825
CCDC30,0.017839873,0.021602094,0.014124952,0.054933424,0.032620872
PPIH,0.431992323,0.276492629,0.383370012,0.613643688,0.356497025
YBX1,7.502477328,13.48050935,11.11786096,8.719460486,20.35342079
LEPRE1,0.065002054,0.077267667,0.058702283,0.147375539,0.116827446
C1orf50,0.221464741,0.3774197,0.212614404,0.351210129,0.292571691
CCDC23,0.430411358,1.035085263,0.62174753,0.400783011,0.692120923
ERMAP,0.016132951,0.045992783,0.039478541,0.024705674,0.064807957
RP11-342M1.3,0.004563828,0.02299602,0,0,0
ZNF691,0.047893748,0.028806127,0.058164726,0.080176251,0.028497314
SLC2A1,0.062437048,0.012016099,0.215880989,0.118448291,0.015657122
SLC2A1-AS1,0.01046187,0,0,0,0
EBNA1BP2,0.389488335,0.316331925,0.408839364,0.518800284,0.273577332
WDR65,0.001214346,0,0,0,0.03469437
RP1-92O14.3,0.009195963,0.008234248,0.032495806,0.009225177,0
CDC20,0,0.008092055,0.008274769,0.004312036,0
ELOVL1,0.241395363,0.250424736,0.282455493,0.490154792,0.407629064
MED8,0.291381913,0.495331541,0.35051927,0.474138589,0.424455537
SZT2,0.062038455,0.104407456,0.095770459,0.097689721,0.060165298
HYI,0.07096652,0.023020146,0.016468225,0.062322819,0.031978422
KDM4A,0.049872852,0.048630194,0.091080111,0.037956782,0.058606058
KDM4A-AS1,0.009187863,0,0.038139262,0.014683641,0
ST3GAL3,0.047302578,0.010795056,0.057467902,0.035806775,0.014087503
IPO13,0.028210991,0.034956599,0.034731063,0.065248292,0.075488469
DPH2,0.087900871,0.053910344,0.053766957,0.064449731,0
ATP6V0B,0.947795119,6.092477025,1.604432829,1.25774061,4.517801048
CCDC24,0.011534755,0.006028818,0.074220108,0,0.05380015
DMAP1,0.234579258,0.282227036,0.529694067,0.331895963,0.190347559
ERI3,0.283776839,0.882441061,0.14509275,0.302062488,0.272291932
RNF220,0.135352055,0.260426262,0.19375013,0.138872667,0.224955719
TMEM53,0.010670937,0.074786339,0.023026643,0.073794208,0.081610836
C1orf228,0.476120242,0.402163475,0.283880995,0.063121006,0.024386351
KIF2C,0,0,0,0.026382402,0
RPS8,54.48128043,30.30728481,59.4199523,44.85550197,23.75949559
BEST4,0.012587219,0,0.021213722,0.015752993,0.021314963
PLK3,0.421133053,0.396011628,0.079739166,0.215532924,0.291011505
BTBD19,0.002848845,0.014886625,0,0,0
PTCH2,0.007591994,0.055402488,0.048464361,0.042211736,0.027584075
EIF2B3,0.16154809,0.103040527,0.130973893,0.172064923,0.15304955
HECTD3,0.047948121,0.026681316,0,0.030392115,0.036830218
UROD,0.357607989,0.387295489,0.349608716,0.365645922,0.240295833
HPDL,0.014872876,0,0,0.014811194,0
MUTYH,0.167923888,0.070198466,0.056364269,0.139376442,0.161536566
TOE1,0.072226045,0.08959385,0.078411714,0.069240754,0.049480274
TESK2,0.020562329,0.023764655,0.050375281,0.016553688,0
CCDC163P,0.008889908,0,0.018892592,0.024752782,0
PRDX1,1.732225622,2.129948968,1.509306805,2.280660274,3.689662201
AKR1A1,0.496896849,1.089728541,0.636157627,0.584658215,0.923140963
NASP,0.447911359,0.34726377,0.75050052,0.585738959,0.353208706
GPBP1L1,0.348225374,0.246766467,0.350480849,0.274743821,0.736533572
TMEM69,0.180988215,0.26487786,0.304403968,0.163227255,0.2222739
IPP,0.106649156,0.017298159,0.113274197,0.009106348,0.014087503
MAST2,0.029399354,0.012999694,0.031048374,0,0.027030812
PIK3R3,0.008676675,0,0,0.10126452,0
POMGNT1,0.103029765,0.035420487,0.110583539,0.119736569,0.120485398
LRRC41,0.20213982,0.1508754,0.227034862,0.139370003,0.146893661
UQCRH,2.546314712,2.958687071,4.501162173,3.128510759,2.547729809
NSUN4,0.054647425,0.125577144,0.086962167,0.087899886,0.022406855
FAAH,0.158839701,0.142667716,0.034074512,0.11004884,0.140624859
MKNK1,0.111331562,0.282259986,0.259674075,0.173667664,0.25429457
MOB3C,0.072478816,0.070562186,0.033710488,0.156859589,0.043137865
ATPAF1,0.277679767,0.106240578,0.486269891,0.389003157,0.149484975
EFCAB14,0.287694843,0.121025727,0.182331141,0.33641468,0.797487761
PDZK1IP1,0.004481576,0,0,0,0.017437339
TAL1,0.004469306,0,0,0,0
CMPK1,2.664360171,0.793972663,2.774373783,3.366262337,0.933630443
RP11-511I2.2,0.00540389,0,0,0.0127018,0
FOXD2-AS1,0.005592873,0,0,0,0.01990125
FOXD2,0.00907182,0,0,0.014091156,0
SPATA6,0.010935049,0.087217959,0.041762405,0.034228762,0.042214709
BEND5,0.046389118,0,0.330940056,0.039065411,0
FAF1,0.19850196,0.178469605,0.218234766,0.189140933,0.087315496
CDKN2C,0.106622305,0.072778644,0.019095193,0.097916228,0
RNF11,0.335168703,0.236994635,0.035138147,0.21763181,0.200056658
EPS15,0.328507373,0.172857979,0.376635511,0.295743039,0.212809168
OSBPL9,0.244406017,0.103860979,0.342149748,0.317284134,0.205156476
NRD1,0.363098556,0.409654153,0.279308595,0.400732378,0.274937783
TXNDC12,0.811422243,0.7976281,0.787160327,1.094028373,1.061036025
KTI12,0.156809483,0.064987831,0.117540611,0.191472216,0.079513621
BTF3L4,0.657178258,0.352347698,0.81429278,0.432650692,0.411874012
ZFYVE9,0.005740681,0,0,0,0
CC2D1B,0.04297905,0.038984351,0.039168546,0.05310295,0.043104791
ORC1,0.005237391,0,0,0,0.028132908
PRPF38A,0.482288057,0.494817173,0.341515363,0.644829291,0.422874463
ZCCHC11,0.396314148,0.150903402,0.494303995,0.161366408,0.105395661
GPX7,0.241326028,0.019108323,0.125843021,0.352453287,0.014785004
FAM159A,0.375162821,0.013085402,0.435899827,0.380277746,0.013898367
COA7,0.020718147,0.062994793,0.005492583,0,0
ZYG11B,0.108673559,0.075712699,0.094277571,0.085904714,0.03304254
ECHDC2,0.331391471,0.05021979,0.224161575,0.344772095,0.075533378
SCP2,1.246096228,1.253354399,1.363142443,1.673841377,1.367462765
PODN,0.003571284,0,0,0.01511236,0.012301803
SLC1A7,0,0,0,0.04591176,0
CPT2,0.069062664,0.114739618,0.098693237,0.084000622,0.240077046
C1orf123,0.422329659,0.434242705,0.23779476,0.413500601,1.005990696
RP5-1024G6.7,0.015063086,0,0.017772944,0.039630523,0
MAGOH,0.838201151,0.489018496,1.029980567,1.249101063,0.861128103
RP4-784A16.5,0.009100194,0,0,0,0
RP11-117D22.2,0.003740103,0.035643078,0.053796637,0,0.014785004
NDC1,0.045969494,0.030219718,0.015227166,0.031891917,0.089197083
YIPF1,0.116764545,0.169665147,0.078998361,0.170732991,0.225266287
HSPB11,0.266023269,0.225800013,1.129615528,0.593608403,0.253894298
LRRC42,0.076138023,0.038046336,0.108091134,0.091989708,0.102566084
TMEM59,2.250904291,2.09358364,1.714753031,3.288996004,2.478353223
TCEANC2,0.054629722,0.022527227,0.034061832,0,0.023902959
CYB5RL,0.011007151,0.006167681,0.00822223,0.021141873,0
MRPL37,0.239141184,0.365832243,0.209807722,0.310657723,0.341329322
SSBP3,0.128734151,0.365188343,0.029258573,0.13593689,0.076242938
ACOT11,0.013735237,0.005053568,0.01001407,0.028913224,0.027828512
TTC4,0.008336503,0.00394538,0,0.013074203,0
PARS2,0.011196657,0.010408156,0,0,0.13621009
TTC22,0.020789921,0.006668356,0.011581312,0.116723467,0.030988855
C1orf177,0,0.010800711,0,0,0
DHCR24,0.001554424,0.027431052,0.024316122,0.037464871,0
USP24,0.102441009,0.140042974,0.122235624,0.157840618,0.106631043
DAB1,0.012776071,0,0,0,0
OMA1,0.095576041,0.059554579,0.195350702,0.141462912,0.144800599
MYSM1,0.099279403,0.049863384,0.050523333,0.064132569,0
JUN,15.01945135,6.961218423,12.40037169,13.871292,3.342308179
LINC01135,0.025075497,0.0369897,0.021182177,0.022264612,0.036843225
RP4-794H19.1,0.004162229,0.014559273,0,0,0
FGGY,0.007688913,0.020252062,0.077180901,0.027040212,0.040930281
HOOK1,0.028997405,0,0,0.021219259,0
CYP2J2,0.008775715,0,0,0,0
NFIA,0.035744253,0.008172238,0,0.046770677,0
TM2D1,0.316929195,0.219027261,0.436349995,0.455711148,0.446908652
INADL,0.159297309,0.030108815,0.071120256,0.170709058,0.012966973
L1TD1,0,0,0,0,0.086953293
USP1,0.267571123,0.167086146,0.247984522,0.417358047,0.139090252
DOCK7,0.00294326,0.019820919,0.014528316,0.011502185,0
ATG4C,0.155606583,0.109384745,0.287352472,0.148345893,0.050078514
ALG6,0.125066262,0.092138542,0.092920565,0.10259983,0.092195485
ITGB3BP,0.046532344,0.025967956,0.053725873,0.048571434,0.022406855
EFCAB7,0.014820889,0,0.008547863,0.061092291,0.017129565
DLEU2L,0.010455507,0,0.022901952,0.022733731,0.014071545
PGM1,0.249337268,0.169640039,0.065767399,0.681335743,0.114875366
RAVER2,0.00760547,0.015691443,0,0,0.0412703
JAK1,1.161345456,0.56705027,0.949380316,1.17128634,1.193417635
AK4,0,0.046067331,0,0.013103756,0
LEPR,0.006613096,0,0.014807707,0,0.051625103
LEPROT,0.244961012,0.55772736,0.205591001,0.235300317,0.908623362
PDE4B,0.21104317,0.166060676,0.279492608,0.220810789,0.120483544
MIER1,0.194705904,0.144600996,0.191326994,0.163116605,0.132259985
SLC35D1,0.031125547,0.012157168,0.089925341,0.041630306,0.01564529
IL23R,0.009735677,0.011106829,0,0.079381512,0.063666945
IL12RB2,0.010106551,0,0.015243461,0.023810741,0
SERBP1,1.989321159,1.67900216,1.920209245,2.131333072,1.428565641
GADD45A,0.155536403,0.11982132,0.132425276,0.247178702,0.10753218
WLS,0,0.056446405,0.017761863,0,0.016846163
LRRC7,0.020012525,0,0.015358506,0,0.04746628
LRRC40,0.098086815,0.068955397,0.036851241,0.136630953,0.083222594
SRSF11,1.313670643,0.931746748,1.191852808,1.489418238,0.851979802
ANKRD13C,0.107370471,0.057469992,0.071133365,0.137167108,0.073111761
HHLA3,0.096768092,0.075545242,0.064548737,0.068967728,0.021314963
CTH,0.003643039,0,0.008683337,0,0
ZRANB2,0.465140858,0.254860787,0.858553591,0.396601677,0.28017095
LRRIQ3,0.015735201,0,0.733596211,0,0.012032507
FPGT,0.055956638,0.082127235,0.022960043,0.032653735,0.064243964
CRYZ,0.126014066,0.035988686,0.144809724,0.182979557,0.093798942
TYW3,0.124813404,0.140496355,0.04971576,0.057786356,0.200559135
ACADM,0.317628518,0.151086292,0.778142242,0.39396279,0.185582512
RABGGTB,0.426389365,0.226819228,0.386894636,0.369720673,0.521190388
ST6GALNAC3,0.006247508,0,0.061479828,0,0.013502565
PIGK,0.159630176,0.03914451,0.116333067,0.186755905,0.052176792
AK5,0.183428239,0.020821686,0.01544175,0,0.014687113
ZZZ3,0.108263274,0.056805589,0.084868458,0.097469226,0.058019461
USP33,0.249021128,0.084669751,0.348939613,0.224140224,0.235502462
FAM73A,0.075309729,0.042910494,0.064924956,0.107866875,0.030064895
NEXN,0.006131431,0.069366846,0.052127868,0,0.110553053
FUBP1,0.294930445,0.172428102,0.31924532,0.313830321,0.272297045
DNAJB4,0.02743225,0.019437234,0.045193208,0.036380396,0
RP11-386I14.4,0.024082545,0.090958822,0.012810265,0.020981126,0.016053709
IFI44L,1.498070485,1.765507276,2.022892332,1.390944048,1.567101928
IFI44,0.445840023,0.784538938,0.272609742,0.863475562,0.572522029
RP5-887A10.1,0,0.015764477,0.758038624,0,0
RP11-475O6.1,0.012953456,0,0.021182177,0,0
RP11-486G15.2,0.004349435,0,0.072254901,0.01677402,0
PRKACB,0.282634856,0.126503972,0.204666249,0.232999277,0.148763153
RPF1,0.586481948,0.391795866,0.588412959,0.58757606,0.701291396
GNG5,1.134689556,2.577678399,1.151734987,1.397484488,3.50601874
CTBS,0.20743734,0.375180723,0.393622881,0.204568914,0.540033742
SSX2IP,0.013972613,0,0,0.016283993,0.014381061
MCOLN2,0.042873382,0.012229274,0.105221694,0.129677593,0
MCOLN3,0.013159345,0,0,0.026635361,0
SYDE2,0.018218458,0.005417382,0,0.012153253,0
C1orf52,0.310868762,0.137489201,0.305534635,0.211753479,0.370350552
BCL10,0.128920785,0.194961607,0.268200357,0.149471581,0.247742964
RP11-131L23.1,0.012881309,0.034271641,0.015542842,0.013413007,0
ZNHIT6,0.082763205,0.020505273,0.15916097,0.061236659,0.047430011
ODF2L,0.771291311,0.09343746,0.438742141,1.052169004,0.295887161
RP4-612B15.3,0.030302046,0,0.063499461,0.132549219,0.014916379
SH3GLB1,0.719463513,0.946776643,0.521304205,0.68847307,1.442703492
SEP15,1.386337945,1.031660283,2.325681302,1.803291776,1.283053567
HS2ST1,0.069603627,0.03649707,0.16246654,0.091796837,0.03198342
LMO4,0.198884659,0.556316383,0.413916303,0.357864833,0.480602162
PKN2,0.086009425,0.37248076,0.202101692,0.187569589,0.180271315
GTF2B,0.472938843,0.666444075,0.503448638,0.533680361,0.31302635
CCBL2,0.251570749,0.211382722,0.255045697,0.215569729,0.154307034
RBMXL1,0.235035111,0.112713463,0.212335245,0.200134957,0.264595811
GBP3,0.187660839,0.087851788,0.02330597,0.192684951,0.05187581
GBP1,0.746503644,0.391482288,0.149766477,0.723967137,0.671992442
GBP2,0.98745398,0.872416733,0.32188333,1.568325454,1.821446983
GBP4,0.233922092,0.410709275,0.186792473,0.210488177,0.392608983
GBP5,0.41071593,0.142290585,0.041587038,0.83212704,0.26387693
LRRC8B,0.060333147,0.023510327,0.049403367,0.040875754,0.018219948
RP5-1007M22.2,0.058643852,0.048759927,0.064132299,0,0.025424397
LRRC8C,0.203907709,0.153742207,0.0429828,0.083593791,0.022463581
RP5-943J3.2,0.013048918,0,0.018905128,0.021774213,0.025214053
LRRC8D,0.135400794,0.220836782,0.075319182,0.096697835,0.293922527
ZNF326,0.098973892,0.097728591,0.211873274,0.140037441,0.16344611
ZNF644,0.113179193,0.060962838,0.222713697,0.192288281,0.074119529
CDC7,0.015648805,0,0.014076101,0.005351829,0
TGFBR3,0.063025866,0.018449018,0.031685734,0.17811432,0.015869137
BTBD8,0.013961683,0,0,0.01470599,0
KIAA1107,0.010942004,0,0,0,0
GLMN,0.188486195,0.064148089,0.232931073,0.17709248,0.026927359
RPAP2,0.185989759,0.039071796,0.094101223,0.156732991,0.058096578
GFI1,0.02635589,0.007991689,0,0.090477046,0.011321874
EVI5,0.007442897,0.149361659,0.025923593,0,0.122636638
RPL5,40.02223671,18.28468519,37.629538,31.08002794,15.87529386
FAM69A,0.078953691,0.080831122,0.084371752,0.03412549,0.097417501
MTF2,0.480767474,0.175817608,0.459889566,0.426283593,0.140564638
TMED5,0.349386733,0.319008498,0.247429789,0.532497437,1.770293706
CCDC18,0.113162689,0.150161538,0.152738888,0.124981279,0.216100526
DR1,0.515245088,0.441667931,0.528816849,0.459567255,0.574537358
FNBP1L,0.006817793,0.006634027,0,0,0
RP4-561L24.3,0,0,0,0.036865537,0
DNTTIP2,0.527455911,0.368927453,0.518100604,0.544005444,0.438812204
GCLM,0.199207453,0.05277356,0.135219557,0.450563641,0.013070665
ARHGAP29,0,0.01753678,0,0,0.134142334
ABCD3,0.111654722,0.084119722,0.139978213,0.226337956,0.12692683
CNN3,0.038795901,0.028817736,0.068560532,0,0
ALG14,0.028881164,0.058299251,0.068360661,0.054645433,0.044517708
RWDD3,0.03336656,0.013524146,0.014610271,0.022273711,0.015393259
PTBP2,0.052460753,0.034206276,0.055793228,0,0.030178671
DPYD,0.176212969,0.340909984,0.134509371,0.172524062,0.2128535
AGL,0.069813235,0.030196164,0.02564359,0.195421918,0.019029351
RP5-884G6.2,0.011457683,0,0,0,0
SLC35A3,0.148792353,0.081515336,0.089634843,0.102292067,0.122174327
HIAT1,0.222839818,0.073719218,0.190922272,0.186450278,0.095958292
SASS6,0.054472865,0.053879552,0.018755779,0.103945429,0.043862015
TRMT13,0.190566412,0.034813555,0.159235141,0.364214536,0.023893753
DBT,0.038042853,0.065881636,0.067424426,0.05793279,0.040451808
RTCA,0.309076723,0.24036615,0.440778664,0.305981843,0.420193963
CDC14A,0.244410602,0.067228518,0.056312982,0.17921703,0.013070665
EXTL2,0.032331685,0.023077666,0.063247929,0.062887401,0.025466093
RP4-549L20.3,0.008387433,0,0.018440148,0,0.018019089
SLC30A7,0.184894096,0.099735649,0.142787952,0.114888193,0.10520156
DPH5,0.454787628,0.114691391,0.592142749,0.333448389,0.292730624
AC093157.1,0.005434789,0.010304126,0.045792213,0,0
RP11-421L21.2,0.010968593,0.006526925,0,0,0.019793436
RP11-421L21.3,0.170756473,0.012253779,0.196344592,0.09118644,0.022610776
RP4-575N6.4,0.072276668,0,0.109563827,0.046315409,0.019568935
S1PR1,0.17816548,0.068474609,0.105627445,0.175280554,0.134224466
RNPC3,0.101569114,0.080090576,0.087894305,0.153426044,0.131998521
AMY2B,0.017979742,0.010772496,0.05393045,0,0
PRMT6,0.03940797,0.016723543,0,0.046701565,0.014687113
VAV3,0.001375134,0.097005417,0.194217277,0.08915422,0.01479557
VAV3-AS1,0.003930994,0,0.081590898,0,0
RP11-356N1.2,0,0.019618037,0.037630474,0,0
SLC25A24,0.179070722,0.251871425,0.214808572,0.275970402,0.22980221
RP11-483I13.5,0.007793051,0.005995509,0.017806268,0.011687705,0
FAM102B,0.026939418,0.028531576,0,0,0.029548906
HENMT1,0.247360522,0.056465575,0.097529694,0.467230283,0.062178411
PRPF38B,0.946021196,0.507519304,0.793238976,0.99596654,0.487357933
STXBP3,0.192639265,0.174406876,0.174844189,0.217084574,0.112449971
GPSM2,0.017497235,0.012375339,0.010120792,0.011698761,0
CLCC1,0.033644172,0.079615398,0.074491156,0.041907792,0.075053897
WDR47,0.028727002,0,0.01577521,0.018172732,0.011661998
TAF13,0.002752442,0.071847891,0.015350231,0.027683874,0.013452848
RP5-1065J22.8,0.032266574,0.022015413,0.072532918,0.013139396,0.031368637
TMEM167B,0.228297466,0.38830592,0.308749123,0.246978641,0.407503251
KIAA1324,0.049634232,0.012406861,0,0,0
SARS,0.822140112,0.461114303,0.617202175,0.799424787,0.855668339
CELSR2,0.006068538,0,0.018440148,0,0
PSRC1,0.009593423,0.048029181,0,0.009158301,0.01647091
SORT1,0.020149253,0.091431096,0,0,0.154182991
PSMA5,1.244368247,1.258882469,0.989812797,1.697093258,1.622065174
ATXN7L2,0.023558824,0.011966661,0.018892592,0.05357197,0.015227213
CYB561D1,0.123649123,0.023228741,0.043604523,0.129387569,0.015869137
AMIGO1,0.011646584,0.017570138,0,0.015608782,0
GPR61,0.002711284,0,0,0,0.015439175
GNAI3,0.537070647,0.473489672,0.696969767,0.911837236,1.239275012
AMPD2,0.137598642,0.387555764,0.119212814,0.114146977,0.605028088
GSTM4,0.022724095,0.051596821,0.049038286,0,0.012910372
GSTM2,0.043394444,0.01520722,0.01544175,0.095228084,0
GSTM1,0.03746378,0.044736076,0.012484675,0.051060571,0.01523842
GSTM3,0.228749172,0.028907125,0,0.075222123,0.013945173
CSF1,0.02796443,0.003725796,0,0.014327982,0.013070665
AHCYL1,0.124868536,0.297088412,0.097513161,0.169879967,0.154215217
STRIP1,0.101444426,0.095200063,0.066438835,0.1482206,0.115476901
RP4-773N10.4,0.00284326,0,0.030800031,0,0
KCNC4,0.005382823,0,0,0.004846264,0
RBM15,0.052811675,0.049194218,0.082902612,0.058320945,0.02793421
SLC16A4,0.030285461,0.011749321,0.034798702,0.025714592,0
RP5-1074L1.4,0.006845988,0,0,0.01410487,0.013452848
LAMTOR5-AS1,0.006885122,0,0.025685287,0,0
LAMTOR5,1.085064433,2.257580488,1.627801949,1.336883525,2.364268215
RP11-284N8.3,0.041381981,0.007149292,0.018731117,0.03537376,0.055687113
KCNA3,0.163154028,0.112662717,0.08232672,0.275397539,0.060120959
CD53,3.712481731,1.547358978,6.022240655,5.589650261,3.725358423
RP11-96K19.2,0.003692499,0,0.020720021,0,0
LRIF1,0.17722794,0.077728363,0.332812086,0.307900489,0.044073237
RP11-96K19.5,0.006543039,0.008837787,0.011609629,0.030463256,0
DRAM2,0.72140536,0.999562813,1.516937808,0.581630852,0.99399591
CEPT1,0.22999895,0.287780987,0.769758176,0.213180427,0.226204049
RP5-1180E21.5,0.104362889,0.042886405,0.070220072,0.086231362,0
DENND2D,1.215992185,0.239376941,0.453777699,1.404329439,0.111476515
CHI3L2,0.264587629,0.05651886,0.649696736,0.274057026,0
PIFO,0.010972485,0,0,0.025139208,0
OVGP1,0.007034989,0,0.014986864,0.025650891,0
WDR77,0.231090039,0.243585298,0.402616481,0.379225993,0.254777663
ATP5F1,1.899804633,2.265889103,2.151886809,1.660464663,2.611078339
C1orf162,1.582949637,6.778022283,1.579151284,0.736111693,7.17979699
ADORA3,0,0.020787207,0,0,0
RAP1A,1.814308544,1.885503414,1.153431796,1.818890552,2.002582781
FAM212B,0.005969527,0.057259059,0,0,0.055113731
DDX20,0.11887942,0,0.056027179,0.091885292,0.017101267
CTTNBP2NL,0.001688307,0.005460423,0,0,0.019271425
WNT2B,0.006055327,0,0,0.012482992,0
ST7L,0.149187227,0.300659834,0.083874724,0.09807165,0.130337933
CAPZA1,0.667115685,0.790454065,1.121166206,0.883930891,1.025882387
MOV10,0.076580357,0.024632747,0.052508149,0.070236888,0.089079677
RP11-426L16.3,0.006262532,0,0,0.015136035,0.043065617
RHOC,0.380955623,0.785934806,0.480597937,1.268095403,7.918002936
PPM1J,0,0,0.018635723,0.012657427,0.01507934
SLC16A1,0.057952836,0.013493161,0.021930018,0.077667026,0
SLC16A1-AS1,0.006325373,0.014045338,0.025923593,0.042173102,0
RP11-389O22.1,0.008700578,0,0.004855979,0,0
LRIG2,0.05474976,0.043759037,0.040641981,0.091755274,0.0615288
MAGI3,0.006263566,0,0,0.007432181,0
PHTF1,0.104863861,0.188722505,0.140293863,0.134837135,0.051208796
RSBN1,0.467049322,0.111303308,0.340226141,0.56692226,0.044834099
PTPN22,0.129727515,0.043937482,0.242913889,0.367502628,0.015439175
AP4B1-AS1,0.025749978,0.00640925,0,0,0
