gse,cell.types,n.cell.types,title
GSE38816,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38836,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38885,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38961,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38977,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE39133,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39156,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39177,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39178,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39381,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE39383,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE39394,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39397,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39411,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39508,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39594,Naive CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39596,Naive CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39671,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39683,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.1.0]
GSE39763,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39816,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39889,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE39925,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE3996,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE39999,Immature Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40117,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 14.1]
GSE40160,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40168,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40184,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE40224,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE40263,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40266,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40281,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40320,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40321,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40367,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40392,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40404,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40444,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40496,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40498,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40613,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40636,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40830,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40831,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40839,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE40885,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40887,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40888,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40893,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE409,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE40929,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE40960,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40971,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE40972,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE410,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE41040,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41049,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41087,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41202,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41239,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4124,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE41243,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41300,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41318,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41445,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41469,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41505,PBMC,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE41571,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41600,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41613,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41678,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE41751,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4176,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE41764,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41825,Plasmacytoid Dendritic Cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41914,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41915,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE41992,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42001,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4204,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42040,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42057,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42058,Myeloid Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42088,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4217,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42174,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4219,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42216,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 15]
GSE42221,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE42296,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE42305,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE4243,Tregs,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE42519,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42569,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42596,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE42763,Monocytes,1,Affymetrix Human Genome U133 Plus 2.0 Array [CDF: XLab gahgu133plus2_2.1.0]
GSE4277,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE42807,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE42808,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE42853,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42924,Immature Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42925,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE42947,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43010,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43017,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43080,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43165,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43177,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43179,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43210,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43260,CD8 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43290,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE43326,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43382,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43475,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43484,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE43497,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43510,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 16]
GSE43582,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43588,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43591,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43592,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43596,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE43606,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43661,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43700,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4392,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE43920,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43922,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE43996,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE44189,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE44246,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE44270,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44337,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44368,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44392,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44444,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44460,T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE4452,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44546,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44596,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44597,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44598,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44723,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44727,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE44767,Tregs,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE44856,endothelial,1,"[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [CDF: Brainarray Entrez gene CDF v14.1, hugene11stv1hsentrezg]"
GSE44955,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE44957,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE45030,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE45113,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4521,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE45225,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE45255,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE45516,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE45544,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE45564,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE45593,PBMC,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE45630,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.1.0]
GSE45665,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4567,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE45838,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4587,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE45878,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene11stv1_Hs_ENSG version 14.1.0]
GSE4592,CD8 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE45923,PBMC,1,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf]
GSE46062,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46075,White blood cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46143,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46197,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE46199,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE46248,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46263,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46268,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46279,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE4646,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE46519,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46824,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46848,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46873,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46874,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46888,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE46907,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE46909,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0]
GSE46911,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE46914,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE46920,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE46921,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE46922,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4698,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE47044,GC B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE47353,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE47355,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4748,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE47552,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE47621,Dendritic cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE47746,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE48046,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4806,T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE48237,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE48258,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE48275,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE48301,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE48433,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4852,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE48573,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE48761,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE48786,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE4883,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE48841,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49019,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49039,CD4 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE49058,PBMC,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE49065,PBMC,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE49067,T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE49072,Macrophage,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE49192,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49426,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49429,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49515,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49568,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49628,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49629,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49632,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49641,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49670,Plasmacytoid Dendritic Cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZ, Brainarray v14]"
GSE49702,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49782,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_17.0.0]
GSE49817,Tregs,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE4984,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49853,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE49944,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE49958,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50006,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50378,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50469,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 15.0.0]
GSE50572,Activated T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50618,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE50658,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50738,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50772,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50838,NK cells,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE50840,NK cells,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE50928,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE50938,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5105,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE51056,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5106,CD4 T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE5111,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE51246,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE51257,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE51401,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5142,CD8 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE5143,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5144,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE51489,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE51540,Th17 cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 16]
GSE51587,Naive B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE51594,CD4 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE51697,Macrophage,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE51835,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE51837,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
