Gene,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16
ACBD4,10.50001972,8.333200139,21.66699035,21.56354622,10.13849509,5.947235022,4.775166776,9.658817616,23.50011021,11.45215092,11.3535007,12.18236062,16.17700284,16.84062768,11.5943087,11.42543071,11.78464479
ACBD5,24.21894342,27.26794944,32.39299627,30.75113891,24.39447694,23.04814668,26.36331416,23.6593604,18.09479987,29.70139628,29.58530278,38.06602479,30.78787079,25.55359877,30.16274037,21.54786306,32.21508685
ACBD6,65.66622334,48.47734943,38.79882563,39.19680054,40.60849784,40.71650672,39.46535993,22.6445954,28.18643231,47.79890242,48.1105881,21.02054514,27.58259044,60.47876158,46.86721175,47.56118885,44.87933941
ACBD7,9.044985804,6.549977095,6.077087579,4.570921914,9.305669694,10.85811782,7.736404999,4.857820889,5.726971892,8.656616497,10.27524101,10.41513612,5.274810926,8.969276335,8.453842202,9.683788218,9.329418196
ACCS,14.14042982,20.1638001,21.26883006,18.29086778,11.27274214,17.78601214,31.45535674,42.72661014,30.79106166,18.61233893,24.37382838,33.03952983,29.99400478,9.14037448,15.69745202,20.39494463,16.93142847
ACCSL,0,0,0,0,0,0,0,0,0,0,0.064759546,0,0,0,0.0126196,0,0.065212882
ACD,19.20713214,18.88506138,19.64148529,19.69407535,20.70893639,22.11229926,15.40179744,15.20018538,22.2501038,16.72353198,16.85714135,15.72713108,26.0678346,18.20626948,17.23525553,14.63783176,18.13314308
ACE,13.31747617,29.07101819,40.29719902,36.74134675,30.61859894,29.11977099,12.46302596,50.93237499,35.62078609,23.35758262,30.26635197,6.807439864,41.63263312,11.35369496,14.41228293,17.87305455,20.87637654
ACE2,0,0,0,0,0,0,0,0,0,0,0.032743422,0,0,0.587741195,0.044501996,0,0.065567305
ACER1,0,0,0,2.497905678,2.256502435,0,0,0,2.459553282,0.234696336,1.035159093,0,0,0,0.608654882,0,0.701282158
ACER2,2.984877945,6.577246518,1.530506805,0.8366696,1.526704882,6.676623308,3.720974032,1.756676381,5.102285461,3.927104515,4.01995175,1.595906371,2.467608763,2.896038485,4.175137817,3.642834878,4.960226261
ACER3,11.32419293,13.44801665,15.39513739,15.32080333,10.75463488,8.50014598,10.83133389,9.262559166,12.16135601,15.42574995,15.42033484,13.22200707,16.20191219,9.557810182,13.13111976,12.79383033,13.59234491
ACHE,1.548773942,1.567742468,1.168363332,0,0,0,0,0,0,0.490736052,0.871680982,0,0,4.669615705,0.810979112,0.566538237,0.743289356
ACIN1,118.3968462,111.8550697,107.9495472,139.1578332,130.1062575,126.2889443,137.7357844,125.6194293,134.6025184,130.0873021,126.047863,135.5574376,123.7780668,109.8918424,122.630867,116.1113151,130.0006248
ACKR1,0,0,0,0,0,0,0,0,0,0,0.115018182,0,0,0,0,0,0
ACKR2,1.734696395,6.40449257,3.183118342,0,2.133260053,1.251593921,3.147528691,2.1406507,10.49963868,3.110232214,1.990250055,3.20177165,4.180999579,0.761640019,2.321475174,6.003434482,3.058587705
ACKR3,133.1138823,120.2777625,73.38737704,56.11062766,114.470745,102.4422933,99.4579002,2.427285606,22.31992229,115.6818421,112.6400704,80.635413,39.18539861,125.9525781,110.2621424,113.3802579,112.9966255
ACKR4,0,0.962314811,3.013110915,2.017071019,0.974430308,0,0,0,0,0.315853666,0.247651034,1.048049782,1.07650277,1.907870945,0.310661031,0.485900641,0.498810741
ACLY,106.4596299,86.50772062,83.24720618,72.70486628,95.63284637,80.3569738,85.93809964,45.95428986,58.57554111,96.35220444,96.29741373,62.31901138,73.73101203,104.4153282,93.05276125,85.99123319,96.76342579
ACMSD,0,1.886010407,0,0,1.903192874,0,1.918244874,0,0,1.000045775,0.201823371,2.033327858,0,3.748171014,0.714123387,1.128737382,0.89664475
ACO1,17.52157394,17.33115763,13.33766813,9.947344975,12.88800105,13.59632354,15.30015305,7.635254738,14.77720242,17.06824878,16.76519197,11.17782532,10.62649401,13.73047907,16.62274814,18.9587256,17.29847631
ACO2,68.9715114,65.09590921,57.86887937,68.43452137,56.10381737,55.79456832,69.34442142,65.94571894,67.45323893,63.90540954,66.72214841,52.12507857,51.44348329,49.87106108,63.35857179,60.8589634,65.52399161
ACOT1,0,3.3481887,2.251931711,5.859806747,0,2.243835277,0,1.825145382,4.055367572,2.928420985,2.527464027,0,3.428443004,2.97595665,2.667673084,3.331889149,1.926846268
ACOT11,2.347081958,4.257690822,1.825813224,0,0.886441811,3.093160336,0.898668344,3.221368422,0.779361223,2.767084028,3.334917707,3.354950745,2.717181624,2.368653218,2.600517301,3.198593114,3.035724344
ACOT12,0,0,0,0,0,0,0,0,0,0,0.058856957,0,0,0,0.047473139,0,0
ACOT13,14.71371627,17.18483666,9.478863539,11.54748818,11.76568895,12.56884074,12.86730266,9.258157232,11.71313737,14.7911298,13.30107931,12.07475004,9.570288011,12.7364771,13.44678227,15.3646352,13.64326626
ACOT2,40.96615313,21.99450095,34.34706257,27.35229288,27.80368979,20.79694211,28.27498856,13.5037228,24.48600966,33.88069318,32.73632389,27.12901474,21.89194262,40.57692215,32.43573694,35.06516774,32.60188329
ACOT4,21.65332044,16.44235125,12.79668632,7.757149161,16.62397877,9.722896006,11.15488208,4.802787077,1.54988196,11.97512674,12.70969753,11.88463574,4.54948738,21.75519913,13.43532825,15.91405101,14.65903639
ACOT6,0,0,0,0,0,0,0,0,0,0.517645242,0.126556557,0,0,0,0.149023985,0,0.257753093
ACOT7,46.35373173,70.6154512,31.80467307,29.06433782,51.65049837,31.6586955,54.02174449,15.0316033,12.0657458,45.81780562,46.97030638,45.26243547,22.82079523,45.66421277,41.14551717,47.08959102,45.63025554
ACOT8,19.02695119,39.85600692,32.26277906,23.6008752,31.94563575,25.54277213,31.62133202,19.29044637,22.39571232,30.09225687,29.66937523,24.2513346,34.44382071,40.06775479,28.1800946,34.887229,28.68824187
ACOT9,42.97316742,74.77477489,34.83383652,67.52954965,43.26160647,46.95118853,42.09542611,76.2185789,59.34737897,54.86947299,46.08678929,32.83193363,52.73458255,22.21819984,37.09440993,38.48978838,42.16606682
ACOX1,13.24082115,11.88450766,11.45819278,16.86475476,11.54633372,8.876291436,11.09234754,16.48730268,15.31852762,15.29215971,12.37360529,15.33139314,14.43384203,12.29248383,11.83803467,11.94858478,14.60572586
ACOX2,1.821296489,0.922426197,0,1.052540432,0.934178044,0,0.93913678,1.094804776,0,0.505292566,0.351052502,0,1.032964723,0,0.604901518,0.46575502,0.402951321
ACOX3,14.89316958,12.32484975,7.444368309,11.39544117,14.55849155,7.936400083,6.6445035,8.09387352,9.224512781,10.56248873,11.77266629,16.22253855,10.60952104,10.69831512,11.16150017,13.49334858,12.30721004
ACOXL,0.958377777,0.894404201,0,1.021063106,0.996074089,0,0,1.062598487,0,0.395903608,0.475472025,0,0,0,0.772685557,0,0.696929332
ACP1,118.4428124,112.75589,106.2702311,106.5891148,119.1998137,100.0705939,126.8239371,91.61347097,95.50526666,119.1755835,123.1948744,118.6498871,109.0801794,132.0202755,121.6786052,132.1417674,123.6920925
ACP2,36.46970165,43.73251519,30.10024402,34.68059983,53.8258593,42.40946823,31.06072805,39.15885389,32.97411108,37.00761516,41.37763869,45.5264132,29.99617094,35.05303689,35.36784233,27.48687362,37.28933588
ACP5,22.89348562,52.52877596,91.74296456,67.41123595,71.59537436,64.78617384,21.94551766,115.5200743,111.2048787,39.13376061,80.02975702,55.55326524,82.85020075,15.3383403,35.48929956,46.81208277,43.81418071
ACP6,7.648950687,7.6725332,5.318444927,12.88485064,7.037980407,3.697164118,9.078851413,7.540385052,8.292127971,5.596580985,6.694998678,9.239327944,8.618089536,12.05522788,7.075526891,6.609727479,6.90634755
ACP7,3.184182085,0,4.243821826,3.818423927,0,4.922115928,0,0.996294365,0,3.20505372,1.990203506,3.527152599,2.789095454,0.800920679,2.127830245,3.053458489,2.610971575
ACPP,5.521077134,5.014150959,5.843893041,8.084724019,2.694467107,8.990052237,9.649021865,11.30438308,10.27804692,9.527224179,8.707496692,9.141958384,14.84842168,4.770429282,6.388692905,6.251519619,7.093039549
ACPT,0,0,0,0,0,1.740629171,0,0,0,0.36650257,0.812148162,0,0,0,0.599624936,0.8678048,0.456445049
ACR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034631742,0,0
ACRBP,6.618875718,2.315906172,15.49034867,6.579615749,2.34335638,2.348737886,6.754651627,4.089026672,6.9995412,4.963183251,2.242972616,13.2041173,14.38318142,0,2.685014774,3.370297644,4.27473709
ACRV1,0,0,0,2.797002601,0,0,0,0,0,0.436289439,0.755500788,0,0,0,0.584579912,0.935899744,0.652257739
ACSBG1,0,0,0,0,0.939593523,0.941410865,0,0,0,0.406510626,0.201720056,0,1.038826672,0,0.235468607,0.468465547,0.203601085
ACSBG2,0,0,0.886530948,0,0,0,0,0,0,0.465731074,0.042506591,0.924753073,0,0,0.206892532,0,0.278566136
ACSF2,29.19795429,33.71209035,22.9074322,27.2038393,34.06798682,22.26647908,28.17095833,16.56486598,17.51820209,29.24474985,32.0704564,26.49114668,28.47557789,26.48335155,28.02471155,25.91889601,29.54447738
ACSF3,25.49964022,21.46407327,22.41140136,18.09922116,19.84649474,21.48690187,29.55149329,18.82235317,18.21790347,19.09052643,22.95974213,20.33383374,17.76089645,21.27562229,20.71017454,17.10892074,18.56123313
ACSL1,105.8655387,55.68463761,141.3713958,175.093506,47.82225318,116.3850704,120.4170218,303.4699381,180.3982241,98.36374511,85.24153228,120.4028633,170.9256483,83.98934106,138.0678724,123.6415795,115.2794117
ACSL3,68.32164119,70.76060478,43.71236484,41.81240229,64.53987086,47.70590188,63.39573001,23.62251221,25.99720466,63.946322,66.82951673,50.3647426,43.76226495,70.13497457,62.58635301,54.6907053,65.43970579
ACSL4,8.671401391,15.9723334,19.32516816,36.75608655,9.323067685,24.78228466,16.90986583,47.70809293,38.37189565,15.01857173,20.62364847,21.45113232,39.84399351,7.117533541,16.8751244,14.92427993,17.15402308
ACSL5,3.622150944,8.284249021,15.07951684,19.70479949,14.9274763,13.19931442,14.45416316,40.67386786,30.91281114,10.63910035,12.84765168,22.08738318,26.12399571,9.720866656,12.63489216,16.81763476,12.18705215
ACSL6,0,0.840215574,2.402912744,12.53380619,3.101976793,1.435128463,1.711016404,3.381498021,6.775799416,0.988322686,1.392392454,4.181211472,0,0.832636929,2.063172946,1.464316283,1.690244356
ACSM1,0,1.052844535,0,0,0,0,0,0,1.461151347,0.278744892,0.22764649,1.39784988,0,0,0.195767625,0.650454331,0.114458165
ACSM2A,1.537870766,0.836682789,0,3.587520204,0.833810337,0.79068315,0,0.991141269,2.698077885,1.056733439,0.967485378,0.850117919,0.789992448,2.316243952,0.827154993,1.678693046,1.539834951
ACSM2B,0,0,0,0,0,0.880093489,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0,3.023789107,2.451390653,2.326914706,1.44826091,5.808897521,1.457948543,0,2.961676414,0.333924839,1.35571091,1.552365893,1.58317518,0,1.357096347,3.179942218,1.749386918
ACSM4,0,0,1.317335325,0,0,0,0,1.486402207,0,0,0.203638766,0,0,0,0.119090656,0,0.136786611
ACSM5,0,0,2.191088106,0,0.888106804,0,0,0,0,0.288626807,0.541852938,0,0,0,0.086278478,0,0.111798067
ACSM6,0,0,0,0,0,0,0,0,1.832485424,0,0.08615385,0,0,0,0.185127984,0,0
ACSS1,11.23646728,14.41943837,21.44914062,22.57917314,16.94433869,18.48811674,20.86555159,34.42689081,42.99583673,14.16669492,14.18801631,33.96390675,23.04559703,19.83057114,16.31186605,15.71040164,15.56651627
ACSS2,16.41444857,18.35038348,18.34612594,23.91974722,18.36845374,16.30867592,14.05259218,21.80780123,24.21263029,19.9211035,19.59686813,20.82750776,18.05944951,16.57103971,17.64976488,16.62975367,20.09099856
ACSS3,24.28781877,13.76981181,9.411273535,3.958018369,11.08618123,15.62391821,9.147468721,1.144990186,4.781028745,16.41100499,14.97835703,9.581211846,3.851610146,18.9593071,14.47465597,14.64181915,16.72296104
ACTA1,0,1.525070241,0,1.720399661,0,0,1.551382538,0,0,0.1699085,0.488453748,0,0,0,0.300062767,0.770093138,0.576211648
ACTA2,5.602515557,1.889739269,7.832685419,12.9623789,0,5.740558875,2.714964737,16.79426435,20.7441367,5.014505384,4.973847208,10.18630785,6.190788125,5.079168036,5.221953769,6.927914025,6.442135496
ACTB,3233.762577,3259.293782,3801.042675,4805.289479,3612.577794,3507.470037,3871.37151,4384.733607,3738.832147,4234.609456,4292.185832,4133.044125,5294.93261,3239.279431,3905.688798,3423.441291,3974.286556
ACTBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01592265,0,0.041076469
ACTC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014119367,0,0
ACTG1,2202.288773,2048.388022,1759.271836,1690.784125,2051.797842,1765.733884,2056.680004,974.4056083,1059.622688,2150.279624,2175.100516,1817.309532,1537.550236,2126.772409,2092.420264,1957.820311,2114.364422
ACTG2,5.863577832,1.977611187,2.034764598,0,5.285464337,2.002120308,1.775076047,0,0,2.523660528,4.528701822,2.129948518,0,1.733324154,4.134786057,3.525045077,5.104437215
ACTL10,3.160397473,1.06693147,3.335735788,3.643165594,1.079941473,2.164539261,2.17218468,1.259883971,0,2.093639898,3.170061757,3.481946638,2.380510218,2.115863964,2.962767069,3.232420707,3.593925314
ACTL6A,84.99311987,72.49336919,62.62255961,56.76386836,75.28626423,66.2524129,59.06487013,16.71008452,24.65470903,84.12506236,83.07744138,66.9887758,48.75632647,86.09327993,81.23622301,72.21336932,85.51317544
ACTL6B,0,0,0,0,0,0,0,0,0,0,0.078373739,0,0,0,0.077376695,0,0.158232979
ACTL7A,0,0,0,0,0,0,0,0,0,0.170818543,0.084214363,0,0,0,0.049341906,0,0
ACTL7B,0,0,0,0,0,0,0,0,0,0.349353844,0.172170778,0,0,0,0.0168164,0,0.087022245
ACTL8,1.162467263,1.177186756,0,0,2.382107996,0,1.198188222,0,0,1.278514383,1.012578481,0,0,0,0.838469203,1.188852581,0.9556844
ACTL9,0,0,0,0,0,0,0,0,1.80625603,0,0,0,0,0,0.082951705,0,0.171691771
ACTN1,158.4726681,169.3852554,132.7371882,151.8795421,169.964998,164.7492425,154.6854992,124.0436319,135.9496663,169.9849348,176.3486853,172.4853524,160.7835776,135.8587219,179.3581325,156.7799679,161.5501045
ACTN2,0,0,0,0,0,0,0,0,0,0,0.049500461,0,0,0,0.0096025,0,0
ACTN3,0,0,0,0,0,0,0,0,0,0,0.03690986,0,0,0,0.035850092,0,0.040144949
ACTN4,230.7986285,199.5536922,197.7015363,173.948976,198.2702259,193.7839434,210.5743836,109.315176,128.0231435,212.9650531,222.5036646,184.6521873,156.6292075,234.8657847,217.3287211,186.8419018,222.192238
ACTR10,37.50050084,44.33672671,21.78791435,42.59315362,35.70304643,34.92617171,44.37789767,33.30871763,31.39099574,35.49341771,35.97726668,21.47590172,36.00170487,37.83460289,37.72137162,35.52543997,39.89617176
ACTR1A,50.82585287,65.27399228,52.40642332,48.99405505,58.06882695,46.3827108,65.73173842,41.60818626,34.3949916,62.96684748,66.08257067,52.26885392,65.31358142,66.10303629,60.54599339,59.32239866,59.9526214
ACTR1B,52.2569089,46.31506327,57.23171068,67.92077314,56.47274545,50.82925323,54.85145105,63.8934882,66.18175924,55.46164384,51.85025712,45.30283064,55.00757506,45.90975235,53.35943729,61.56639952,53.68609284
ACTR2,196.9317047,202.9382288,197.4134243,247.4714577,200.7388138,199.949775,195.5721068,263.3049301,227.4336019,221.9187134,238.4905833,225.8778708,282.5347936,211.6602314,214.7318546,211.6065144,219.2547299
ACTR3,131.8442934,140.5191319,172.1040109,166.0591506,158.8181561,153.6012806,155.6659503,196.2279546,163.1614324,157.7238494,176.4299387,167.6846568,211.8024681,127.7526025,171.142254,144.2371143,164.6597017
ACTR3B,18.23843219,13.39069203,5.440637204,5.709511526,13.66326007,6.100030399,5.291969669,0,7.13697873,13.2676848,11.89874374,7.636487726,4.861118094,10.61639561,11.62026178,12.81558204,12.27166027
ACTR3C,3.00862845,4.364694405,3.591647067,4.358112236,4.967030097,0,0,0,0,3.989145306,3.223263399,0,0,1.93146874,3.509389414,4.143742387,3.680665174
ACTR5,11.77747626,11.93065585,13.36236013,7.788636594,14.67563046,10.37804206,11.27996655,8.11164358,13.73892276,10.85633785,12.40917524,12.08007505,8.604716615,10.13433122,12.04763224,14.19933384,13.5746185
ACTR6,28.08652412,24.90282322,33.41764218,24.25475599,17.80890604,25.50383191,37.56630917,15.72853039,33.80562218,34.39100395,29.09532054,36.15654495,38.43390666,33.37225655,30.52325777,29.00888474,29.48233228
ACTR8,10.33085564,9.886639193,11.5953029,14.01842068,16.51233694,10.62977455,10.661667,9.721846915,10.81740639,12.57156004,11.49912061,10.81288059,9.200262319,12.09468945,10.97730269,9.395966315,10.57579535
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,3.20694346,1.082623289,0,0,1.095761744,0,0,1.277709633,0,1.769407522,2.220901768,0,1.207267333,3.220595789,1.650228527,2.733312717,1.881180615
ACVR1,9.334471372,14.06812088,10.66519599,14.99224028,11.05916051,11.42526724,14.81604296,12.17171328,14.30361296,12.3071176,12.00882323,16.44966735,10.64511706,10.81049227,11.62828263,6.244119095,12.74594184
ACVR1B,21.56043311,27.81134313,9.376829003,19.53342656,15.38186422,19.92924446,15.44373007,14.75181937,12.15819715,22.68285808,20.73603382,15.71104274,17.22411617,12.80205794,20.80204017,16.84764737,23.07334453
ACVR1C,0,0.468446976,0.494016179,0,0,0.476032729,0.715916613,0.28491924,0.275660257,0.255651061,0.21125003,0.257156204,0.267136256,0,0.386747936,0.472983465,0.165722893
ACVR2A,4.146128691,3.105688691,2.451006241,4.918217204,2.757610556,5.821126779,2.768267142,3.756956218,5.45277201,3.283551966,2.8939718,3.349818339,3.086572466,3.84259628,2.868334604,2.743896247,3.380615373
ACVR2B,3.222204734,2.922305145,2.354635223,0.99346817,1.920386736,0.873458036,1.926292054,0.628590893,1.824586299,2.634534649,2.136226461,1.888068949,1.177995554,1.190164291,2.294561673,1.648624241,2.287616085
ACVR2B-AS1,0,1.689264808,0,0.990499858,0,1.847704119,0,2.354966753,0.97605921,1.22330286,0.68274987,0.916306696,0,1.696112682,0.967764633,0.441679698,1.05866056
ACVRL1,0.567550658,1.725306689,0.516692516,2.628100148,0.649502708,2.919928086,0,5.334009592,5.050253533,0.454330165,1.072444521,0.629024515,3.575609532,0.569522086,1.53408509,1.557315453,1.509714619
ACY1,20.66621922,19.45027287,20.11262198,10.96422991,14.73513499,11.49538991,18.49146072,15.07869841,12.7748729,21.29218402,18.05776823,17.5252973,19.60519888,30.58034461,20.00809608,13.09667824,20.30530369
ACY3,0,0,0,2.01851962,0,3.637452923,0,0,0,0.573032684,1.315883474,0,1.965717288,0,0.422679037,0,0.570900952
ACYP1,33.40896761,35.38031939,35.0766022,13.67749398,25.24102805,21.23906383,30.75628338,21.2153176,13.10323908,25.99720716,26.75436346,28.55396554,30.9123502,30.34380131,29.878376,36.96089409,25.84551541
ACYP2,13.41772774,5.818598933,3.993297917,2.174788919,13.69771602,9.818659031,7.890263645,4.444316688,4.30391214,8.007463858,9.181654343,10.44903492,14.80686493,15.42020328,8.864714435,3.918195108,9.408752938
ADA,10.19715247,12.41982804,21.39302016,30.00222312,31.29915587,20.92458112,12.00453014,30.90278082,23.27047103,16.44528665,17.41538621,17.5678974,24.41632989,14.63832139,17.47930985,12.9211576,15.08911681
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,0,0,0,0,0,0.11440829,0.113407032,0,0,0,0.033737204,0,0.057017718
ADAL,8.207885676,7.35431173,5.541044305,4.695681322,1.775637831,3.071447365,8.917222265,3.33241351,5.466115797,5.815906955,5.319529591,7.553530823,3.20005039,6.390818711,6.083108893,6.296957488,6.506353526
ADAM10,59.18540525,43.00363049,66.72371715,63.95732061,43.09182021,47.83046281,58.04990358,63.23574018,70.92049519,57.55778269,58.46190655,68.17419165,72.30535287,42.58016799,56.94310813,57.5487268,63.48988986
ADAM11,1.360588995,1.838458926,3.342716921,0,0.465957869,0.81078123,1.626818231,0,1.073234901,1.943106345,1.965154683,2.6147173,1.7949653,1.583084108,1.86769385,2.784606896,2.040931236
ADAM12,0.661505563,0.602572414,1.059074928,1.403775782,5.136419658,0.340591306,0,0.812621103,1.810997541,1.807080027,4.714113645,0.971224574,1.143933141,0,0.793909244,0.169245937,0.856246724
ADAM15,73.66726464,71.77710029,67.36186345,68.61175609,79.11408168,60.09352145,63.42287987,72.974979,42.4151069,74.63927479,77.35390514,55.1357991,80.27492363,75.47145502,66.77361411,66.64619641,71.79568147
