Symbol,myeloid.dendritic.cells,macrophages,neutrophils,B.cells,NK.cells,memory.CD4.T.cells
ALG8,530.8,379.8,44.1,320.3,253.5,247.6
ALG9,131.7,127.6,11.6,111.2,106.9,147.6
ALK,11.7,26.1,27.5,1.5,5.4,15.7
ALKBH1,223.2,208.1,143.4,234.4,226.7,191.1
ALKBH4,16.4,18.6,17.3,26.4,47.4,25.4
ALLC,2.2,4.0,2.2,16.1,7.6,8.9
ALMS1,64.0,33.8,20.8,109.4,162.2,127.8
ALOX12,21.2,19.8,5.3,23.9,17.7,81.2
ALOX12B,2.6,1.5,5.1,1.6,3.1,4.3
ALOX12P2,6.6,7.0,33.2,13.6,6.2,17.9
ALOX15,546.8,1.7,7.7,2.6,1.9,4.1
ALOX15B,51.1,71.8,10.1,11.8,46.2,52.9
ALOX5,11.5,35.0,235.9,60.3,27.3,16.7
ALOX5AP,478.1,3263.8,3536.4,203.0,356.7,642.5
ALOXE3,2.7,2.3,5.9,3.0,7.0,3.3
ALPI,0.5,0.5,0.9,1.3,1.1,3.1
ALPK1,35.2,2.6,177.0,55.6,73.5,79.6
ALPK3,6.7,50.2,14.1,5.0,6.8,13.4
ALPL,15.4,15.3,1129.9,6.7,16.9,59.2
ALPP,0.9,1.0,2.6,0.9,2.0,4.0
ALPPL2,8.2,1.0,2.6,4.2,4.2,5.9
ALS2CL,80.4,71.0,118.9,88.5,134.6,222.9
ALX1,2.0,3.2,9.1,3.9,5.8,13.8
ALX3,17.5,31.1,48.6,8.6,30.0,39.7
ALX4,1.1,1.5,7.7,4.0,7.4,8.3
AMACR,1.9,0.3,7.7,12.6,8.7,1.9
AMBN,4.4,5.9,7.9,6.8,9.1,11.4
AMBP,1.0,1.5,2.5,1.3,1.7,7.0
AMBRA1,129.2,149.0,12.3,63.1,112.4,31.4
AMD1,430.0,352.8,346.5,243.2,209.1,213.2
AMDHD2,36.1,32.2,37.0,11.5,2.6,41.7
AMELX,10.7,5.4,30.5,13.4,34.1,24.8
AMELY,15.8,11.7,16.9,18.1,30.0,95.0
AMFR,69.9,157.7,19.6,100.8,83.8,126.5
AMH,2.4,2.1,5.0,1.6,1.9,4.4
AMHR2,2.8,4.1,4.2,4.1,6.6,21.1
AMIGO2,50.9,586.4,49.2,502.4,383.7,362.8
AMIGO3,57.9,70.9,58.0,137.5,118.2,59.0
AMMECR1,102.3,42.6,48.2,63.8,81.2,326.2
AMN,31.7,48.5,38.3,63.0,54.9,68.3
AMOT,24.9,15.9,35.2,15.9,32.9,72.3
AMOTL2,9.3,31.7,20.9,4.8,23.6,15.8
AMPD1,15.0,33.1,29.8,47.2,27.9,81.5
AMPD2,326.4,303.8,2928.0,305.9,441.6,281.5
AMPD3,15.3,48.7,54.8,22.1,33.5,92.5
AMPH,24.9,29.8,52.0,22.9,64.2,133.1
AMT,94.8,72.6,145.4,234.2,244.7,297.8
AMY1A,29.1,25.9,80.5,172.1,107.6,123.5
AMY1B,29.1,25.9,80.5,172.1,107.6,123.5
AMY1C,29.1,25.9,80.5,172.1,107.6,123.5
AMY2A,29.1,25.9,80.5,172.1,107.6,123.5
AMY2B,29.1,25.9,80.5,172.1,107.6,123.5
AMZ2,355.9,262.6,217.3,486.0,627.2,382.0
ANAPC1,141.9,160.7,33.6,230.4,229.3,315.8
ANAPC10,127.6,140.3,16.6,184.4,78.8,67.6
ANAPC13,1.6,0.3,7.3,0.8,2.8,10.9
ANAPC15,87.9,147.2,119.1,98.0,97.5,205.7
ANAPC2,62.3,40.9,78.6,14.5,78.7,103.3
ANAPC5,24.9,67.8,38.9,31.8,42.3,255.9
ANG,26.3,51.1,7.6,20.4,4.4,65.8
ANGEL1,88.0,101.4,8.8,85.3,69.4,87.9
ANGEL2,33.6,14.8,4.8,5.6,14.9,14.1
ANGPT1,2.8,6.7,48.9,14.8,25.3,10.0
ANGPT2,0.9,1.0,0.8,1.2,2.4,5.5
ANGPT4,1.1,7.6,13.0,2.1,2.7,11.7
ANGPTL2,10.0,8.5,14.7,2.7,23.6,43.2
ANGPTL3,4.0,10.0,3.2,2.2,1.8,3.6
ANGPTL4,14.0,5.0,35.0,11.1,12.4,13.0
ANGPTL7,6.5,3.4,6.3,11.8,10.3,39.8
ANK1,3.0,3.4,6.6,3.5,3.7,6.5
ANK2,1.3,2.1,8.9,4.2,10.9,15.3
ANK3,14.8,2.2,2.7,22.3,34.8,108.6
ANKEF1,2.5,3.0,12.2,44.3,39.4,33.0
ANKFY1,34.3,63.5,54.8,24.4,56.2,268.4
ANKH,2.8,20.6,4.0,26.0,40.4,54.5
ANKHD1,48.2,88.5,155.9,105.8,72.4,146.9
ANKHD1-EIF4EBP3,48.2,88.5,155.9,105.8,72.4,146.9
ANKLE2,15.3,27.6,7.2,19.2,34.5,24.3
ANKMY1,3.9,9.3,3.8,13.5,5.0,9.5
ANKMY2,604.8,468.6,111.9,610.4,796.4,308.3
ANKRA2,318.0,274.3,165.4,618.1,728.4,276.0
ANKRD1,5.8,7.7,13.2,5.5,10.6,16.1
ANKRD10,345.3,296.1,246.5,1210.7,946.3,561.7
ANKRD10-IT1,83.4,120.4,491.2,106.2,172.3,512.4
ANKRD11,19.6,23.7,210.1,28.6,35.8,120.9
ANKRD12,17.1,12.4,107.4,25.8,27.9,57.9
ANKRD17,117.4,137.2,80.4,180.5,221.4,210.8
ANKRD2,3.5,10.0,30.9,4.9,4.1,51.4
ANKRD26,37.3,11.8,19.3,38.4,15.7,19.4
ANKRD27,93.9,174.9,50.5,282.2,385.6,278.4
ANKRD28,67.8,214.7,220.9,284.0,211.0,229.8
ANKRD34C,6.0,10.7,3.1,7.9,25.6,82.3
ANKRD36,9.5,9.0,7.7,24.1,33.3,52.1
ANKRD36B,10.3,28.5,16.9,33.0,32.7,118.0
ANKRD36BP2,0.7,1.9,4.6,1.3,6.5,2.1
ANKRD40,163.6,161.5,33.5,48.0,54.7,27.1
ANKRD46,156.1,56.5,28.1,206.8,209.0,150.4
ANKRD49,305.4,197.3,175.4,624.6,453.8,427.8
ANKRD53,1.9,3.2,4.9,2.9,3.6,31.0
ANKRD55,28.4,30.7,82.4,14.0,17.5,248.4
ANKRD6,38.3,50.0,28.3,40.7,59.5,41.1
ANKRD7,0.9,4.7,22.3,5.3,1.6,38.9
ANKS1A,374.3,192.5,236.5,182.4,205.9,142.7
ANKS1B,2.1,11.3,26.7,1.8,13.9,17.3
ANKZF1,17.4,2.9,17.7,163.2,147.9,195.9
ANO1,5.9,7.2,8.3,0.2,10.2,21.7
ANO10,228.3,414.9,58.9,7.2,21.8,42.6
ANO2,1.1,22.9,6.6,13.3,34.8,19.3
ANO3,9.1,10.4,17.4,1.1,14.1,5.7
ANP32A,22.4,75.3,62.9,1.4,1.5,120.2
ANP32A-IT1,1.8,5.8,44.4,3.1,3.4,30.1
ANP32B,220.0,231.2,93.2,192.4,141.9,349.1
ANP32C,1.4,1.2,4.3,0.8,1.7,3.0
ANP32D,1.0,1.1,1.1,1.0,10.5,4.5
ANP32E,130.7,103.6,61.9,159.5,133.6,84.4
ANPEP,761.9,256.1,1723.8,1.7,36.4,37.8
ANTXR1,1.6,6.6,2.0,2.0,2.0,25.8
ANXA1,2601.5,2785.6,1087.6,69.2,3075.5,2592.2
ANXA10,2.7,12.3,31.7,7.3,35.8,8.5
ANXA11,487.0,172.3,395.4,132.8,145.7,237.8
ANXA13,4.6,8.7,26.3,15.8,7.5,13.5
ANXA2,427.9,435.7,15.4,970.5,499.2,525.8
ANXA2P1,67.3,78.3,29.7,14.2,32.0,12.1
ANXA2P2,1045.6,1629.8,104.6,427.2,369.9,489.5
ANXA2P3,55.1,77.9,5.2,26.0,70.7,16.8
ANXA3,13.9,10.2,3202.2,18.5,13.7,32.9
ANXA4,1700.5,986.4,213.9,895.0,491.3,85.9
ANXA5,3570.1,2139.8,1140.3,1241.3,675.6,398.4
ANXA6,139.5,200.6,3.0,350.9,678.5,903.6
ANXA7,505.6,468.3,369.6,554.8,426.5,471.9
ANXA8,44.9,70.5,141.9,45.8,101.3,206.4
ANXA8L1,44.9,70.5,141.9,45.8,101.3,206.4
ANXA9,17.4,16.6,15.2,4.8,10.3,6.1
AOAH,93.0,128.5,564.5,11.6,484.6,12.6
AOC1,112.8,92.5,18.0,13.6,25.5,7.3
AOC2,13.1,25.5,201.4,31.2,40.5,67.8
AOC3,10.2,111.1,105.3,9.0,22.4,47.9
AOC4P,4.7,5.8,10.1,11.3,11.5,13.3
AOX1,3.7,4.2,3.1,3.8,7.5,5.2
AP001062.7,2.8,2.4,4.3,4.6,4.1,7.3
AP1AR,91.7,85.1,26.9,77.6,66.8,76.7
AP1B1,66.2,169.5,95.1,109.3,108.6,45.6
AP1G1,266.2,166.0,265.7,184.1,150.9,106.9
AP1G2,3.2,3.3,7.3,13.9,1.9,11.1
AP1M2,22.2,45.6,21.5,6.6,6.8,37.4
AP1S1,24.9,58.5,2.1,2.4,1.7,18.3
AP1S2,214.8,209.3,57.6,193.3,126.2,123.0
AP2A2,32.5,49.8,71.3,52.3,78.5,93.9
AP2B1,115.9,194.1,37.8,85.9,154.4,183.9
AP2M1,654.9,741.0,211.7,187.0,163.8,464.4
AP2S1,467.0,537.7,64.0,78.4,99.0,77.2
AP3B1,23.5,42.3,38.3,14.7,22.6,66.5
AP3B2,15.9,13.1,40.4,16.0,14.6,50.2
AP3D1,3.1,26.3,4.4,1.8,1.9,11.8
AP3M2,178.4,111.7,40.7,175.4,229.2,502.9
AP3S1,1702.8,1008.3,1256.7,1284.2,1048.2,680.0
AP3S2,38.9,47.6,70.9,9.7,25.2,61.5
AP4E1,1.6,9.6,4.4,7.6,4.3,9.2
AP4M1,8.1,16.5,7.0,18.1,8.7,8.8
AP4S1,4.1,4.9,6.7,3.4,23.0,9.6
AP5M1,973.8,688.8,321.3,695.8,645.2,289.9
AP5S1,149.4,145.1,100.9,108.3,158.4,135.3
AP5Z1,25.6,24.7,57.5,45.5,30.0,34.0
APAF1,2.6,12.1,55.2,13.3,29.6,24.3
APBA1,8.8,5.4,9.1,13.9,4.7,15.0
APBA2,2.1,3.3,3.3,2.3,156.8,44.8
APBA3,2.8,2.5,31.0,42.8,37.1,9.6
APBB1,7.1,22.8,64.1,31.2,53.8,130.1
APBB1IP,19.2,39.9,135.9,11.7,24.2,118.8
APBB2,21.7,10.3,3.2,2.2,1.2,5.0
APBB3,54.0,52.2,150.4,95.5,160.3,180.6
APC,3.4,3.5,12.6,5.1,4.1,7.5
APC2,2.8,1.8,1.3,0.8,2.1,6.9
APCS,11.9,20.7,40.5,29.5,39.8,87.2
APEH,151.4,165.0,34.9,152.0,212.6,115.1
APEX1,856.3,611.5,37.2,728.0,557.1,592.2
APEX2,53.2,69.6,23.6,51.2,122.6,167.5
APH1A,315.3,295.9,418.3,127.9,197.0,269.4
APH1B,147.1,164.9,325.0,98.4,78.3,132.8
API5,50.0,35.8,5.8,65.7,62.3,85.5
APIP,547.3,619.9,40.7,209.0,191.6,102.7
APITD1,53.0,67.2,20.4,58.2,44.5,24.8
APITD1-CORT,53.0,67.2,20.4,58.2,44.5,24.8
APLNR,8.8,9.4,16.8,8.1,9.7,20.5
APLP1,1.5,1.6,3.6,5.0,4.0,4.7
APLP2,84.9,184.2,88.9,26.0,62.3,14.4
APMAP,814.3,580.3,2155.2,449.3,2352.6,396.2
APOA1,4.3,4.1,4.7,6.0,2.6,12.9
APOA2,4.7,9.1,5.0,2.5,3.6,7.2
APOA4,8.0,1.7,20.6,4.0,2.7,27.7
APOB,19.8,20.6,22.7,16.3,34.6,52.1
APOBEC1,24.3,27.5,44.1,19.8,50.5,70.2
APOBEC2,10.8,45.0,57.3,32.5,55.3,69.1
APOBEC3A,28.2,28.4,2254.9,33.0,191.2,31.2
APOBEC3A_B,28.2,28.4,2254.9,33.0,191.2,31.2
APOBEC3B,20.8,113.6,32.6,249.6,30.9,44.6
APOBEC3C,39.4,109.6,26.6,86.6,94.6,141.5
APOBEC3F,15.6,18.0,2.3,32.1,6.6,17.2
APOBEC3G,2.7,2.2,11.5,3.5,10.2,17.9
APOBR,119.9,180.7,597.0,19.1,112.0,8.1
APOC1,1745.8,3191.7,5.4,1.4,5.0,37.0
APOC2,28.4,38.7,12.2,5.9,10.5,8.1
APOC3,2.8,4.1,8.3,1.4,3.3,4.4
APOC4,28.4,38.7,12.2,5.9,10.5,8.1
APOC4-APOC2,28.4,38.7,12.2,5.9,10.5,8.1
APOD,22.7,28.8,64.5,29.3,44.1,79.7
APOE,516.0,2768.0,5.6,1.1,2.8,3.4
APOF,0.3,1.4,16.5,0.6,7.1,15.6
APOH,2.8,23.1,6.0,18.8,28.0,61.0
APOL1,23.6,34.3,139.1,38.3,139.4,44.5
APOL2,7.8,24.5,38.2,38.3,70.7,20.0
APOL3,61.3,48.8,25.0,155.0,282.6,390.5
APOL5,3.6,4.6,7.8,6.2,5.1,7.7
APOL6,94.0,74.0,118.0,41.7,152.1,143.4
APOLD1,31.8,12.5,43.0,38.1,62.9,44.5
APOM,26.3,34.3,62.4,46.4,59.3,86.1
APOO,200.4,396.9,59.9,102.9,93.2,157.9
APOOL,61.0,45.1,10.9,28.8,20.0,11.5
APP,63.5,130.8,19.0,26.7,7.5,66.7
APPBP2,1.0,1.2,5.5,2.2,6.1,6.5
APPL1,239.9,280.6,13.7,354.4,110.6,58.7
APPL2,35.3,32.8,58.4,36.3,67.5,47.4
APRT,203.0,184.2,6.1,194.8,195.1,198.7
APTX,148.9,142.5,49.1,159.8,121.9,167.6
AQP1,10.5,24.1,35.5,13.3,37.5,39.8
AQP2,59.9,75.1,152.1,74.4,107.0,151.2
AQP3,36.5,39.6,18.9,50.5,34.4,160.0
AQP4,0.7,0.7,0.6,1.2,0.8,1.1
AQP5,1.8,1.1,4.2,7.1,11.0,10.0
AQP6,1.4,1.6,7.2,2.6,3.8,11.3
AQP7,13.4,15.1,10.9,5.4,3.4,14.1
AQP8,13.6,8.1,54.2,9.9,38.7,23.1
AQP9,2151.7,2056.9,10243.4,3.7,8.4,14.6
AQR,36.1,15.1,19.5,10.6,51.4,155.5
AR,15.6,18.2,24.3,25.9,35.7,16.0
ARAF,113.6,146.5,214.5,180.0,231.0,315.6
ARAP1,132.5,199.8,726.2,104.0,153.4,91.8
ARAP2,519.4,196.6,267.5,454.9,970.2,277.1
ARAP3,120.5,130.0,692.9,31.1,85.1,140.1
ARC,2.3,1.2,5.3,1.2,2.4,6.3
ARCN1,787.3,581.2,320.7,525.8,448.9,402.7
AREG,2.1,1.2,14.9,7.9,4.3,4.3
AREL1,171.8,250.5,493.6,203.3,304.9,226.6
ARF1,186.1,430.0,264.6,73.5,58.3,320.5
ARF1P1,7.4,26.2,38.4,5.8,29.4,15.4
ARF3,6.8,72.7,71.0,7.6,9.1,19.0
ARF4,391.5,623.8,529.8,366.7,288.0,279.2
ARF5,192.7,237.3,331.8,134.1,126.1,176.8
ARF6,37.8,227.3,77.2,43.1,16.8,280.5
ARFGAP1,104.7,104.0,146.5,105.8,122.5,176.7
ARFGAP2,163.3,174.2,151.6,201.8,357.5,386.6
ARFGAP3,452.8,763.1,717.8,466.0,555.9,194.3
ARFGEF1,125.1,194.8,204.7,94.6,152.4,323.0
ARFGEF2,26.7,31.7,1.5,26.7,5.1,19.0
ARFIP1,43.8,79.7,69.6,34.2,41.5,54.9
ARFIP2,95.9,183.0,12.9,58.0,82.5,28.1
ARFRP1,9.4,33.6,4.0,4.3,16.5,67.9
ARG1,2.2,16.0,926.1,9.4,29.4,50.2
ARG2,12.7,10.4,4.0,20.9,21.2,21.3
ARGLU1,305.6,209.2,291.8,1106.1,608.6,743.0
ARHGAP1,5.7,3.7,6.9,4.7,6.0,3.4
ARHGAP10,216.9,169.0,9.1,21.3,84.1,107.0
ARHGAP11A,5.6,18.9,22.1,10.6,35.5,29.2
ARHGAP12,93.3,75.4,40.9,273.9,193.7,134.8
ARHGAP15,250.1,412.0,1859.4,890.7,792.0,1734.7
ARHGAP17,448.4,443.5,150.7,1065.2,273.4,297.4
ARHGAP19,40.6,25.7,104.0,85.1,77.2,53.3
ARHGAP22,37.2,42.9,2.7,12.9,4.5,7.7
ARHGAP24,21.5,26.2,66.3,179.0,34.1,60.2
ARHGAP25,211.1,301.5,2170.7,725.2,1734.8,659.9
ARHGAP26,1.0,2.2,84.0,0.8,2.4,2.0
ARHGAP28,1.8,1.7,24.1,7.8,8.1,49.1
ARHGAP29,15.1,16.1,15.5,17.2,55.9,50.8
ARHGAP32,9.5,21.3,5.9,10.4,29.7,94.9
ARHGAP33,12.9,6.8,16.1,14.1,5.9,40.8
ARHGAP35,5.0,4.0,4.4,8.1,3.7,10.8
ARHGAP4,31.9,26.8,92.4,35.7,62.2,156.2
ARHGAP44,2.7,2.3,4.1,8.7,8.9,3.6
ARHGAP5,29.1,56.3,25.2,173.6,105.2,134.0
ARHGAP6,1.1,2.9,2.4,3.7,3.7,3.1
ARHGAP8,0.9,5.8,7.8,3.8,36.2,6.0
ARHGDIA,13.9,28.4,1.8,0.5,4.9,1.9
ARHGDIB,2074.6,2460.0,5339.6,2529.5,2091.9,4122.9
ARHGDIG,20.9,2.9,67.4,16.2,21.5,37.7
ARHGEF1,70.4,99.7,292.9,94.3,155.5,293.4
ARHGEF10,2.5,2.3,4.5,1.0,9.7,7.5
ARHGEF10L,156.9,182.1,28.0,38.3,42.7,35.9
ARHGEF11,33.6,41.2,82.3,18.5,33.9,91.8
ARHGEF12,0.7,7.9,4.9,7.1,17.0,7.4
ARHGEF15,29.1,30.5,40.5,42.8,42.8,101.4
ARHGEF16,13.4,12.9,79.7,36.1,59.7,94.1
ARHGEF17,7.6,21.5,17.9,4.6,8.9,20.6
ARHGEF18,532.4,420.3,740.7,2831.6,1190.1,1806.4
ARHGEF2,58.7,141.4,206.7,53.7,78.4,250.8
ARHGEF26,0.9,0.7,9.3,3.7,15.9,1.1
ARHGEF28,5.0,40.5,32.2,5.2,27.4,25.2
ARHGEF3,728.8,472.2,113.0,563.4,1737.0,607.0
ARHGEF38,6.9,16.7,36.3,44.3,67.6,51.2
ARHGEF4,1.8,6.0,4.7,4.9,2.8,14.2
ARHGEF40,87.8,87.0,709.3,13.7,26.8,9.4
ARHGEF5,4.6,40.0,9.5,20.8,8.8,15.7
ARHGEF6,660.2,255.7,990.7,886.4,869.4,1559.5
ARHGEF7,37.0,65.8,93.1,82.2,94.6,173.1
ARHGEF9,26.3,33.5,3.7,47.9,78.7,10.3
ARID1A,1.1,4.9,21.5,2.2,5.0,31.3
ARID3A,53.3,35.8,119.3,51.2,33.8,69.2
ARID3B,6.0,8.7,293.2,81.4,183.7,56.7
ARID4A,120.2,82.8,246.5,197.7,195.2,243.6
ARID4B,9.7,13.0,0.5,5.6,1.1,37.5
ARID5A,42.1,69.7,175.1,66.0,136.6,41.2
ARID5B,202.2,298.0,90.1,1616.5,845.0,1101.2
ARIH1,65.8,65.9,68.5,65.9,63.3,90.6
ARIH2,20.4,21.9,5.9,9.5,8.3,74.8
ARL1,105.1,72.1,6.0,59.0,36.4,39.4
ARL14,0.9,1.6,2.8,17.0,12.2,1.8
ARL15,58.5,69.5,26.4,7.6,23.1,41.6
ARL17A,1.1,4.0,1.5,6.5,3.4,3.7
ARL17B,1.1,4.0,1.5,6.5,3.4,3.7
ARL2,100.6,102.1,11.8,65.3,99.6,119.6
ARL2BP,181.9,266.7,111.1,293.4,309.4,314.7
ARL3,18.2,18.4,27.7,22.3,40.5,19.7
ARL4A,76.7,103.1,134.1,128.8,29.6,43.3
ARL4C,16.0,3.0,12.5,23.8,69.8,20.3
ARL4D,3.5,6.4,1.7,2.7,10.1,13.2
ARL5A,863.5,652.9,120.7,316.6,419.5,376.8
ARL6IP1,2184.4,1789.0,352.7,955.4,1133.1,664.0
ARL6IP4,112.8,122.2,54.9,201.9,149.0,199.2
ARL6IP5,672.9,869.4,571.0,679.6,736.0,1321.1
ARL8B,1706.0,1966.9,365.4,848.2,911.3,602.9
ARMC1,202.6,178.8,3.2,113.9,81.0,176.9
ARMC2-AS1,1130.4,1650.2,182.0,382.7,405.9,362.3
ARMC4,31.4,36.9,64.6,44.8,123.6,97.9
ARMC6,41.0,49.7,25.6,50.8,65.9,108.2
ARMC7,87.9,73.1,151.9,34.1,66.6,126.8
ARMC8,21.3,39.9,43.7,110.7,51.9,89.5
ARMC9,0.7,0.6,2.7,0.5,2.0,27.4
ARMCX1,149.1,320.4,6.1,15.4,25.0,22.0
ARMCX2,18.7,40.4,6.4,114.4,83.3,38.4
ARMCX3,411.6,312.4,165.4,203.9,101.6,32.2
ARMCX4,2.2,2.3,7.5,3.8,4.1,4.8
ARMCX5,105.6,72.9,2.1,94.3,134.4,72.0
ARMCX6,15.8,13.2,21.7,21.8,31.1,31.1
ARNT,1.8,2.6,5.0,2.4,4.7,9.3
ARNT2,2.1,1.2,4.5,2.0,13.9,19.4
ARNTL,78.3,118.6,45.1,17.7,66.2,97.4
ARNTL2,46.4,32.1,21.1,27.2,23.5,64.7
ARPC1A,168.2,220.4,202.8,156.4,175.3,283.7
ARPC1B,1526.1,1227.8,2624.9,1057.7,1107.8,990.3
ARPC2,1285.0,1236.6,3013.8,1189.4,1455.8,867.5
ARPC3,829.9,515.0,2090.7,1071.6,542.7,196.2
ARPC4,35.7,16.0,34.4,1.5,3.6,13.2
ARPC4-TTLL3,35.7,16.0,72.1,25.6,42.6,21.1
ARPC5,2794.8,2426.3,4416.0,1474.4,2096.2,1342.3
ARPC5L,471.1,546.0,193.9,710.1,1439.0,524.5
ARPIN,32.8,17.6,52.7,26.8,60.5,134.0
ARPP19,49.3,76.1,58.9,76.9,81.8,134.1
ARPP21,0.3,1.1,3.9,1.9,12.5,9.1
ARR3,21.7,27.3,89.0,11.2,51.4,118.9
ARRB1,3.7,35.7,7.2,3.1,7.3,11.0
ARRB2,93.6,324.2,665.0,12.3,8.8,217.3
ARSA,45.8,56.3,123.0,45.7,108.4,37.7
ARSB,124.5,138.1,58.5,30.9,27.9,80.9
ARSD,2.8,2.4,4.0,3.2,2.1,16.0
ARSE,8.9,16.7,53.8,16.5,28.5,45.2
ARSF,2.1,11.3,10.0,27.6,23.0,10.5
ARSJ,5.3,7.7,22.3,15.6,31.8,4.3
ART1,33.6,51.1,82.4,45.5,85.3,154.2
ART3,12.1,12.0,11.2,16.1,54.2,21.3
ART4,7.9,10.0,29.4,12.7,15.7,47.0
ARTN,3.2,4.5,2.2,6.7,4.5,15.2
ARVCF,5.2,5.0,17.1,5.7,39.2,12.5
ASAH1,15.1,1.8,42.0,0.7,20.4,45.8
ASAP1,354.5,412.3,1467.9,74.7,69.1,151.2
ASAP1-IT1,22.0,19.3,152.6,14.6,38.3,55.5
ASAP2,120.0,116.5,10.0,18.7,6.0,4.8
ASAP3,1.6,1.8,9.8,6.0,3.6,5.5
ASB1,16.3,8.6,6.3,22.4,28.4,49.0
ASB12,13.2,13.1,12.0,16.5,35.7,31.9
ASB13,228.5,238.2,8.4,46.5,51.3,230.0
ASB4,1.0,0.6,2.4,2.8,5.4,7.7
ASB6,114.2,40.5,5.1,75.9,141.3,83.8
ASB7,29.7,37.6,56.9,34.3,25.0,77.7
ASB8,59.3,51.3,49.4,52.0,120.1,132.9
ASB9,20.4,22.2,15.8,22.1,42.2,50.9
ASCC1,76.9,75.0,58.2,227.5,162.6,96.4
ASCC2,38.6,51.8,20.6,26.4,64.4,63.3
ASCC3,290.5,299.0,20.8,422.1,365.1,196.1
ASCL1,1.3,1.3,2.4,2.2,1.8,3.3
ASCL2,0.2,0.6,1.4,0.5,0.6,1.1
ASCL3,3.7,11.1,73.1,27.8,19.7,68.9
ASF1A,99.0,94.6,3.2,99.4,106.7,233.6
ASF1B,44.9,139.7,170.2,36.8,88.8,131.6
ASGR1,16.8,20.9,4.1,4.1,3.8,17.7
ASGR2,6.2,2.4,8.3,4.0,12.6,10.7
ASH1L,23.6,57.9,142.7,60.4,86.0,249.8
ASH2L,323.0,285.7,221.4,377.3,367.1,519.0
ASIC1,3.1,2.8,24.9,14.3,11.1,22.9
ASIC2,14.2,12.8,7.6,10.0,6.2,18.8
ASIC3,8.5,10.6,30.5,11.2,5.4,6.9
ASIC4,29.0,7.8,9.1,12.4,5.4,10.6
ASIP,8.8,23.2,26.0,16.8,8.6,31.0
ASL,64.0,83.4,49.9,89.9,97.8,50.9
ASMT,0.9,1.7,5.5,1.8,3.4,7.5
ASMTL,14.5,48.3,30.1,41.8,81.4,66.4
ASMTL-AS1,1.0,1.5,2.1,1.3,1.6,3.2
ASNA1,94.9,223.2,78.4,34.1,47.2,178.2
ASNS,172.9,28.5,47.8,581.0,286.9,296.6
ASNSD1,198.4,137.7,204.8,385.8,260.1,220.4
ASPA,5.5,3.3,7.6,4.5,3.4,5.5
ASPH,2.0,2.1,5.1,2.8,3.9,5.2
ASPHD1,16.4,53.3,3.2,1.4,3.0,4.2
ASPM,14.6,113.9,0.6,34.3,49.0,55.5
ASPN,0.6,5.9,1.3,10.0,1.5,8.6
ASPSCR1,8.2,15.5,4.1,5.1,5.4,18.5
ASRGL1,66.4,138.6,73.0,5.6,16.0,95.5
ASS1,17.3,15.7,25.4,25.7,37.8,88.7
ASTE1,71.8,48.0,37.1,137.6,173.1,200.3
ASTN1,4.2,4.1,2.0,3.2,19.2,17.4
ASTN2,4.4,1.5,14.7,2.7,14.0,4.8
ASUN,150.4,101.9,2.1,281.9,194.9,162.8
ASXL1,68.1,87.8,66.2,117.1,174.1,156.3
ASXL2,240.2,195.7,318.8,182.7,312.1,692.8
ASXL3,1.7,3.0,4.5,1.5,16.4,34.8
ATAD2,43.9,64.0,12.2,59.7,69.2,237.8
ATAD2B,238.4,122.9,150.5,558.2,382.0,161.8
ATAD3A,39.0,70.6,10.7,71.5,70.0,88.9
ATAD3B,39.0,70.6,10.7,71.5,70.0,88.9
ATAD5,23.4,27.1,28.6,25.5,48.9,96.3
ATAT1,47.6,38.0,68.2,60.9,120.7,159.7
ATF1,420.5,238.3,127.3,489.7,373.4,216.2
ATF2,63.8,74.2,62.0,65.1,77.3,106.5
ATF3,431.1,1579.7,111.1,22.6,47.8,88.6
ATF4,942.7,1183.6,1399.4,1443.3,883.9,1752.0
ATF5,10.4,9.0,6.6,1.5,7.7,27.5
ATF6,65.5,39.9,139.1,23.2,42.5,80.2
ATF6B,7.6,15.9,6.5,3.0,4.7,9.8
ATF7,15.7,21.6,37.4,24.0,38.1,50.3
ATF7IP,6.1,8.7,2.8,15.8,20.5,62.5
ATF7IP2,57.2,40.8,44.5,412.5,170.2,232.0
ATG10,14.2,29.7,31.0,26.6,28.8,95.5
ATG101,92.1,102.5,36.2,112.2,121.6,75.1
ATG12,44.1,55.0,34.2,67.8,48.7,50.2
ATG13,78.8,144.5,132.4,81.9,121.3,13.4
ATG14,191.7,115.7,38.9,276.1,217.3,287.7
ATG16L1,7.3,3.0,6.1,2.1,4.8,58.2
ATG2A,143.7,161.5,549.6,154.7,223.0,338.4
ATG2B,44.1,29.3,41.9,109.0,114.1,82.9
ATG3,10.1,18.1,96.1,19.5,12.6,30.4
ATG4A,154.5,214.9,170.7,232.3,254.1,375.0
ATG4B,48.3,40.2,66.6,82.6,130.4,150.0
ATG5,45.8,70.3,14.8,115.8,81.0,102.6
ATG7,132.5,197.0,138.9,41.0,66.9,102.8
ATG9A,120.8,105.7,90.4,81.7,111.4,131.7
ATHL1,15.1,9.1,693.3,60.6,124.0,400.4
ATIC,532.2,495.6,12.9,552.6,390.4,344.8
ATM,29.1,31.6,58.0,64.8,248.3,680.2
ATMIN,328.0,232.0,32.4,352.8,343.9,198.2
ATN1,5.6,10.1,11.0,10.0,6.8,11.7
ATOH1,1.6,1.1,5.3,4.4,2.7,4.8
