gene,B.cells,monocytic.lineage,CD4.T.cells,CD8.T.cells
ALDH3B1,131.0777,557.7409,6.57,6.54547
ALDH3B2,19.1313,32.5177,5.39,4.9591
ALDH4A1,86.0959,62.367,4.55,6.01813
ALDH5A1,128.1775,63.1978,5.68,5.26241
ALDH6A1,325.916,262.8009,6.34,6.89855
ALDH7A1,164.1363,98.2285,4.97,4.82897
ALDH8A1,25.9613,23.8086,5.96,5.08334
ALDH9A1,450.9701,569.3701,7.8,8.07399
ALDOA,786.1911,796.7689999999999,7.33,9.00859
ALDOAP2,49.5763,49.8201,4.78,5.58389
ALDOB,23.4902,25.8138,4.84,5.11152
ALDOC,1451.5023,570.1984,6.32,10.0089
ALG1,396.8183,448.2035,6.39,9.069289999999999
ALG10B,388.9827,263.84675000000004,7.4,8.25097
ALG11,225.335,222.6732,7.61,8.17123
ALG12,260.3883,332.6297,6.08,8.27062
ALG13,217.6062,177.22459999999998,8.649999999999999,7.84695
ALG14,113.5135,105.2685,5.33,7.475910000000001
ALG1L,19.3699,22.357,4.6,6.38475
ALG2,309.5582,267.1797,6.83,7.64906
ALG3,989.0873,1667.2279,6.92,10.5921
ALG5,194.0866,201.0883,7.52,8.27005
ALG6,133.8566,96.4521,7.45,7.51513
ALG8,1239.9636,1206.4738,7.62,9.523489999999999
ALG9,548.4435,451.4953,7.6,8.90665
ALK,27.1855,27.1762,5.75,4.8445800000000006
ALKBH1,390.0183,320.9675,5.81,7.560810000000001
ALKBH2,179.2831,115.8274,6.76,6.84158
ALKBH3,767.8205,595.9355,7.86,8.86077
ALKBH4,76.7538,60.7893,6.11,6.5589
ALKBH5,776.4868,721.5693,7.53,9.48225
ALKBH6,508.7897,464.6506,6.78,9.02476
ALKBH7,90.0109,89.5189,5.75,7.05825
ALKBH8,111.5944,67.3869,7.18,6.63968
ALLC,13.3057,13.6865,3.98,4.57983
ALMS1,215.4442,157.9964,7.23,7.13465
ALMS1P,24.9006,28.2117,4.62,4.30894
ALOX12,25.9111,25.4473,5.64,5.1445
ALOX12B,54.0825,40.4985,5.36,5.91119
ALOX12P2,32.7922,27.3006,5.04,4.64449
ALOX15,25.3832,138.2957,4.4,5.30706
ALOX15B,58.4533,569.3811,5.86,5.85599
ALOX5,1383.9435,748.1491,5.35,8.25704
ALOX5AP,1842.9853,3500.1568,9.11,11.4845
ALOXE3,26.9465,32.9846,5.24,4.86941
ALPI,53.1183,57.6565,6.57,5.74961
ALPK1,406.4734,612.1013,6.97,7.51585
ALPK2,18.1483,23.3348,5.09,4.23488
ALPK3,28.9884,24.4153,5.3,5.47446
ALPL,29.8734,24.6336,5.42,5.60775
ALPP,10.8891,8.173,5.68,4.545
ALPPL2,71.3491,75.2854,6.51,5.70224
ALS2,63.613,65.5375,6.02,6.30114
ALS2CL,36.6731,70.7279,5.58,5.99265
ALS2CR11,10.3284,10.738,3.52,3.1486099999999997
ALS2CR12,58.5356,47.2465,6.3,6.11526
ALX1,12.134,10.4955,3.85,3.8309599999999997
ALX3,74.5796,68.3355,6.46,6.25392
ALX4,37.5114,50.2318,6.49,5.64216
ALYREF,4227.6384,3003.5676000000003,7.279999999999999,10.9587
AMACR,229.1709,141.1208,6.5,7.6075800000000005
AMBN,5.6285,5.6075,3.98,3.81285
AMBP,19.3479,21.4773,6.24,5.42937
AMBRA1,244.3548,241.5603,6.89,9.56673
AMD1,742.8329,873.4869,9.03,8.70767
AMDHD1,57.9328,36.6422,5.95,5.51262
AMDHD2,216.8463,179.0238,6.67,8.03369
AMELX,10.9829,11.7267,4.56,3.3749599999999997
AMELY,16.0103,17.627,4.66,3.03092
AMER1,86.9493,77.3005,5.33,6.794560000000001
AMER2,21.5517,18.4275,5.92,5.58758
AMER3,20.6298,24.1719,6.41,5.0709800000000005
AMFR,902.7525,544.573,7.22,8.84273
AMH,85.6614,82.242,7.15,7.23703
AMHR2,34.296,36.273,6.22,5.20466
AMICA1,213.8107,572.1742,9.43,9.79481
AMIGO1,107.7198,145.1757,7.27,7.029319999999999
AMIGO2,130.6174,47.3682,6.46,6.6687199999999995
AMIGO3,120.4677,127.5144,6.14,6.6118
AMMECR1,264.9399,162.6527,7.14,7.927969999999999
AMMECR1L,292.1416,272.7852,5.82,7.57649
AMN,96.8291,123.4493,6.46,6.8932
AMN1,120.6177,72.3766,7.48,7.506539999999999
AMOT,200.5649,46.5872,5.33,3.72925
AMOTL1,36.6311,21.4898,4.8,4.8874699999999995
AMOTL2,26.0197,29.2814,5.34,5.78748
AMPD1,6.6856,6.4853,3.56,3.8652800000000003
AMPD2,175.6309,292.4179,5.83,8.3781
AMPD3,350.2414,587.2683,6.32,6.70852
AMPH,8.7007,8.7985,4.56,3.8071300000000003
AMT,78.2657,69.7096,6.34,6.85398
AMTN,6.9135,7.2385,3.61,4.00231
AMY2A,63.283750000000005,33.971625,8.1325,6.973015000000001
AMY2B,75.3498,44.6598,8.59,7.22624
AMZ1,58.9658,67.3686,6.05,6.24889
AMZ2,1261.2063,950.7734,8.35,9.81356
AMZ2P1,227.1768,133.8038,6.4,7.77947
ANAPC1,583.5304,390.9842,8.065,8.778565
ANAPC10,144.878,122.30799999999999,4.99,6.33244
ANAPC11,134.90685000000002,119.2059,6.904999999999999,6.849945
ANAPC13,288.1073,234.9173,7.41,8.50458
ANAPC15,1331.2201,831.5512,8.65,8.39503
ANAPC16,446.3948,281.0672,9.05,8.995569999999999
ANAPC1P1,537.8489,275.3672,5.609999999999999,8.794995
ANAPC2,165.7825,130.2297,5.97,7.64318
ANAPC4,576.188,423.6297,7.89,9.111180000000001
ANAPC5,1132.431,839.1788,7.24,9.82738
ANAPC7,705.0208,562.7278,6.64,9.573369999999999
ANG,46.3171,56.1648,4.8,3.98106
ANGEL1,307.8001,500.8279,6.2,7.7079699999999995
ANGEL2,246.6445,184.7431,8.49,7.87188
ANGPT1,9.8929,8.5026,3.98,3.7587099999999998
ANGPT2,23.9341,21.7466,7.06,4.78185
ANGPT4,29.338,27.0593,5.39,4.978190000000001
ANGPTL1,12.4006,5.8514,5.03,3.23284
ANGPTL2,28.7703,30.4016,5.23,5.733969999999999
ANGPTL3,6.59,4.805,3.08,3.22797
ANGPTL4,38.1342,42.0184,5.9,5.19462
ANGPTL5,4.4684,4.6098,3.49,3.0764400000000003
ANGPTL6,124.05,125.0927,6.24,6.13625
ANGPTL7,17.9073,21.7279,4.59,3.9723800000000002
ANK1,53.4539,46.5261,6.07,5.6917800000000005
ANK2,35.3713,18.0906,4.18,3.99462
ANK3,37.4696,31.0921,7.01,8.629610000000001
ANKAR,42.8425,22.5003,5.38,5.95858
ANKDD1A,43.6052,70.6444,6.25,6.46353
ANKEF1,93.2719,40.3579,4.13,6.22842
ANKFN1,8.3583,6.1255,3.93,3.79152
ANKFY1,282.7421,420.5796,6.57,8.94232
ANKH,197.5455,343.8181,7.06,8.692860000000001
ANKHD1,444.7551,450.0323,8.92,9.24442
ANKIB1,770.9947,715.067,9.16,9.599269999999999
ANKK1,34.3738,34.4951,5.89,4.88398
ANKLE1,179.0823,115.1279,5.65,6.05854
ANKLE2,601.8643,644.1441,8.21,9.15928
ANKMY1,98.4626,98.7557,6.08,6.975560000000001
ANKMY2,248.3545,168.2012,4.71,7.0716
ANKRA2,84.0664,85.3119,7.76,6.531680000000001
ANKRD1,21.2901,14.3693,4.61,4.513730000000001
ANKRD10,257.8998,209.1815,8.34,9.34545
ANKRD11,166.40985,202.02785,6.375,7.954174999999999
ANKRD12,504.7194,724.1779,10.44,10.5992
ANKRD13A,2404.302,1171.2523,8.44,9.69943
ANKRD13B,108.31700000000001,80.9259,5.75,7.509119999999999
ANKRD13C,388.37199999999996,375.5197,8.3,8.96557
ANKRD13D,200.1025,219.7247,6.31,8.43229
ANKRD16,71.2904,38.6508,4.61,6.33899
ANKRD17,727.3149,769.8427,8.92,10.2549
ANKRD18A,9.9544,29.1865,5.43,4.59911
ANKRD18B,8.0925,13.3837,4.7,4.25836
ANKRD18DP,25.9691,17.9974,3.16,3.09638
ANKRD19P,8.9226,10.8185,5.11,4.28461
ANKRD2,51.3439,59.8084,6.22,5.61489
ANKRD20A11P,51.1817,38.3449,6.68,6.13659
ANKRD20A12P,16.2007,9.32545,3.605,3.777435
ANKRD20A19P,47.8486,45.8424,5.72,3.6845199999999996
ANKRD20A3,20.77304,13.796779999999998,4.518,5.978543999999999
ANKRD20A5P,14.70475,12.99625,4.359999999999999,4.096305
ANKRD20A8P,56.71655,31.519849999999998,5.785,5.889645
ANKRD20A9P,33.9422,23.6562,5.72,5.37228
ANKRD22,104.4413,3110.7945,3.3,4.27415
ANKRD23,69.2166,69.012,5.85,7.29507
ANKRD24,61.1822,67.3043,6.15,6.30114
ANKRD26,115.1064,57.3135,7.34,6.74447
ANKRD26P1,6.6612,5.9442,3.22,3.66756
ANKRD27,433.7891,376.2157,6.45,8.946480000000001
ANKRD28,359.6538,229.3854,7.68,8.16836
ANKRD29,12.308,27.7821,5.23,4.93152
ANKRD30A,3.9874,5.3962,3.82,3.5456300000000005
ANKRD30B,3.79485,3.5456000000000003,2.94,3.03066
ANKRD30BL,13.1983,10.4967,4.86,3.87204
ANKRD30BP2,11.7134,13.2407,4.31,4.78554
ANKRD30BP3,5.4127,4.0138,3.21,4.0403
ANKRD31,16.8751,11.2975,4.17,4.42141
ANKRD32,100.5296,42.6661,5.98,6.31796
ANKRD33,20.7245,25.2764,5.4,5.57662
ANKRD33B,54.0903,47.081,6.71,5.702319999999999
ANKRD34A,52.7398,50.5254,5.86,5.45201
ANKRD34B,4.5459,3.9629,3.45,4.24708
ANKRD34C,27.5243,36.5668,5.18,4.25999
ANKRD35,21.0617,24.500999999999998,4.84,4.6006
ANKRD36,348.0006,231.15445,9.125,9.33747
ANKRD36B,286.8632666666667,193.10029999999998,9.53,9.537936666666667
ANKRD36BP1,64.2937,78.8023,7.5,4.16033
ANKRD36C,328.25265,184.62795,9.77,9.198985
ANKRD37,97.2175,79.5761,6.84,6.53817
ANKRD39,561.734,563.3371,7.28,8.98755
ANKRD40,651.0125,840.6868,8.4,8.868889999999999
ANKRD42,121.4767,135.3453,5.32,6.03587
ANKRD44,745.6006,835.941,9.52,10.6365
ANKRD45,4.5602,6.3201,3.5,3.8384
ANKRD46,130.3336,95.4743,5.18,7.25822
ANKRD49,380.4097,268.3131,8.41,8.74815
ANKRD50,42.2821,58.6023,4.74,3.94789
ANKRD52,277.0237,311.258,5.63,8.54852
ANKRD53,29.3549,25.2494,5.37,5.92782
ANKRD54,187.6796,147.6262,6.49,7.613919999999999
ANKRD55,21.4278,27.7807,6.13,4.7100599999999995
ANKRD6,138.6275,76.5642,5.24,6.927219999999999
ANKRD60,40.3099,41.468999999999994,6.72,5.04988
ANKRD61,14.3705,19.7603,4.66,4.24437
ANKRD62,7.6322,8.4625,4.11,3.28818
ANKRD62P1,3.9556,4.6314,4.0,3.25617
ANKRD7,10.2816,5.9642,3.22,3.31448
ANKRD9,48.3841,66.1589,6.46,5.79322
ANKS1A,199.4697,292.1273,6.05,7.196610000000001
ANKS1B,10.372,10.7735,3.77,3.96673
ANKS3,49.0725,47.4376,6.14,6.18688
ANKS4B,29.7376,32.6656,4.65,4.53377
ANKS6,117.6751,98.1015,5.3,6.72105
ANKZF1,170.9038,101.0797,7.36,8.41372
ANLN,564.4135,291.3914,3.91,7.65537
ANO1,9.6025,8.4895,4.64,4.8951400000000005
ANO10,216.783,435.3055,5.73,7.798769999999999
ANO2,20.0472,14.9709,4.22,4.02806
ANO3,12.5848,11.6402,3.8,3.96673
ANO4,11.7683,12.5496,3.9,3.7007199999999996
ANO5,5.8188,6.4039,3.24,2.9816
ANO6,352.9509,1352.5743,8.0,9.30991
ANO7,46.9233,47.5042,5.95,5.75102
ANO8,59.7133,123.9718,6.93,7.6094800000000005
ANO9,348.168,205.8035,5.75,9.581539999999999
ANP32A,1157.9652999999998,681.9988500000001,10.469999999999999,10.126945
ANP32A-IT1,31.671999999999997,24.3353,5.42,6.3195
ANP32B,1958.4885,1206.3087,10.91,9.729280000000001
ANP32C,308.9764,185.1883,9.0,8.06583
ANP32D,10.7001,7.0213,4.77,3.29961
ANP32E,581.4317,299.2618,9.82,8.064
ANPEP,76.0885,3090.2274,5.47,5.11152
ANTXR1,11.138,12.8741,4.16,3.57263
ANTXR2,466.5,1752.5466,8.03,8.11646
ANTXRL,13.8008,8.2647,4.17,4.52721
ANXA1,422.3555,4334.9152,11.24,11.8128
ANXA10,9.1147,10.7606,3.92,3.60851
ANXA11,1705.3614,3270.784,7.56,10.7966
ANXA13,11.6178,11.5186,4.75,4.17251
ANXA2,935.3935,3082.3096,7.43,9.19973
ANXA2P1,76.86,277.6019,5.39,6.47691
ANXA2P2,1145.2876,4348.637,6.82,10.7882
ANXA2P3,33.548,74.5159,5.16,5.31153
ANXA2R,146.1773,84.7275,6.93,9.091380000000001
ANXA3,25.11,45.2824,3.49,4.19906
ANXA4,444.3848,937.5168,5.51,8.22521
ANXA5,1590.0309,3247.7053,9.1,10.8074
ANXA6,4191.9236,2347.7103,9.03,12.3535
ANXA7,596.4490000000001,678.544,8.9,8.68539
ANXA8,29.524866666666664,36.204100000000004,5.41,5.162466666666667
ANXA9,41.387,54.9229,5.77,5.2936
AOAH,70.9305,827.9755,7.15,9.62396
AOC1,30.5881,29.0343,5.53,4.53969
AOC2,28.4919,32.2739,5.11,4.63419
AOC3,56.935900000000004,54.42255,6.379999999999999,5.793365
AOX1,7.3627,8.6128,3.49,4.08893
AP1AR,183.7183,241.9216,7.64,7.178999999999999
AP1B1,1202.9952,788.9999,6.05,9.04354
AP1G1,1365.7735,1375.8918,9.38,10.2052
AP1G2,731.7037,478.5263,6.66,10.3871
AP1M1,738.7639999999999,612.2935,4.97,9.93338
AP1M2,23.8954,25.7389,5.14,4.95094
AP1S1,348.2347,322.0542,6.49,8.13423
AP1S2,354.98395,373.2033,5.59,8.302605
AP1S3,249.6004,59.373999999999995,3.51,5.51855
AP2A1,753.1947,856.5946,5.14,9.1498
AP2A2,265.2639,354.3758,6.38,8.629589999999999
AP2B1,1016.1578,1002.8543,8.48,10.8171
AP2M1,1420.2522,2003.848,7.81,10.1426
AP2S1,487.4197,891.7604,7.48,9.340689999999999
AP3B1,750.0868,856.2657,7.9,9.53605
AP3B2,20.4243,28.1869,5.6,5.03423
AP3D1,847.773,1229.595,6.39,9.38003
AP3M1,931.1706,689.9246,8.02,9.65943
AP3M2,229.0124,204.4435,8.28,7.91637
AP3S1,414.5752,334.534,8.46,9.1844
AP4B1,479.6908,313.7099,8.89,8.57273
AP4E1,164.3043,241.5231,6.74,7.26273
AP4M1,134.5517,90.1968,5.36,6.49578
AP4S1,62.5483,58.7141,6.65,6.43478
AP5B1,140.6482,415.212,6.39,7.07995
AP5M1,340.5656,338.218,7.53,8.78608
AP5S1,252.0754,251.7984,5.68,7.739739999999999
AP5Z1,171.4161,178.2123,6.9,8.12769
APAF1,248.1095,211.4428,6.86,7.63753
APBA1,26.9981,30.8502,5.56,5.14511
APBA2,15.4395,44.2099,7.09,8.95645
APBA3,122.2356,178.4881,5.57,7.882160000000001
APBB1,135.4264,89.5691,6.3,7.628489999999999
APBB1IP,1188.7974,881.7865,8.82,10.0708
APBB2,55.3043,70.9256,4.47,4.33099
APBB3,357.908,311.8709,5.54,8.70855
APC,105.1567,104.4114,7.48,6.9673300000000005
APC2,27.6044,28.7422,5.78,6.1419
APCDD1,195.7685,56.0732,5.37,5.26279
APCDD1L,70.9973,79.7156,6.89,5.9637
APCS,19.2381,23.2886,5.22,4.54533
APEH,699.6965,632.9904,7.07,9.079989999999999
APEX1,3628.0817,2673.1004,10.03,11.3394
APEX2,488.6841,475.0499,5.76,8.05366
APH1A,784.5667,745.0813,6.0,9.13262
APH1B,135.2015,143.3552,5.59,7.044169999999999
API5,1760.2152,1301.5474,9.04,10.5118
APIP,323.3435,166.2708,6.22,7.027310000000001
APITD1-CORT,78.9385,62.8415,5.56,5.16406
APLF,141.0415,102.2764,5.82,8.10254
APLN,41.5169,41.2119,6.17,6.27559
APLNR,23.7612,26.5993,5.65,4.828
APLP1,43.0627,40.7365,5.53,5.6028
APLP2,482.6604,2731.7457,7.4,7.88858
APMAP,115.8529,244.9647,6.87,7.837999999999999
APOA1,54.2671,53.198350000000005,6.525,5.831215
APOA1BP,1083.7539,963.6777,7.35,10.2084
APOA2,35.4904,88.0086,5.54,4.5037199999999995
APOA4,39.0715,52.2132,6.07,5.494555
APOA5,31.4703,32.7666,5.2,5.7663
APOB,13.1144,13.617,4.7,4.45589
APOBEC1,19.5082,18.9277,4.93,4.77121
APOBEC2,13.7798,20.9324,5.68,4.880319999999999
APOBEC3A,65.7883,1831.069,5.56,4.746519999999999
APOBEC3B,1298.5447,530.6577,5.25,6.31665
APOBEC3C,2188.2603,1636.3263,7.33,11.3421
APOBEC3D,1557.4622,761.1418,8.12,9.97317
APOBEC3F,1363.8194,651.1627,7.1,9.606010000000001
APOBEC3G,589.8595,396.4774,6.61,9.54916
APOBEC3H,131.1495,130.8264,5.37,9.3447
APOBEC4,9.2261,9.8783,3.7,3.5884300000000002
APOBR,38.7773,109.2337,5.75,5.40402
APOC1,25.9491,48.5296,5.39,5.23576
APOC2,41.8893,119.0298,6.55,6.32446
APOC3,33.6896,32.9614,6.0,5.6178349999999995
APOC4,52.3736,52.8309,6.19,6.67243
APOC4-APOC2,9.979,12.7894,4.65,4.734380000000001
APOD,27.1427,41.6479,5.2,4.799119999999999
APOE,45.3206,60.3091,6.9,6.03325
APOF,11.1778,7.0191,4.06,5.58756
APOH,6.24,6.1999,3.73,3.66756
APOL1,253.472,811.9333,6.85,8.625739999999999
APOL2,275.8207,337.9503,6.14,8.15577
APOL3,460.5189,766.0603,6.5,7.87587
APOL4,54.1217,37.175,4.67,4.41328
APOL5,14.2722,12.9842,4.16,3.78139
APOL6,638.7016,926.971,7.55,10.1524
APOLD1,59.7179,41.5156,5.4,6.76311
APOM,79.1618,56.8373,6.52,5.83205
APOO,762.2309,937.7839,6.62,8.975539999999999
APOOL,371.2176,253.5859,5.76,8.47695
APOPT1,124.24600000000001,115.9253,5.85,6.833019999999999
APP,713.1236,2805.8028,7.47,7.55731
APPBP2,277.41900000000004,206.0696,8.96,8.12546
APPL1,874.665,646.9075,7.94,9.306280000000001
APPL2,194.7712,241.524,8.27,8.26039
APRT,251.666,255.9399,7.14,9.06882
APTX,125.5115,107.4467,7.43,6.721
AQP1,21.0563,20.0812,5.11,4.51642
AQP10,12.3132,15.9945,5.0,4.4878
AQP11,20.5782,22.1585,6.17,4.1098300000000005
AQP12B,63.03915,75.61240000000001,7.345,6.811730000000001
AQP2,26.4456,33.3485,6.54,5.9046400000000006
AQP3,240.2411,449.8161,7.31,10.5002
AQP4,6.922000000000001,7.6875,3.71,4.228330000000001
AQP4-AS1,2.2588,3.1287,4.03,3.6634800000000003
AQP5,32.5049,34.1177,6.29,5.657830000000001
AQP6,20.2,24.5422,5.3,5.29433
AQP7,56.5713,58.1103,6.52,6.37405
AQP7P1,22.613474999999998,21.105625,5.2124999999999995,4.902072499999999
AQP8,41.0744,39.1799,6.3,5.626580000000001
AQP9,62.8121,3144.4278,4.74,3.97493
AQPEP,10.8969,9.5132,3.67,3.4978800000000003
AQR,1112.4141,938.7167,8.94,9.98017
AR,25.1548,28.2615,4.92,4.54486
ARAF,672.2205,708.5801,6.4,9.25692
ARAFP2,23.7612,24.5389,5.35,4.796119999999999
ARAP1,419.5223,608.8535,6.07,8.35471
ARAP2,374.0874,428.0482,8.61,8.60427
ARAP3,53.4302,156.7755,6.0,5.88318
ARC,67.5607,73.5906,7.24,6.63998
ARCN1,1015.5488,1101.7566,8.99,10.3587
AREG,119.03049999999999,94.01085,6.705,3.949515
AREL1,606.3152,794.9487,7.79,9.761610000000001
ARF1,2763.3148,3417.3194,8.28,11.2861
ARF3,2285.9376,2933.2006,8.03,10.6008
ARF4,1271.3791,1724.5733,7.82,10.6438
ARF5,733.7317,701.5745,6.93,10.0388
ARF6,2391.4628,1899.9209,6.35,12.1406
ARFGAP1,285.8892,337.9478,6.68,7.790439999999999
ARFGAP2,444.9542,332.2636,6.06,8.82718
ARFGAP3,237.0931,521.0628,7.95,8.511510000000001
ARFGEF1,383.2267,424.5612,8.68,9.6172
ARFGEF2,673.9985,601.8954,8.64,8.83842
ARFIP1,235.3297,291.8666,6.52,8.32086
ARFIP2,448.827,339.2478,6.14,8.9526
ARFRP1,106.7353,128.53,6.49,7.35078
ARG1,7.4711,7.5452,4.7,3.91475
ARG2,63.2938,55.8855,6.21,5.75102
ARGFX,4.0296,7.2427,3.56,3.7553199999999998
ARGLU1,799.2367,449.2461,10.75,10.1034
ARHGAP1,1323.3604,1345.0029,6.59,10.6468
ARHGAP10,29.416999999999998,388.8069,6.03,5.48192
ARHGAP11A,637.3495,295.9523,4.23,7.02093
ARHGAP11B,631.9331,288.3238,5.65,8.20951
ARHGAP12,224.2507,369.0467,9.22,8.25513
ARHGAP15,1055.5627,559.9367,10.93,11.0949
ARHGAP17,717.321,474.6798,6.72,8.91893
ARHGAP18,374.459,1412.6157,6.95,6.35275
ARHGAP19,700.4049,432.8624,7.95,8.33661
ARHGAP20,36.0157,20.5937,4.54,3.5388900000000003
ARHGAP21,220.5752,500.0515,6.19,6.610119999999999
ARHGAP22,44.4826,71.7505,5.22,4.86773
ARHGAP23,63.1181,83.4574,6.3,5.86864
ARHGAP24,174.7702,31.7954,4.44,4.169490000000001
ARHGAP25,1666.3013,795.9288,8.64,9.94473
ARHGAP26,143.3499,831.8965,6.85,9.49417
ARHGAP27,140.68185,100.7998,6.4399999999999995,6.70387
ARHGAP28,4.3132,4.8452,3.44,3.8328800000000003
ARHGAP29,5.478,4.4496,3.28,3.69841
ARHGAP30,499.5549,425.7092,8.46,9.82727
ARHGAP31,267.0543,1835.8163,4.9,4.00906
ARHGAP32,108.0808,66.5336,4.66,5.41031
ARHGAP33,108.4791,78.2457,6.18,6.35794
ARHGAP35,254.4922,294.7117,9.08,8.35471
ARHGAP36,15.578,14.8895,4.4,4.376180000000001
ARHGAP39,38.8356,33.2668,5.96,5.636340000000001
ARHGAP4,444.5717,359.2098,6.97,10.1257
ARHGAP40,22.7384,22.1589,5.49,5.46444
ARHGAP42,128.9999,17.5588,3.84,3.6584800000000004
ARHGAP44,41.8071,24.5106,5.04,5.19153
ARHGAP5,167.0192,126.8015,7.52,7.49684
ARHGAP5-AS1,28.0123,30.4307,5.56,4.60525
ARHGAP6,22.2313,26.3765,4.62,3.8965
ARHGAP9,518.7221,289.8401,7.77,8.48659
ARHGDIA,1420.84505,1484.9676,7.1,10.25875
ARHGDIB,3517.3111,3229.1090000000004,11.85,12.1728
ARHGDIG,43.15405,54.70895,6.3,5.55744
ARHGEF1,413.4484,342.1822,7.0,9.62889
ARHGEF10,34.24535,32.43945,4.76,4.94771
ARHGEF10L,44.2989,208.1643,5.65,5.89666
ARHGEF11,42.2592,572.701,5.7,6.05933
ARHGEF12,218.4939,181.9569,4.96,8.13214
ARHGEF15,64.8386,63.3886,6.52,5.80499
ARHGEF16,33.2853,39.3133,6.05,5.24555
ARHGEF17,55.443999999999996,76.5949,6.05,5.63898
ARHGEF18,292.8563,282.2913,7.16,9.10771
ARHGEF19,86.6999,87.8435,5.99,6.43806
ARHGEF2,502.1068,750.5947,5.89,9.128910000000001
ARHGEF25,45.9656,38.6991,5.31,5.03423
ARHGEF26,9.6601,8.5959,3.55,3.4602699999999995
ARHGEF28,15.9106,15.9579,5.03,4.22715
ARHGEF3,575.3195,468.0957,8.63,10.6985
ARHGEF35,154.9442,63.7095,5.72,8.01117
ARHGEF37,15.0656,21.8666,5.16,4.81037
ARHGEF38,7.3236,6.1339,3.82,3.94381
ARHGEF39,276.4453,152.911,6.31,6.1102300000000005
ARHGEF4,33.9981,29.0712,5.9,5.11152
ARHGEF40,29.8893,76.9136,5.07,4.8445800000000006
ARHGEF5,163.6108,70.5438,6.06,7.43955
ARHGEF6,784.0244,633.2729,9.65,10.6425
ARHGEF7,595.5385,408.8893,7.87,8.814919999999999
ARHGEF9,326.7117,172.3219,7.22,8.67428
ARID1A,861.9441,906.9461,8.0,10.1588
ARID1B,721.7143,491.6583,7.08,8.68597
ARID2,337.0071,432.0283,8.47,9.56197
ARID3A,206.1749,245.5635,6.51,7.8463899999999995
ARID3B,254.4054,197.7924,7.155,7.901204999999999
ARID3C,19.6741,24.2151,6.16,5.77996
ARID4A,287.4909,227.4915,9.71,7.78092
ARID4B,298.4477,191.2055,9.85,8.31751
ARID5A,400.63960000000003,474.4408,6.279999999999999,8.265425
ARID5B,1298.0427,913.0125,9.84,9.94536
ARIH1,1152.7235,1018.7324,9.27,9.95326
ARIH2,589.7483,696.2582,8.14,9.54787
ARIH2OS,83.9023,92.3959,6.21,7.209560000000001
ARL1,507.0864,495.796,7.85,8.7839
ARL10,82.6537,62.4725,5.72,6.93411
ARL11,306.9035,163.9356,4.8,4.72556
ARL13A,7.0183,4.0795,3.85,3.50211
ARL13B,224.7826,200.7456,5.99,6.5229800000000004
ARL14,8.919,10.8465,3.82,3.3911800000000003
ARL14EP,278.6515,185.9312,10.31,8.917810000000001
ARL15,150.7848,294.3493,6.72,8.3196
ARL17B,437.19430000000006,282.50463333333335,8.209999999999999,10.191293333333334
ARL2,2177.5836,1291.9109,7.06,10.8302
ARL2BP,792.7672,850.2835,9.23,9.95617
ARL3,104.2053,133.7398,7.81,7.04433
ARL4A,63.6264,126.9852,7.28,4.1959599999999995
ARL4C,128.5572,161.6215,9.03,10.3636
ARL4D,59.8115,34.7473,5.86,4.9596599999999995
ARL5A,613.4193,456.046,8.44,9.06166
ARL5B,527.2813,667.9434,7.37,9.59623
ARL5C,20.418,24.8467,4.49,3.54342
ARL6,40.0202,29.787,5.2,5.25416
ARL6IP1,4014.5899,4014.5899,11.17,12.3642
ARL6IP4,598.906,492.0501,7.24,9.47332
ARL6IP5,2305.8508,3134.6466,10.02,11.03
ARL6IP6,354.7377,230.2279,5.15,7.6394
ARL8A,793.6869,1585.9475,6.14,9.673639999999999
ARL8B,1006.2975,1368.8602,8.28,9.56197
ARL9,9.6698,8.5717,4.27,4.03625
ARMC1,258.2111,193.3036,6.48,7.555339999999999
ARMC10,253.8403,218.4964,5.73,7.676494999999999
ARMC12,58.4546,44.9342,5.76,5.55775
ARMC2,38.7398,24.8713,5.66,5.1368
ARMC3,7.9907,7.1514,3.69,3.45951
ARMC4,7.7055,12.8682,3.54,4.15729
ARMC5,61.1068,69.9649,5.79,5.99728
ARMC6,183.1165,134.4866,5.53,7.81653
ARMC7,156.92600000000002,155.935,5.38,6.51208
ARMC8,353.0202,368.5208,8.34,8.99784
ARMC9,73.7259,42.7204,4.52,5.21358
ARMCX1,26.7485,42.5391,4.27,3.91195
ARMCX2,75.3695,34.0078,4.83,4.1433599999999995
ARMCX3,84.999,63.8208,7.45,6.4307099999999995
ARMCX4,19.3838,14.9042,4.53,3.79375
ARMCX5,102.9535,102.1869,5.21,5.90445
ARMCX6,386.14840000000004,229.53205,7.2,8.262835
ARNT,808.8103,698.8732,7.59,9.81595
ARNT2,33.9552,437.2325,5.22,4.4549900000000004
ARNTL,196.28900000000002,310.894,6.7,9.64316
ARNTL2,248.3414,591.0237,4.35,5.58063
ARPC1A,644.102,554.7838,8.15,9.333839999999999
ARPC1B,4778.0149,4619.6254,6.69,11.4569
ARPC2,5908.9089,5352.8277,10.99,12.4582
ARPC3,2088.1248,2133.894,7.54,10.7023
ARPC4,2490.6337,1874.658,7.85,11.2316
ARPC5,1930.325,1367.8371,9.25,9.57882
ARPC5L,409.9535,169.856,7.51,7.99723
ARPIN,56.9007,94.2305,5.66,6.09438
