,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8
KCNH2,1.368344,2.338107,2.070291,1.529397,2.0035758,0.618576,0.9080594,1.348955,2.024405
KCNH3,2.632043415,2.384265,6.01256,4.5688,1.934195343,1.731927,1.341664,3.393542,1.984581949
KCNH4,0.0220896,0.0590478,0.18514,0.0315821,0,0.0833954,0,0.0670901,0
KCNH5,0,0,0.260943,0,0,0,0,0,0
KCNH6,0.157974,0.564426,2.013777,0.474147,0.2190808,0.0876901,0.267915,0.1306036,0.1647048
KCNH7,0.0450823,0.117982,0.0127222,0.04883,0.08239,0,0.0389332,0,0.0929234
KCNH8,0.1513475,0.0736965,0.625152,0.867626,0.078014,0.206723,0.0677994,0.163281,0.234345047
KCNIP1,0,0,0,0,0.109306,0,0,0.0465345,0
KCNIP2,0.440901384,0.5484061,2.902511095,2.071046957,1.042490068,0.545401,0.587151366,0.64465428,0.737612746
KCNIP3,0.0395663,0,0.1053447,0,0,0,0,0,0
KCNIP4,0.4791308,0,0.666117,0.6385818,0.175816,0.08942342,0.2454688,0.04624748,0.3264048
KCNJ10,0.0827861,0.0252201,0.148271,0.0935132,0,0,0.0375281,0,0.157057
KCNJ11,0.112708,0.44743,3.24975,0.716004,0.0431936,0.524932,0.253853,0.188746,0.288377
KCNJ12,0.0201636,0,0.0748956,0.0245066,0,0.0240252,0.0405778,0.0214259,0.0795758
KCNJ13,0,0,0.485628,0.0784809,0,0.0647612,0.00517723,0,0
KCNJ14,0.6370771,1.440575,6.4048965,1.7309973,0.484168,1.15745,0.656635,0.408213,0.9595769
KCNJ15,1.081715,1.47134,1.38825,2.687002,2.10435,0.964797,0.695192,1.111265,0.250735
KCNJ16,0,0,0.0215212,0,0,0,0,0.0175471,0
KCNJ1,0.0299886,0.107912,0.325817,0.616338,0,0.106141,0.0517965,0.105312,0
KCNJ2,1.255870051,3.34652677,7.75112,3.192443,1.4132607,2.7679629,2.414400223,0.827743575,1.6308965
KCNJ3,0.00652274,0,0.0303719,0,0.110954,0,0,0,0
KCNJ4,0,0.0474849,0,0.0660338,0,0,0.0239319,0,0.0856788
KCNJ5,0.282751,1.432652,6.35655,1.04667,0.428436,0.511533856,0.488043,0.306311,0.48914
KCNJ6,0,0,0.120009,0.0502486,0,0,0,0,0
KCNJ8,0,0,0.0341901,0,0.124902,0.0115506,0,0,0.136214
KCNJ9,0.0172303,0,0.148665,0,0,0,0,0,0
KCNK10,0.0623958,0.0837252,0.157771,0.272675,0.115859,0.12908,0.1024436,0.0548805,0.0782662
KCNK12,0.959985,1.03825,1.18038,0.341645,0.57838,0.156895,0.839812,0.478053,0.501103
KCNK13,1.91409,0.962565,0.538198,0.826277,2.0269,1.29821,0.658809,0.92678,0.886265
KCNK15,0,0,0,0,0.0221518,0,0,0,0
KCNK16,0,0,0,0,0,0,0,0,0
KCNK17,0.0903882,0.0929299,0.802638,2.245204,0.36691,0.3998967,0.361025,0.4154405,0
KCNK18,0,0,0,0,0,0,0,0,0
KCNK1,0,0,0,0.0967529,0.137856,0.035484,0.0623379,0.150724,0.0250567
KCNK2,0,0,0.0922749,0.0257248,0,0.0297333,0.00930749,0.0182203,0.0109964
KCNK3,0.108907,0.288597,1.54162,0.274353,0.0514388,0.296621,0.147067,0.152167,0.0539844
KCNK4,0,0,0.030414358,0.046694089,0.0151512,0,0,0,0
KCNK5,0.252164,0.207404,0.419848,0.152951,0.184337,0.468789,0.233607,0.17058,0.103952
KCNK6,14.5656,16.12271,20.82511,22.25336,16.24885,13.37909,15.57546,15.154632,11.38707
KCNK7,0.811469,2.130007381,3.333602,3.456665,0.796089,1.057256,1.2203601,0.598852,1.340144
KCNK9,0,0,0.0763455,0.0325282,0,0.154752,0.0117888,0,0
KCNMA1,0.7271433,0.359606,2.310194701,0.2954142,1.4817507,0.8379988,1.897599347,1.027984,0.0647101
KCNMB1,3.64969,2.298598,7.6176,10.78817,2.723434,4.059397,4.044203,6.0507442,3.5082714
KCNMB2,0,0,0,0,0,0,0,0,0
KCNMB3,1.555281,2.80772378,5.11291,2.273824,1.107106,3.1524803,1.38965,1.208004,2.510747
KCNMB4,2.57677,2.02588,0.739386,0.928762,2.44438,1.39655,1.50535,2.54842,1.57328
KCNN1,0,0,0.05295894,0,0,0,0.00982229,0,0
KCNN2,0.287255,0.129327,0.901276,0.373762,0.321065,0.0676258,0.033123,0.100443,0.150674
KCNN3,0.2232193,0,0.141881,0.11702,0.4004136,0.0772501,0,0.0269084,0.340473
KCNN4,12.08604,9.47696,27.727601,19.35725,9.69421,10.94359,8.68501,6.568802,6.32197
KCNQ1DN,0,0,0.229494,0,0,0,0,0,0
KCNQ1OT1,0.0937909,0.393279,0.653443,0.26589,0.103195,0.136165,0.0940974,0.0906118,0.0859964
KCNQ1,39.162812,27.064165,20.7099,32.74184554,36.38639,28.55643,31.1028,43.607293,30.890812
KCNQ2,0.0995212,0.179059555,0.0386167,0.026234464,0.068100762,0,0,0.014629331,0.017019596
KCNQ3,0.168514,0,0,0.054180108,0.0608037,0,0,0,0.029291103
KCNQ4,0.119797,0,0.0348632,0.0864109,0,0.145779,0.09743109,0,0.0830504
KCNQ5,1.71623504,0.916982,1.047744386,0.867759366,1.016740132,1.359351731,0.64969577,0.702847632,1.091012854
KCNRG,0.481983,1.55552,2.35764,0.894894,0.319865,0.852903,0.70904,0.434389,0.532794
KCNS1,0.0119768,0,0.030982,0.16648,0.0432151,0,0.0103432,0.0848768,0.0246865
KCNS2,0,0,0,0,0,0,0,0,0
KCNS3,0,0,0,0,0,0,0.0129662,0,0
KCNT1,0.0170467,0,0.3757389,0.3312527,0.0336575,0,0.0540822,0.0153839,0.0911154
KCNT2,0,0,0,0,0,0,0,0,0
KCNU1,0,0,0,0,0,0,0,0,0
KCNV1,0,0,0.0276911,0,0,0,0,0,0
KCNV2,0.00933803,0.134409,0.0724678,0.0333772,0,0.0807909,0.0403218,0,0
KCP,0.37618421,0.3392857,2.06741,1.091204,0.1383756,0.1762372,0.1242155,0.0812102,0.0715109
KCTD10,11.89260013,8.051199436,13.71412112,15.67368034,11.14408198,10.55941277,12.85007989,12.84082802,13.76550185
KCTD11,3.73316,5.11968,4.21251,4.42745,4.78415,4.35057,3.97021,5.17785,4.397
KCTD12,72.363,34.7307,26.3229,71.3187,64.4531,40.0414,51.3553,60.8775,51.3979
KCTD13,9.72225,8.08151,25.10376,20.42707,6.24308,7.50912,6.61732,7.78871,7.93936
KCTD14,0.190072,0.890231,0.229453,0.0503244,0.408228,0.240856,0.0638348,0.485078,0.37001
KCTD15,5.369783416,2.63889759,9.041024,9.201652,3.92928933,5.673796,5.791786,5.180810039,5.6208944
KCTD16,0,0,0.0103481,0,0.00515501,0,0,0.0291086,0
KCTD17,16.14928,14.021478,18.65193,21.09656,14.4761,15.621965,14.70075,22.82375,15.59533
KCTD18,20.404311,12.24393,26.65724,21.25057,18.4925,15.96087,14.87986,15.701233,18.675368
KCTD19,0.141432,0.228782,0.990362,0.374307,0.105317,0.0457764,0.120967,0.0849995,0.066019
KCTD1,1.8677447,1.100536,1.6716721,0.850915,0.9771487,1.0489062,1.194783,1.04065,1.4299363
KCTD20,38.53667071,19.51535,25.93420029,45.39936,39.32476955,32.08845,34.60976002,33.82014738,37.9802868
KCTD21,2.66744,1.24549,2.99002,3.22984,2.17581,2.00083,1.87295,2.30919,1.87587
KCTD2,19.42429,15.75597,18.593685,22.20081,20.2234964,20.23805,17.542401,19.01801,18.28372
KCTD3,3.5117201,1.881507713,2.52386,5.805641242,4.372803001,2.5752812,3.370326541,3.75135108,2.901061903
KCTD4,0.0827672,0,0,0.108474,0,0,0,0,0
KCTD5,14.9712,11.3251,17.3939,16.4363,10.4822,12.1563,11.9071,13.0595,13.3652
KCTD6,6.57222,5.496647,10.86178,11.40144,8.093266,6.55305,10.4987,5.289704,9.643165
KCTD7,5.3742184,3.0523,10.7306,8.815,4.58816,4.75012,3.11143,2.71054,4.22086
KCTD8,0,0,0,0,0,0,0,0,0
KCTD9,7.66583,3.48019,9.2655,10.09573,5.120984,6.55494,3.647701,4.1407,8.77261
KDELC1,0.432691,0.0513299,0.297045,0.376732,0.334554,0.438494,0.215581,0.23377,0.58314
KDELC2,6.47581,3.49548,5.97541,5.43597,4.313856,5.085596,4.530826,3.763999,4.729337
KDELR1,76.82684,82.38369,64.9876,78.5086,98.32677,74.99169,83.2053,102.362517,72.72164
KDELR2,30.687231,30.2833,22.7636,29.5164054,37.4953,33.3668,31.4375,35.2162,32.7316
KDELR3,0.0585632,0.64224,1.061782,0.1706907,0.303878,0.322431,0.1587629,0.1924,0.2213017
KDM1A,26.12602,15.157,24.16413,30.0855,22.80469,19.79848,20.83368,22.40684,26.10211
KDM1B,23.85956,13.643942,24.05716437,36.36554,21.38543305,22.84296,24.23277,21.70099571,30.98704001
KDM2A,36.830413,30.65626001,84.62663,85.57229,36.599658,41.14090003,36.031948,35.616141,41.669793
KDM2B,26.714843,19.83782814,45.385629,46.10138279,23.9172302,24.07050925,22.566036,23.1478335,28.38331654
KDM3A,16.307269,11.848378,34.69591,35.71917,13.03325908,16.845776,13.924648,10.492139,19.27453007
KDM3B,21.42286396,15.34508,38.73567,40.77795,19.0745,18.81361,17.232257,14.89216112,17.9236915
KDM4A,9.56071,5.522882906,9.52733,11.8568967,7.19591,7.92384,6.02094,7.53411,8.82325
KDM4B,17.721688,11.962347,22.91132,23.056841,22.1219198,15.018881,14.664903,18.652294,16.364171
KDM4C,20.96333769,18.537625,37.33865992,35.93514501,18.05287097,23.200063,17.738635,20.62897953,22.6670473
KDM4E,0,0,0.0928061,0.00890513,0,0,0.0322739,0.0908025,0.0231088
KDM4D,0.310551,0.144581,0.0636612,0.139624,0.0724878,0.271909,0.0809639,0.258046,0.138891
KDM5A,17.62513,15.64558,18.49223,22.01591,13.14801,18.870949,13.61429,12.62147114,16.164352
KDM5B,4.871198,3.00074,7.53567,9.14951,3.56767,4.46803,3.30002,3.6560337,4.50646
KDM5C,18.99155,10.071717,23.81434,27.76566,9.7508392,8.80431907,8.910286,9.996172,10.34781
KDM5D,0.00633373,0,99.12820696,78.53518821,5.125436,5.66417664,4.875446,6.1884075,6.10354295
KDM6A,12.49243474,7.615074,14.3943901,16.4478706,6.056259,5.960834,5.354542064,6.257670339,8.744665229
KDM6B,18.89036,11.70986,25.65246,28.13715,13.13509,11.71575,10.25416,14.56198,11.91537
KDR,0,0.0823038,0.125272,0.0104065,0,0,0.00492736,0.0209506,0.0354136
KDSR,13.38931,8.85265,12.2197,8.21869,11.971974,10.8941,8.63981,10.1771,12.6581
KEAP1,20.658343,18.03221,16.28483,14.94797,19.38032,21.26074,16.47929,20.92842,17.64098
KEL,0.144003,0.0846014,0.23415,0.179742,0,0.0377541,0.124361,0.072894,0.0918724
KERA,0,0,0,0,0,0,0,0,0
KHDC1L,0,0,0,0,0,0,0.355107,0,0
KHDC1,0.821949,0.20330147,0.908465,0.598068,0.3340623,0.500269,0.660634,0.4169901,1.058001
KHDRBS1,143.42397,92.492583,82.584666,109.154039,129.74131,114.76078,112.45794,123.291773,131.1969
KHDRBS2,0.745167,1.65732,1.90009,1.08713,0.399783,0.729628,0.216698,0.672613,0.493694
KHDRBS3,0.341431,0.819417,0.306203,0.26863,0.0581096,0.199502,0.129056,0.0213994,0.1540113
KHK,2.380885,4.862524,3.347859425,4.0353986,3.02428,2.9240802,2.590861,6.01823,3.764055
KHNYN,16.58476,8.678770067,25.25535288,38.48523108,14.56787,14.38498001,12.79498,14.173485,14.18592
KHSRP,57.2793,38.0205,47.931,64.1526,50.1787,43.5999,43.8619,55.4638,48.368
PUM3,8.48708,4.968894,12.7932652,12.57403608,6.074260971,8.294524079,6.48481,6.59094014,8.689860584
KIAA0040,23.233057,11.2369,16.1838501,18.86009647,17.431852,16.727339,14.83122,20.03109,17.08116509
KIAA0087,0.177092,0.325553,1.1082,0.237808,0.0813245,0.276001,0.236727,0.0154154,0.13904
EMC1,12.61433817,8.879400072,18.33363558,15.41158061,10.5513504,8.09690682,11.66119401,11.810107,12.28813265
KIAA0100,52.54198,47.670463,57.104691,69.66556,49.893192,51.597563,47.9433908,53.3375429,46.278687
KIAA0101,5.008359,6.633009,10.48691,4.773051,6.25822,4.99171,7.6316,2.822311,3.94375
DANCR,44.581278,39.2004,46.84860461,49.4334,49.86261234,43.5216,40.61392877,35.2408,44.71386
KIAA0125,9.80886,3.957113,11.58025,12.48084,7.91955,7.18759,5.326689,14.12555,9.342853
KIAA0141,28.06854,23.47198,46.06834,50.576532,34.25601,30.36203,31.01874,27.99138,34.75205
SPIDR,21.209265,21.231023,34.953652,43.77390908,24.421395,18.47638415,21.4459521,22.19482707,22.50958813
IST1,48.431004,49.31311857,124.54862,100.7560023,37.84518,45.5347027,36.46875073,41.324238,39.53018602
GSE1,9.296494,5.6822126,23.973518,30.33448,9.629649872,11.94658,9.79320827,8.773151967,12.421036
TMEM94,14.81503,15.0305323,37.77568,34.12396,15.624826,14.30056,14.281081,16.84496,17.981596
KIAA0196,19.468196,7.40316,10.25391,18.281999,19.71604372,15.092238,12.78792,13.86384,15.43998
RUBCN,14.3842591,11.367975,27.841051,32.025623,13.933688,13.882767,13.282041,12.9039101,17.648423
KIAA0232,9.902420244,6.161393357,8.96569,13.75045,8.16372,7.432920136,7.864297,6.632111186,9.326030072
GLTSCR1L,18.314057,10.57307002,23.543091,24.776546,16.565095,18.508574,14.966083,14.347487,21.924508
SUSD6,24.962573,18.0339,31.7897,47.488185,22.6212,26.675696,24.223454,20.896853,24.632285
CEP170B,0.50269585,0.289237179,0.7891855,0.7064722,0.287822211,0.185579,0.246410912,0.537935,0.9300731
AREL1,16.347103,10.694905,17.155537,19.620331,14.589996,14.653498,12.2256618,12.294448,15.256555
KIAA0319L,32.8599663,36.868402,62.93637,51.45377,28.9882325,31.1747717,28.037315,30.471469,26.0335222
KIAA0319,0.0298444,0.0200484,0.00504436,0.126269,0.100516,0.0639058,0,0,0.0636398
KIAA0355,7.864,5.83677,12.0096,10.8502,6.72621,5.67546,4.90123,6.04457,6.88727
KIAA0368,14.74953,8.945036,17.464829,22.30857,15.245844,13.196594,12.906312,12.513036,15.23236
KIAA0391,25.51281,18.9066248,15.45582,16.510079,18.760289,15.79627,16.801389,16.77428,21.28017
TTI1,6.368017,3.662215,5.7016,8.22477,4.40752,4.407063,4.013315,4.05255,5.297612
KIAA0408,0,0,0.222712,0,0,0.0631702,0.00129927,0,0
AP5Z1,26.074528,22.12663,51.73152,44.25957,23.3151427,22.89971,19.7807333,27.644885,23.532486
CTIF,2.925645,2.786259,3.757710016,6.943293,3.113587,3.395758,3.731281,4.138684,3.516828
KIAA0430,24.51852034,10.9125804,23.6113017,30.965082,20.407641,16.921658,17.039593,17.055144,21.279031
SZT2,6.809283,4.657261,22.71452,20.80415,5.30126,6.274611,4.285108,5.20914,5.944126
EFCAB14,61.6080388,29.033,37.93771,52.947971,47.20732,44.243942,47.18839,40.067296,57.469746
TP73-AS1,8.40187,6.8467,14.11102,11.36626,6.48374,6.53097,5.99349,6.94906,6.5348
KIAA0513,16.792604,13.52454464,20.614893,29.4487188,15.70815219,15.27803776,15.87766,18.46607192,17.418968
C2CD5,9.567437,7.493286,18.619432,17.34529,6.394950731,7.900395588,8.083702581,6.30984373,9.7842385
KIAA0556,2.529728,3.739483,15.39007,12.79035,2.002724,3.583851,2.974603,3.120999,2.613057
CEP104,7.66087,4.53956,14.215,12.40992294,7.72347,5.88188,5.463937,7.30449,7.394206
VWA8,6.515049,4.016153,5.48682,7.25052,5.493508,4.987712,4.696025,4.454769,5.426525
KIAA0586,5.631223858,1.523042,4.969685011,5.741999,4.982169,3.654357,3.495652914,3.729104,4.922436001
PPP1R26,2.50955,1.40897,2.2957,4.13419,1.60974,2.06204,2.0038,2.58146,2.3696
ATG13,31.843678,24.279532,29.787309,32.39221,29.04039209,28.839904,26.4498089,27.629394,30.688648
CLUHP3,1.455356,0.292892,3.729557,5.076531,0.917529,1.032655,1.456552,0.852358,1.18716
CLUH,12.26049,8.50918,26.361,24.34836,10.068689,10.42696,9.49921,10.098207,10.60427
TESPA1,45.37682678,26.88826067,32.09390436,24.29797576,29.856232,22.73737356,20.5812815,28.18364,29.89783016
KIAA0753,3.089155,1.640419,6.067855,7.04559042,2.56105,3.029132,2.5773668,2.8314861,2.818215
MACF1,32.4512759,35.3076762,126.2622246,98.2813652,22.3364204,60.40979,37.7314433,29.9360921,34.735729
UFL1,9.917077502,5.201750046,12.93031531,13.39133368,7.2757048,8.091710145,6.556377,6.108152038,9.5751
MTCL1,0.2046958,0.0359749,0.191649004,0.307462002,0.263784,0.2249124,0.1435371,0.139777,0.234173
ATG14,7.75776,3.330440002,20.61652,17.10701,5.160306,6.653148,4.641892,4.48912,5.92809
MAU2,21.048604,16.294642,40.42568,35.58374,19.551204,20.725525,15.531112,19.0879521,18.357008
KIAA0895L,0.9288526,1.151845,7.000672,6.97562,0.648283,0.3342311,0.5730956,0.589555,0.8121927
KIAA0895,0.31953669,0.240951,2.024986,0.703236,0.246304136,0.2413415,0.28995224,0.3136166,0.14886502
KIAA0907,7.6776984,19.17436,73.344884,38.670675,7.015906,10.702718,8.190854,7.423498,8.188527218
ZSWIM8,19.423558,20.5743735,68.07112322,52.72643356,22.04754248,22.008892,20.2733213,19.06476287,20.3138702
KIAA0922,26.88563,16.63803,44.00614,43.86721,18.64847,21.08594,19.58285,25.48086,26.91616
ICE1,9.34671,4.40782,10.8575,14.4144,8.49323,7.38053,6.60475,6.58493,9.98016
CEP162,1.801999,1.776539094,2.049773,3.656729,1.2589144,1.520872,1.1014276,2.0024,1.785056
TRAPPC8,10.067249,5.76763,15.634063,19.20463003,8.560934,7.78758,6.512995,7.14994,9.591023028
KIAA1024,0.21735,0.010515862,0.432598845,0.377775518,0.039542,0.185902,0.088331101,0.186389939,0.2441725
KIAA1033,17.47390747,6.941156,19.0247737,26.22095,13.38351003,10.68798508,9.9123576,10.12943734,13.55324703
PHF24,0.008904502,0.036619572,0.198096455,0,0.0321296,0.023345438,0.020506572,0.031552047,0.012235912
KIAA1107,0.573531,0.361198,1.369404,1.26258,0.428767,0.467864,0.293058,0.353287,0.563676
KIAA1109,12.990249,8.49498,39.3178975,46.276375,14.180373,13.58135202,14.7458612,12.226403,13.945005
KIAA1143,10.884,8.36443,13.7768,14.4338,10.9811,10.5829,9.68649,11.5494,11.5373
KIAA1147,17.0222,8.72613,19.212,21.1563,10.1368,10.5643,9.53915,11.8057,14.0909
KIAA1161,0.200881,0.256023,0.685955,0.224451,0.0958575,0.197587,0.258111,0.348722,0.155397
KIAA1191,34.80497601,22.29669063,34.33459045,32.39944349,33.49769,31.951307,29.67422392,27.65731564,34.56315911
CEMIP,0.0219392,0.0425437,0.153750002,0.168629002,0.0680539,0.0518516,0.0508829,0.0871925,0.146005001
KIAA1210,0.107936,0.325014,1.15805,0.264667,0.124966,0.151461,0.0976308,0.0312961,0.103355
KIAA1211,0.105674,0.0440993,0.1214,0.15632,0.120954,0.0238141,0.252116229,0.138084,0.094389916
KIAA1217,0.0149746,0,0.315016103,0.062444978,0.081048,0,0.002852774,0.016303351,0.00290435
NWD2,0,0,0,0,0,0,0,0,0
ARFGEF3,0.0312453,0.0610207,0.335476,0.104811,0.0272459,0.0494276,0.0203188,0.0556398,0.05501
KIAA1257,0.1864319,0.457133,0.840813,1.225692,0.7898443,0.7923955,0.164045,0.164264,0.3745097
KANSL1,26.492822,17.669016,37.85951875,50.13764894,25.62593,26.7320461,23.24570736,22.419386,31.584897
PALD1,0.818055,0.540046,1.672912,1.12809,1.35288,1.121389,0.665716,0.963431,0.163933
KIF1BP,2.33743,1.38644,3.56353,3.86428,1.28328,1.88197,1.27806,1.7538,1.86017
KANSL3,11.607104,8.0228504,34.11357757,28.50410563,10.61819504,12.32137793,9.519825013,9.6113525,12.52931875
KIAA1324L,3.4918385,1.20618,4.66676,2.743363,1.906494,0.850238981,2.123683,1.571748796,1.93163004
KIAA1324,6.354657,5.850703,8.192334,4.369175,8.945592001,7.382752398,5.614103,4.282410126,5.490476574
KIAA1328,7.7529424,10.954081,49.640765,34.075694,7.9122166,13.238552,9.1114036,5.938588,9.7052764
FAM214A,10.054677,8.460575,30.23754006,30.57099,9.57796,13.96255,9.43113,9.099919,14.54267
CEP126,0.836996,1.09616,3.840635,2.1560175,0.6380167,1.533353,0.788724,0.428409,0.830281
MAP10,0.592013,0.598896,0.113015,0.41114,0.489562,0.239043,0.317148,0.858162,0.584026
CCDC191,1.76164,1.75738,6.260942,4.74362311,1.463674,1.07005,1.32931,1.738694,2.0183125
UNC79,0.0304812,0.0083569,0.0504639,0.02179,0.0219967,0.0271709,0.0210589,0.0208299,0.0230369
KIAA1429,14.735222,9.295169,11.92283,16.82801105,12.35769,11.63462,11.402676,9.77555,14.131905
CFAP97,19.869599,8.922653,13.27164,15.68359,18.17144,13.95039,12.594925,12.581284,21.99441
RIC1,11.066292,5.505144,12.840436,19.140519,10.51065977,8.259211,9.610003,7.6455018,10.892211
KIAA1462,0.00446168,0.2574983,1.5744899,0.205079,0.064647,0.10855357,0.06993409,0.00803877,0
FAM234B,1.87837,1.70781,3.93266,2.58597,1.17544,1.46006,1.16641,1.67662,1.91
KIAA1468,5.120455,2.403148354,15.131475,19.95054857,2.59564,3.855465,3.62439,3.543878039,3.560911
NYAP2,0.1386954,0.282244,2.5237971,0.937828,0.10768,0.3567,0.224488,0.1243284,0.216343
KIAA1522,1.111666,1.237606,0.581946,2.40601495,1.37321723,1.252041,1.420174,1.690664034,0.881292
KIAA1524,0.975668,1.210642,1.775423,2.164664,1.518873,0.988507,0.702840947,0.7316594,1.688089
UVSSA,3.02528,2.61457,15.16497,18.48869,2.62439,2.879498,2.390227,3.738118,3.511235
FAM214B,12.7831508,12.696262,21.56281639,26.446357,11.53212318,12.45799906,14.5933524,13.5480984,11.29624219
CAMSAP3,0.282926,0.0864999,0.6189799,0.2338959,0.2435083,0.1397,0.0583489,0.2590803,0.252415
KIAA1549,0.083028005,0.225271,0.872787606,0.290688402,0.1709296,0.0910322,0.160771821,0.086837001,0.035181902
KIAA1586,1.68737,0.728132,1.77183,2.40573,1.862412,1.714930008,1.0913,1.2785,1.628181
SHTN1,18.6962382,6.990641111,6.901635,22.85295617,29.2324,15.43955198,13.00188,13.63834,11.803755
TLDC1,1.862618,1.146904,4.026929,2.25393,1.739549,1.530394,1.86785,1.275086,1.20537
KIAA1614,0.2371877,0.233889,0.586685,0.634592,0.0669009,0.429357,0.11461688,0.408357,0.238724
EPG5,4.983328,2.8735,7.2793551,10.26224492,3.348651,3.943302879,4.165898,3.808361,5.548115
KIAA1644,0,0.0709939,0.300375,0.04271,0.0237287,0.0502884,0.0199266,0.00679653,0.0184515
KIAA1671,1.3266817,0.79781,4.6287657,3.78441,2.20306,4.25739,2.15578,0.637438,2.22845
KIAA1683,1.9647751,0.902862,7.394621,3.9790881,0.838328,1.039561,1.036152,1.498838074,1.762125
GPALPP1,9.43473,4.442533,9.01778,11.916085,6.020708,6.87015,4.511884,6.03999,7.528063
CEP44,3.032165,1.88353,6.755341,5.5884242,1.9375369,2.89885,1.6242007,1.61446,1.9446393
KIAA1715,5.473812,2.754755061,6.312356829,6.831089516,6.4377217,5.836092871,6.081484,4.370659529,5.27455102
CEP295,3.076955,4.007097,15.89265,12.69617,2.59647,3.4082098,2.444095,2.530392,2.502088
CIPC,3.688206,3.116247,7.29510919,6.023299445,3.148986,2.646660008,1.61607,2.79615,2.77684
CFAP74,1.36621,5.771635,21.31918,7.230223,1.508384,4.058915,2.140205,1.30746,2.006517
KIAA1755,0.0855147,0.0219688,0.558033,0.180282,0,0.0379431,0.0236049,0.0270785,0.00917201
FOCAD,4.48786,2.821826,4.63095,3.756186,4.9198,3.429355,3.19597,3.288716,2.991604947
MSANTD4,3.44642,2.198026,2.56713,4.028464,2.625807,1.960981,2.103066,2.672127,2.547461
KIAA1841,1.529438001,1.644512,7.938919,3.992405,2.152058,1.696425754,1.318169896,1.272853,1.665910285
WDR97,0.2101758,0.512904,4.02329,2.39725,0.1157251,0.3823649,0.241445,0.2351424,0.3050202
PSMG3-AS1,2.073425,0.82232,1.725177,1.538965007,1.058810135,1.013725,0.910823,1.258067089,1.069386007
KIAA1919,1.09774,1.14037,5.09038,2.66427,0.993111,1.80462,0.964983,1.06242,1.55334
PPP1R18,103.5476,74.94663,92.6948,115.0763,104.7376,98.9128,95.67471,100.5498,106.7237
KIAA1958,1.66998,0.47433,0.837098,1.88904,1.457907,1.58947,0.978851,1.4392,2.165482
CCAR2,41.004606,35.77533,63.19618,58.04041,40.067375,35.606212,31.966593,35.17579,36.98152
CCDC183,0.776161,0.297995,4.613,4.60036,0.401436,0.611308,0.673858,0.255379,0.559063
KIAA2013,66.68184,62.74752,57.8799,64.39716,72.10364,65.93632,78.25115,78.71087,70.79277
USF3,5.081431,2.77507,5.96203,8.10923,4.3675051,4.3205,4.64696,4.143259,5.60805
KIAA2022,0.0938799,0.0648492,0.0660253,0.0961233,0.0816607,0.0507644,0.0380039,0.0350844,0.237346
KIAA2026,14.438894,14.259121,20.735259,23.237755,13.359869,17.639978,15.410079,10.1276645,16.417014
KIDINS220,28.241556,17.918813,24.851191,30.452377,26.624838,24.869764,22.457324,19.277648,28.858714
KIF11,1.963098,1.252025,2.555423,2.097552,2.292743,1.178939,1.288559599,0.963048,1.1884422
KIF12,0,0,0,0,0,0,0,0,0
KIF13A,12.461315,9.432627578,11.967822,18.51447056,14.462768,12.2395674,11.246099,15.726331,13.11504299
KIF13B,6.54696,7.01191,12.218569,12.727743,5.72959,6.968813,6.4761669,7.85085,5.659304
KIF14,0.0755769,0.209863,1.70753,0.487876,0.294476,0.220748,0.225078,0.108693,0.10211
KIF15,0.307135906,0.157886,0.541710588,0.657018506,0.548706878,0.170197593,0.614882,0.23585708,0.366891264
KIF16B,4.243139552,2.733798,3.98725,4.140055,3.958042022,2.218969208,1.595923,3.885735,4.158383265
KIF17,0.0844242,0.119348,0.2282161,0.1508801,0.310062,0.0249008,0.209613,0.248399,0.0978834
