Gene Name,tumor-mcf7,cafs-hs,normal_breast,lymphocytes
AL137792.1,0,0,0,1
RNU6-176P,0,0,0,0
PTAFR,75,32,84,54
DNAJC8,2656,1543,3034,2203
ATPIF1,2777,927,2831,2108
AL353622.1,37,4,38,22
AL353622.2,1,0,1,1
SESN2,894,298,1452,896
MED18,471,241,561,428
PHACTR4,1546,771,1757,1292
CR391992.1,0,0,0,0
RNU6ATAC27P,0,0,0,0
RCC1,3981,1879,4162,3196
SNHG3,866,1008,1062,820
SNORA73A,0,0,0,0
SNORA73B,29,41,17,25
PRDX3P2,1,0,1,1
AL513497.1,27,9,18,15
TRNAU1AP,282,336,336,301
SNHG12,209,376,262,200
SNORD99,1,6,0,1
SNORA61,0,0,0,0
SNORA44,0,0,0,0
SNORA16A,0,0,0,0
TAF12,729,364,744,557
RAB42,3,2,8,3
LINC01715,10,2,11,4
RNU11,0,0,0,0
AL360012.1,0,0,0,0
GMEB1,489,195,510,400
SCARNA24,0,2,0,0
YTHDF2,2324,1241,2605,1920
OPRD1,28,0,38,28
AL009181.1,0,0,0,0
EPB41,1115,196,1531,978
AL138785.1,28,53,35,38
Metazoa_SRP,33,9,49,30
TMEM200B,4,117,30,29
AL357500.1,0,0,1,0
SRSF4,2186,1791,2627,1979
uc_338,4,3,13,7
MECR,376,345,415,305
AL590729.1,3,0,3,4
PTPRU,1680,651,1803,1335
LINC01756,0,0,0,0
AL671862.1,0,0,0,0
AC092265.1,0,0,0,0
AL645944.2,0,0,0,0
AL645944.1,0,0,0,0
LINC01648,0,0,0,0
AL137076.1,0,0,0,0
AL021921.1,0,0,0,0
AL161638.2,0,0,0,0
AL161638.1,0,0,0,0
MATN1,7,4,11,3
MATN1-AS1,54,13,56,37
LAPTM5,11,107,1370,592
MIR4420,0,0,0,1
AL137027.1,0,0,0,0
LINC01778,10,0,7,3
RN7SKP91,0,0,0,0
AL445235.1,0,0,0,0
SDC3,900,1228,1213,876
RN7SL371P,0,0,0,0
PUM1,2846,2085,3242,2527
AL356320.2,0,0,0,0
AL356320.1,0,0,0,0
SELENOWP1,0,0,0,0
AC114495.1,0,0,0,0
NKAIN1,217,8,230,146
SNRNP40,1087,701,1258,914
AC114495.2,6,4,5,4
ZCCHC17,635,491,687,500
AL451070.1,0,0,0,0
FABP3,7,6,12,15
SERINC2,795,7232,1906,1786
AC209007.1,0,0,0,0
RNU6-40P,0,0,0,0
LINC01225,0,0,5,2
LINC01226,0,0,13,5
AC114488.1,0,2,0,0
TINAGL1,4,927,105,141
HCRTR1,2,0,2,1
PEF1,1646,848,1781,1216
AC114488.2,2,6,5,2
AC114488.3,1,0,1,0
COL16A1,71,1708,441,414
ADGRB2,216,36,279,189
MIR4254,0,0,0,0
AL354919.2,0,1,1,1
SPOCD1,91,292,151,121
AL354919.1,0,0,1,2
AL136115.2,0,0,0,0
PTP4A2,4447,2649,5351,3854
AL136115.1,0,0,2,1
AL136115.3,0,0,0,0
KHDRBS1,7422,4761,8573,6243
AL445248.1,0,0,0,0
TMEM39B,343,246,440,313
MIR5585,0,0,0,0
KPNA6,2543,1533,2877,2088
AL049795.2,0,0,0,0
TXLNA,2369,1234,2717,2038
CCDC28B,36,20,70,50
AL049795.1,0,0,4,1
IQCC,181,50,164,116
DCDC2B,6,0,2,4
TMEM234,150,88,156,122
EIF3I,4438,4131,5149,3894
MTMR9LP,74,9,76,49
FAM167B,10,19,11,13
LCK,0,0,49,22
HDAC1,5003,2839,5670,4121
MARCKSL1,4465,190,4532,3307
AL109945.1,1,0,1,1
TSSK3,5,6,3,8
FAM229A,41,59,48,48
BSDC1,1719,856,1856,1356
GAPDHP20,0,0,0,1
AL356986.1,0,0,0,0
LRRC37A12P,0,0,0,0
RN7SL122P,0,0,0,0
AL033529.1,0,0,0,0
ZBTB8B,5,0,6,5
ZBTB8A,152,108,190,131
ZBTB8OS,575,295,605,511
RBBP4,3586,1322,4427,3085
SYNC,4,11,42,25
AC114489.1,1,0,2,2
KIAA1522,7684,1674,8058,5872
YARS,3538,2317,4599,3230
S100PBP,898,549,1123,731
FNDC5,12,0,13,11
HPCA,15,2,15,6
TMEM54,1224,280,1246,896
RNF19B,485,898,690,556
AL031602.1,0,1,0,0
AL355864.1,0,0,0,0
AL355864.2,0,1,0,0
AL020995.1,0,1,1,1
AK2,1781,2257,2393,1735
AZIN2,5,39,22,10
AL662907.1,7,5,15,2
TRIM62,669,113,719,501
AL662907.2,16,1,10,16
AL662907.3,0,0,0,0
ZNF362,965,208,1031,795
AL513327.3,12,0,5,6
A3GALT2,0,0,0,0
AL513327.1,16,56,16,16
PHC2,1160,2365,1563,1252
MIR3605,0,0,0,0
RN7SKP16,2,6,1,1
AL513327.2,3,0,1,0
TLR12P,0,0,0,0
ZSCAN20,98,73,110,104
AC115285.1,0,0,0,0
CSMD2,0,0,15,9
HSPD1P14,0,0,0,0
HMGB4,0,0,0,0
CSMD2-AS1,0,0,0,0
RNA5SP42,0,0,0,0
C1orf94,0,0,0,0
AC115286.1,0,0,0,0
MIR552,0,0,0,0
SMIM12,723,558,808,593
GJB5,14,331,52,55
GJB4,2,4,6,3
AL121988.1,0,0,1,1
GJB3,224,810,293,295
GJA4,2,0,2,1
AL122010.1,9,16,19,13
DLGAP3,79,2,106,65
AC114490.1,29,47,48,27
AC114490.2,0,0,0,0
TMEM35B,1,1,1,0
ZMYM6,238,238,290,193
RPL12P45,0,0,0,0
ZMYM1,584,732,588,476
EFCAB14P1,1,0,0,1
AL590434.1,0,0,0,1
SFPQ,12426,5570,14951,10984
ZMYM4,1831,1203,2198,1630
RN7SL503P,0,0,0,0
SNORA62,0,0,0,0
RPL5P4,1,10,5,3
ZMYM4-AS1,0,0,0,1
KIAA0319L,1540,880,1753,1348
AC004865.1,0,0,0,0
NCDN,1790,569,1940,1387
AC004865.2,3,2,1,3
TFAP2E,22,15,16,18
PSMB2,3277,2050,3832,2858
C1orf216,509,294,550,429
CLSPN,879,466,1010,724
AL354864.1,2,1,0,1
AGO4,366,255,418,310
AGO1,1397,626,1602,1211
AL139286.1,0,0,0,0
AL139286.2,0,0,0,0
AGO3,505,375,674,487
AL138787.2,0,1,0,0
AL138787.1,1,0,0,0
TEKT2,2,0,1,0
ADPRHL2,709,249,709,498
COL8A2,0,33,10,5
TRAPPC3,1214,669,1400,1006
MAP7D1,1510,4429,2356,1949
RN7SL131P,0,0,0,0
THRAP3,4685,3518,5454,3936
UBE2V2P4,0,0,0,1
SH3D21,523,222,595,381
EVA1B,112,119,154,137
AL591845.1,100,49,124,96
STK40,1194,180,1398,954
LSM10,602,197,636,458
RNU4-27P,0,0,0,0
OSCP1,76,51,101,64
SNORA63C,0,0,0,0
MRPS15,1382,901,1540,1179
CSF3R,2,2,1,0
FTLP18,0,0,0,0
AL596257.1,0,0,0,0
AC117945.2,0,0,0,0
AC117945.1,0,0,0,0
GRIK3,471,0,504,371
AL031430.1,0,0,0,0
MIR4255,0,0,0,0
RNU6-636P,0,0,0,0
AL353604.1,0,0,0,0
RNA5SP43,0,0,0,0
RPS29P6,0,0,0,0
LINC01137,71,44,95,72
ZC3H12A,820,1781,1016,809
MIR6732,0,0,0,0
MEAF6,1721,798,1958,1410
MIR5581,2,0,3,1
SNIP1,494,315,595,420
FTH1P1,0,2,0,0
AL034379.1,5,1,4,1
DNALI1,16,3,21,17
GNL2,1687,1344,1876,1438
AL513220.1,0,0,0,0
RSPO1,3,0,3,5
C1orf109,488,453,644,447
CDCA8,1903,1272,2296,1743
EPHA10,212,0,228,170
ACTN4P2,2,0,0,0
AL929472.1,0,0,0,0
MANEAL,794,0,785,605
AL929472.3,0,0,0,0
YRDC,600,311,669,479
C1orf122,1013,463,1088,827
MTF1,779,555,848,663
AL929472.4,0,0,0,0
AL929472.2,0,0,0,0
INPP5B,454,195,598,403
SNORA63,0,0,0,0
RNU6-584P,0,0,0,0
SF3A3,2591,2396,3143,2296
RNU6-510P,0,0,0,1
FHL3,100,231,177,142
UTP11,1084,732,1204,889
POU3F1,8,0,7,5
AL139158.2,0,0,1,0
AL139158.1,0,0,0,0
MIR3659,0,0,0,0
AL139158.3,0,0,0,0
LINC01343,0,0,0,1
AL513479.1,0,0,0,0
RNU6-753P,0,0,0,0
LINC01685,0,0,1,0
AL354702.1,3,2,3,2
AL354702.2,0,0,0,0
RRAGC,381,322,480,320
AL139260.2,0,0,0,0
AL139260.1,10,5,9,15
MYCBP,684,293,837,575
AL139260.3,0,0,0,0
GJA9,0,0,3,0
RHBDL2,2,5,6,8
RNU6-605P,0,0,0,0
EIF1P2,0,0,0,0
AKIRIN1,1858,778,2423,1625
NDUFS5,2630,1230,2846,2066
MACF1,4427,3090,5190,3867
RNU6-608P,0,0,0,0
RNA5SP44,0,0,0,0
AL356055.1,0,0,0,0
AL442071.1,0,0,0,0
HSPE1P8,1,0,1,1
BMP8A,28,0,34,25
OXCT2P1,4,0,1,0
AL365277.1,19,4,14,15
PPIEL,1,2,2,0
PABPC4,3730,4948,4812,3688
AL365277.2,5,7,8,0
SNORA55,4,8,6,9
HEYL,37,0,37,27
AL035404.2,0,0,0,0
NT5C1A,0,0,0,0
HPCAL4,1,5,6,2
PPIE,1331,323,1498,1095
AL035404.1,0,0,0,0
RNU7-121P,0,0,0,0
BMP8B,419,5,468,352
OXCT2,7,1,5,6
AL033527.3,12,0,15,10
AL033527.1,0,0,0,0
AL033527.5,7,0,6,1
AL033527.4,0,0,0,0
TRIT1,401,528,560,405
MYCL,179,41,208,152
AL033527.2,0,0,0,1
MFSD2A,58,636,133,133
AL663070.1,0,16,1,2
CAP1,3478,5662,4629,3478
PPT1,3525,2362,4029,2906
AL512599.1,0,0,0,0
RLF,692,733,949,721
RNU6-1237P,0,0,0,0
TMCO2,2,0,0,0
AL050341.2,167,80,209,167
ZMPSTE24,2445,1504,2907,2136
AL050341.1,2,0,3,0
COL9A2,324,6,367,250
AL031985.2,0,1,0,0
SMAP2,885,479,1404,891
AL031985.1,0,0,0,0
AL031985.4,0,0,2,0
ZFP69B,132,52,149,95
AL031985.3,61,27,113,66
AL603839.4,0,0,1,1
ZFP69,173,63,179,142
AL603839.3,4,6,5,2
EXO5,127,88,161,108
AL603839.1,0,1,0,0
AL603839.2,8,2,7,1
ZNF684,93,50,120,81
AL356379.1,0,0,0,0
GTF2F2P2,0,0,1,0
RIMS3,224,14,988,513
AL031289.1,5,0,5,2
NFYC-AS1,42,16,42,29
NFYC,1029,458,1298,917
MIR30E,0,0,0,0
MIR30C1,0,0,0,0
KCNQ4,87,1,87,49
RN7SL326P,0,0,0,0
CITED4,551,255,654,544
AC119677.1,0,0,0,0
AL391730.1,0,0,0,0
UBE2V1P8,0,0,0,0
CTPS1,2318,1313,2744,1923
SLFNL1-AS1,12,6,13,8
SLFNL1,3,11,4,9
SCMH1,444,547,673,471
RPL23AP17,0,0,0,0
AC093151.3,0,0,0,0
AC093151.1,0,0,0,0
FOXO6,26,0,22,24
AC093151.2,0,0,0,0
RNA5SP45,0,0,0,0
EDN2,24,209,42,64
HIVEP3,372,130,491,312
AL445933.2,0,0,0,1
AL445933.1,26,0,18,17
HNRNPFP1,0,0,0,0
AC114492.1,0,0,0,0
GUCA2B,0,0,0,0
GUCA2A,0,0,0,2
FOXJ3,1921,1209,2268,1716
AC096540.1,6,1,9,4
RIMKLA,115,0,159,102
AL513331.1,0,0,0,1
ZMYND12,12,3,18,13
PPCS,1304,571,1356,990
CCDC30,44,5,51,29
AL445669.1,0,0,0,0
TMSB4XP1,0,0,1,2
RNU6-536P,0,0,0,0
AL445669.2,0,0,0,0
PPIH,604,466,705,546
AC098484.2,2,4,1,0
YBX1,10794,12119,14386,10151
CLDN19,0,0,0,0
P3H1,451,1449,846,650
C1orf50,16,4,23,11
AC098484.3,0,2,0,0
AC098484.1,26,11,25,14
TMEM269,4,2,11,3
SVBP,205,87,191,162
ERMAP,285,146,303,198
AL512353.1,10,10,8,7
ZNF691,160,114,195,127
AL512353.2,0,0,0,0
AL512353.3,0,0,0,0
ATP6V1E1P1,1,0,2,0
SLC2A1,4897,2444,5139,3961
AC099795.2,1,0,0,0
SLC2A1-AS1,18,4,10,8
AC099795.1,0,0,0,0
RNU6-880P,0,0,0,0
AL161637.1,0,0,0,0
FAM183A,10,7,11,6
EBNA1BP2,1781,1886,2101,1601
MIR6733,0,0,0,0
CFAP57,11,3,4,6
RNA5SP46,0,0,0,0
TMEM125,619,0,642,463
C1orf210,312,0,306,208
TIE1,0,14,0,1
MPL,2,1,5,2
AL139289.2,8,10,13,12
CDC20,3082,3895,3725,2838
ELOVL1,2627,1466,2709,2093
MIR6734,0,0,0,0
MED8,641,490,729,563
AL139289.1,2,6,13,5
SZT2,664,691,873,662
SZT2-AS1,0,0,0,0
MIR6735,0,0,0,0
HYI,0,0,0,0
HYI-AS1,1,2,2,0
PTPRF,14244,6958,15574,11714
KDM4A,1940,750,2278,1657
KDM4A-AS1,28,24,32,20
ST3GAL3,102,222,183,131
AL451062.1,0,0,0,0
AL451062.2,0,0,0,0
MIR6079,0,0,0,0
SHMT1P1,0,0,0,0
ARTN,42,354,106,88
AL357079.1,7,4,8,5
IPO13,1004,733,1229,903
DPH2,1124,617,1263,904
ATP6V0B,2537,1029,2822,2061
B4GALT2,1035,1731,1351,1049
CCDC24,279,81,274,186
SLC6A9,439,177,702,429
AL139220.2,23,57,42,27
AL139220.1,0,0,0,0
KRT8P47,0,0,0,0
RN7SL479P,0,0,0,0
KLF17,0,33,3,3
AL356653.1,3,2,4,3
KLF18,0,0,0,0
AL359839.1,0,0,0,0
OOSP1P1,0,0,0,0
AL035417.1,0,0,0,0
AL035417.2,0,0,0,0
DMAP1,906,494,1067,795
ERI3,1008,985,1302,977
ERI3-IT1,1,1,2,2
RNU6-369P,0,0,0,0
RNF220,875,697,1119,769
MIR5584,0,0,0,0
TMEM53,135,66,168,128
C1orf228,22,2,10,9
RNU5F-1,0,1,0,0
RNU5D-1,1,1,1,2
KIF2C,1789,1569,2160,1585
AL592166.1,4,0,3,1
RPS8,16679,15327,19347,14719
SNORD55,0,0,0,0
SNORD46,5,2,3,6
SNORD38A,1,0,3,3
SNORD38B,0,0,0,0
RPS15AP11,1,1,2,0
BEST4,11,5,10,2
PLK3,129,287,235,170
TCTEX1D4,2,9,4,1
BTBD19,7,43,29,18
PTCH2,4,8,13,4
RNU5E-6P,0,0,0,0
AL136380.1,0,0,2,0
EIF2B3,520,530,662,462
RNA5SP47,0,0,0,0
CCNB1IP1P1,0,0,0,0
AL136380.2,1,0,3,2
MRPS17P1,2,0,1,0
HECTD3,1011,1101,1206,902
UROD,658,1554,945,736
ZSWIM5,781,2,805,552
OSTCP5,1,0,0,0
LINC01144,20,2,38,20
HPDL,226,6,219,145
MUTYH,347,172,394,331
TOE1,362,201,434,296
TESK2,225,93,268,174
AL451136.1,0,0,0,1
CCDC163,108,29,141,97
MMACHC,320,233,419,248
PRDX1,7451,3044,7944,6006
HMGB1P48,0,0,0,0
AKR1A1,1510,1008,1769,1345
AL355480.3,1,0,0,0
AL355480.1,7,0,2,5
NASP,4154,2172,5116,3393
AL355480.2,0,0,0,0
AL355480.4,1,0,0,0
CCDC17,21,9,33,16
GPBP1L1,2746,1422,3276,2256
RPS15AP10,2,1,3,1
AL604028.2,4,3,4,3
TMEM69,426,668,603,427
IPP,565,267,689,375
AL604028.1,18,15,41,19
AL603882.1,1,1,0,0
MAST2,2130,972,2351,1709
TMA16P2,0,0,0,0
PIK3R3,2435,38,2471,1796
AL358075.4,0,0,0,0
AL358075.1,0,0,0,0
AL358075.3,0,0,0,0
AL358075.2,6,0,5,3
TSPAN1,324,73,343,263
AL672043.1,0,0,0,0
POMGNT1,1523,1338,1614,1286
LURAP1,0,12,6,2
RAD54L,709,261,765,540
LRRC41,1829,1580,2220,1746
UQCRH,2516,1603,2910,2072
NSUN4,830,463,946,731
AL122001.1,0,0,0,0
FAAH,794,32,853,614
FAAHP1,0,0,2,0
LINC01398,0,0,0,0
DMBX1,36,0,35,20
AL136373.1,0,0,0,0
MKNK1-AS1,6,4,8,4
KNCN,0,0,0,0
MKNK1,638,383,768,538
MOB3C,173,147,241,161
ATPAF1,1412,425,1687,1263
NENFP1,1,1,0,0
TEX38,2,0,6,2
EFCAB14-AS1,4,0,5,5
EFCAB14,2838,1677,3191,2377
AL593856.1,0,0,0,0
CYP4B1,100,1,93,62
CYP4Z2P,1,0,3,1
AL731892.1,0,0,0,0
CYP4A11,0,0,0,0
CYP4A26P,0,0,0,0
CYP4A43P,0,0,0,0
CYP4A27P,0,0,0,0
CYP4A44P,0,0,0,0
CYP4X1,1,1,3,1
CYP4Z1,0,0,0,0
AL450996.1,0,0,0,0
CYP4A22-AS1,12,1,7,4
CYP4A22,1,0,0,0
MTND1P34,0,0,0,0
LINC00853,10,1,11,6
PDZK1IP1,0,38,5,6
TAL1,0,0,0,0
AL135960.1,0,0,0,0
STIL,1701,822,1964,1456
CMPK1,2909,3090,3578,2548
LINC01389,17,4,20,19
FOXE3,2,1,0,0
FOXD2-AS1,55,64,72,61
FOXD2,74,22,81,79
AL356458.1,0,0,0,0
RPL21P24,0,0,0,0
ATP6V0E1P4,0,0,0,0
LINC01738,0,0,0,0
TRABD2B,2,91,19,16
AL691459.1,0,0,0,0
AC096541.1,0,0,0,0
AL356289.1,0,0,0,0
AL356289.2,0,0,0,0
CYP46A4P,0,0,0,0
SKINT1L,0,3,0,0
AL356289.3,0,0,0,0
AL109659.1,0,0,0,0
SLC5A9,0,0,1,1
AL109659.2,0,0,0,0
AL109659.3,0,0,0,0
SPATA6,36,44,44,35
PPP1R8P1,0,0,0,0
RNU6-723P,0,0,0,0
AL356968.2,2,3,3,0
RNU4-61P,0,0,0,0
AL356968.1,0,0,0,0
AGBL4,1,0,1,0
BEND5,2,0,2,3
AC092264.1,0,0,0,0
AL590432.1,0,0,0,0
AGBL4-IT1,0,0,0,0
AL390023.1,0,0,0,0
ZNF859P,0,0,0,0
AL645730.1,0,0,0,0
MTND2P29,0,0,0,0
ELAVL4,0,0,0,0
AL583843.1,0,0,0,0
AL592182.2,0,0,0,0
AL592182.1,0,0,0,0
AL596275.2,0,0,1,0
AL592182.3,0,0,0,0
AL596275.1,1,1,1,0
HMGB1P45,0,0,0,0
FCF1P6,1,0,0,0
DMRTA2,1,0,1,1
AL049637.2,0,0,1,0
FAF1,1471,1013,1805,1317
AL049637.1,0,1,0,0
RNU6-1026P,0,0,0,0
PHBP12,2,0,4,1
MRPS6P2,0,0,0,0
CDKN2C,681,475,900,684
MIR4421,0,0,0,0
MIR6500,0,0,0,0
C1orf185,0,0,0,0
CFL1P2,0,0,1,1
LINC01562,0,0,0,1
RNF11,4221,1612,4615,3269
AL162430.1,7,0,0,4
AL162430.2,1,0,0,0
TTC39A,3956,6,3926,2902
TTC39A-AS1,29,0,35,23
EPS15,2548,1313,3000,2136
AL671986.1,3,0,6,5
RNU6-877P,0,0,0,0
AC104170.2,2,0,1,1
AC104170.1,38,0,29,22
RNU6-1281P,0,0,0,0
CALR4P,48,0,53,39
OSBPL9,2401,1659,3021,2129
GAPDHP51,0,0,0,0
SLC25A6P3,0,0,0,0
SNORA26,2,4,3,7
NRDC,4521,3263,5407,4059
AL050343.1,20,16,12,17
AL050343.2,0,1,1,1
MIR761,0,0,0,0
TSEN15P2,0,0,0,0
RAB3B,111,348,214,139
RNA5SP48,0,0,0,0
AL445685.2,0,0,0,0
RN7SL290P,0,0,0,0
TXNDC12,1793,1564,2139,1543
KTI12,286,169,315,226
AL445685.1,0,1,0,1
TXNDC12-AS1,1,0,2,0
BTF3L4,1614,684,1781,1322
ZFYVE9,418,719,529,362
RN7SL788P,0,0,0,0
AL139156.2,0,10,1,1
AL139156.1,0,0,0,0
PDCL3P6,0,0,0,0
AL139156.3,0,0,0,1
DNAJC19P7,0,0,0,0
ANAPC10P1,1,0,0,0
CC2D1B,1089,764,1231,935
AL513218.1,1,1,3,0
PLA2G12AP1,3,0,4,7
ORC1,717,525,958,663
PRPF38A,1447,815,1891,1295
ZCCHC11,152,1122,443,329
AL591167.1,0,0,0,0
EEF1GP7,0,0,0,0
GPX7,0,0,5,3
FAM159A,0,1,0,0
COA7,993,664,1289,928
NDUFS5P3,0,0,0,0
RN7SL62P,0,0,0,0
ZYG11B,953,904,1092,865
RNU2-30P,0,0,0,0
RPS13P2,47,56,54,31
RNU6-969P,0,0,0,0
ZYG11A,399,0,426,320
AC099677.4,2,0,6,2
ECHDC2,873,117,864,692
AC099677.1,14,0,4,8
AC099677.2,0,0,0,0
SCP2,2362,1196,2614,1821
MIR1273F,0,0,1,0
MIR5095,0,0,0,0
MIR1273G,0,0,0,0
AC099677.3,0,0,0,0
AL445183.3,1,2,0,0
TUBBP10,0,0,0,0
PODN,0,0,25,6
AL445183.1,0,0,0,0
HIGD1AP11,0,0,0,0
SLC1A7,0,0,0,1
AL445183.2,0,0,0,0
AL606760.4,0,0,0,0
CPT2,511,128,580,479
AL606760.2,2,1,3,2
C1orf123,731,432,824,604
AL606760.3,3,0,1,2
MAGOH,645,519,775,572
AL606760.1,29,4,22,20
LRP8,1777,637,2069,1456
AL355483.4,0,0,0,0
AL355483.2,1,2,4,0
AL355483.1,0,0,1,2
AL355483.3,1,0,1,2
LINC01771,13,1,10,13
AC119428.1,0,0,0,0
AC119428.2,0,0,0,0
SLC25A3P1,0,0,0,0
DMRTB1,0,0,0,0
GLIS1,0,527,53,72
RNU7-95P,0,0,0,0
NDC1,1651,1710,2121,1622
SNORA58,2,0,0,2
AL049745.1,0,0,0,0
YIPF1,505,243,643,469
DIO1,42,1,40,26
HSPB11,411,416,554,376
LRRC42,968,769,1089,816
HNRNPA3P12,24,7,25,16
LDLRAD1,2,0,3,0
TMEM59,3130,2068,3611,2778
AL353898.3,2,1,0,3
TCEANC2,383,313,460,349
MIR4781,0,0,0,0
AL353898.1,2,0,0,0
AL353898.2,0,0,0,0
AL357673.1,1,0,0,0
CDCP2,0,0,0,0
AL357673.2,0,0,0,0
CYB5RL,184,97,233,174
MRPL37,2474,1712,3093,2140
SSBP3,841,477,1047,703
SSBP3-AS1,5,8,10,7
AL161644.1,0,0,0,0
AL035415.1,0,0,0,0
AC099796.1,0,0,0,0
AC099796.2,0,0,0,0
HNRNPA1P63,0,0,0,0
ACOT11,32,60,52,33
FAM151A,0,3,0,1
AL590093.1,0,0,0,0
MROH7,0,2,0,0
MROH7-TTC4,0,0,0,0
TTC4,42,35,37,22
PARS2,227,84,237,189
TTC22,18,24,23,20
AC096536.2,0,0,0,1
LEXM,0,0,0,0
DHCR24,10094,1800,10406,7757
AC096536.3,0,0,2,0
AC096536.1,7,0,6,6
AL590440.2,0,0,0,0
TMEM61,2,4,1,1
AL590440.1,0,0,0,0
BSND,1,0,1,2
PCSK9,1,129,26,25
USP24,1460,1946,2086,1456
MIR4422HG,0,0,0,0
GYG1P3,0,0,2,1
MIR4422,0,0,0,0
GOT2P1,0,0,0,0
MTCO2P34,0,0,0,0
RN7SKP291,0,0,0,0
RNU6-830P,0,0,0,0
AL603840.1,0,4,0,0
LINC01753,0,0,0,0
PIGQP1,0,0,0,0
LINC01755,0,0,0,0
AL353681.1,0,0,0,0
AC119674.1,0,0,0,0
AC119674.2,1,5,1,1
RPSAP20,0,0,0,0
LINC01767,0,0,0,1
PLPP3,244,1560,461,397
RPL21P23,0,0,0,0
RPL23AP85,0,0,1,0
AC099789.1,0,0,1,0
PRKAA2,21,2,24,8
FYB2,13,0,11,5
AL360295.1,0,0,0,0
C8A,0,0,0,0
C8B,0,0,0,0
AL161740.1,0,0,0,0
DAB1,0,2,0,3
AL390243.1,0,0,0,0
RPS20P5,0,0,0,0
DAB1-AS1,0,0,0,0
HNRNPA1P6,1,0,1,0
RPS26P15,0,0,1,0
AL445193.2,0,0,0,0
AL445193.1,0,0,0,0
AL357373.1,0,0,0,0
OMA1,318,108,351,276
AL035411.2,0,0,0,0
RN7SL713P,0,0,0,0
TACSTD2,7321,465,7318,5379
AL035411.1,8,12,11,5
MYSM1,1027,830,1409,951
AL136985.3,0,23,4,2
JUN,5406,2592,5659,4347
LINC01135,6,0,6,5
AL136985.2,2,1,3,1
AL136985.1,0,0,0,0
AC105277.1,5,6,12,9
LINC01358,0,7,0,0
PHBP3,0,0,0,1
AL592431.2,0,0,0,0
AL592431.1,0,0,0,0
HSD52,0,0,0,0
AC093424.1,0,0,1,0
FGGY,208,77,203,183
MIR4711,0,0,0,0
AL035416.1,0,0,0,0
HOOK1,1956,3,1893,1407
CYP2J2,216,1,177,129
RN7SL475P,0,0,0,0
C1orf87,0,0,0,0
PGBD4P8,0,0,0,0
AC097066.1,0,0,0,0
LINC01748,4,0,8,6
AC099792.1,0,0,0,0
NFIA,29,550,96,101
NFIA-AS2,0,0,0,0
AC096947.1,0,0,0,0
NFIA-AS1,0,0,0,0
AC099791.1,0,0,0,0
TM2D1,434,286,477,335
AC099791.2,0,0,3,1
PATJ,2029,401,2145,1450
RNU6-414P,0,0,0,0
RNU6-1177P,0,0,0,0
LAMTOR5P1,0,0,0,0
RN7SL180P,0,0,0,0
MIR3116-1,0,0,0,0
MIR3116-2,0,0,0,0
PIGPP2,0,0,0,0
RPS15AP7,0,0,0,0
L1TD1,0,0,2,0
AL162739.1,0,0,0,0
KANK4,3,82,3,13
RNU6-371P,0,0,0,0
USP1,2855,1659,3703,2574
DOCK7,1389,1197,1536,1168
AL451044.1,0,0,0,0
ANGPTL3,2,1,1,0
AL138847.2,1,0,0,0
AL138847.1,0,0,0,1
AC103923.1,2,2,9,0
ATG4C,233,210,375,229
AC099794.1,0,0,1,0
AC099794.2,0,0,0,0
LINC01739,0,0,0,0
AL162400.1,0,0,0,0
AL162400.2,0,0,0,0
AC096543.1,0,0,0,0
LINC00466,5,0,1,0
RNA5SP49,0,0,0,0
AC096543.2,0,0,0,0
RPSAP65,0,0,1,0
FOXD3-AS1,13,0,32,18
FOXD3,16,0,13,6
MIR6068,0,0,0,0
AL049636.1,0,0,0,0
ALG6,583,252,688,513
ITGB3BP,340,507,492,378
EFCAB7,87,133,129,83
RN7SL488P,0,0,0,0
RNU7-123P,0,0,2,1
DLEU2L,10,10,10,16
DLEU2_6,0,0,0,0
DLEU2_5,0,0,0,0
DLEU2_4,0,0,0,0
DLEU2_3,0,0,0,0
DLEU2_2,0,0,0,0
DLEU2_1,0,0,0,0
PGM1,160,1228,426,337
RN7SL130P,0,3,0,1
ROR1,1,288,211,124
AL161742.1,0,0,0,0
CFL1P3,0,0,2,0
RNU6-809P,0,0,0,0
ROR1-AS1,0,0,1,0
UBE2U,0,0,0,0
RNU7-62P,0,0,0,0
CACHD1,75,145,93,68
MIR4794,0,0,0,0
RAVER2,390,306,428,336
JAK1,7378,3058,8462,6176
AL606517.2,0,0,0,0
AL606517.1,0,0,0,0
LINC01359,3,0,7,5
SLC2A3P2,0,0,1,1
AL357078.3,0,0,0,1
RNU6-1176P,0,0,0,0
MIR3671,1,0,1,1
MIR101-1,0,0,0,0
AL357078.1,0,0,0,0
AL357078.2,0,0,0,0
MRPS21P1,0,0,0,0
AK4,284,719,390,336
RPS29P7,0,0,0,0
DNAJC6,433,59,505,353
AL139294.1,0,0,0,0
COX6CP13,0,0,0,0
RNU2-15P,0,0,0,0
LEPROT,1859,1282,1992,1463
LEPR,221,276,251,186
AC119800.1,0,0,0,0
AC097063.1,0,0,0,0
RN7SL854P,0,0,0,0
PDE4B,1,40,55,37
AL590783.1,0,0,0,0
RNU4-88P,0,0,0,0
SGIP1,0,1,18,5
MIR3117,0,0,0,0
AL139147.1,0,0,0,0
TCTEX1D1,0,0,1,0
INSL5,0,0,0,0
WDR78,43,6,37,22
AL592161.1,0,0,0,0
