GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
RP11-693J15.5,0.854429328,0.854429328,0.854429328,0.854429328,0.854429328,0.854429328
PLXNC1,0.845351885,0.845351885,0.845351885,0.845351885,0.845351885,0.845351885
NDUFA12,0.576096217,0.576096217,0.576096217,0.576096217,1.265718103,1.289022844
SNRPF,0.57437547,0.57437547,0.57437547,0.57437547,0.57437547,1.332273381
LTA4H,0.636290998,0.636290998,0.636290998,1.997295743,0.636290998,0.636290998
SLC25A3,1.170151269,1.240720253,0.459346724,1.369423265,1.462034563,1.521283187
APAF1,0.849366686,0.849366686,0.849366686,0.849366686,0.849366686,0.849366686
CHPT1,0.748760498,0.748760498,0.748760498,0.748760498,0.748760498,0.748760498
GNPTAB,0.79940648,0.79940648,0.79940648,0.79940648,0.79940648,0.79940648
HSP90B1,0.559042611,0.559042611,0.559042611,1.407170381,1.646505467,3.906275072
C12orf45,0.837312693,0.837312693,0.837312693,0.837312693,0.837312693,6.675844498
C12orf75,0.708125357,0.708125357,0.708125357,0.708125357,3.258982186,10.43312339
ISCU,0.5190077,1.308131676,1.24059471,0.5190077,0.5190077,1.12408894
SELPLG,0.706974093,0.706974093,0.706974093,0.706974093,0.706974093,2.178692758
CORO1C,0.827966272,0.827966272,0.827966272,0.827966272,0.827966272,4.499350911
ANKRD13A,0.76451268,0.76451268,0.76451268,0.76451268,0.76451268,0.76451268
ARPC3,0.776809913,0.792609652,1.503540259,1.732485013,1.344224787,1.729108494
VPS29,0.627079109,0.627079109,0.627079109,1.679755663,0.627079109,1.570903763
HVCN1,0.739269572,0.739269572,4.036739272,0.739269572,0.739269572,0.739269572
SH2B3,0.832075158,0.832075158,0.832075158,0.832075158,0.832075158,0.832075158
ALDH2,0.797945349,0.797945349,0.797945349,0.797945349,0.797945349,3.201242081
ERP29,1.158357688,1.103041056,1.415881806,1.202485073,0.411637826,2.535293174
RPL6,1.39728126,1.370628445,1.133288168,0.705970891,0.633382601,1.435202552
OAS1,0.830559322,0.830559322,0.830559322,0.830559322,0.830559322,0.830559322
TESC,0.827224183,0.827224183,0.827224183,0.827224183,0.827224183,0.827224183
PEBP1,1.434624195,1.433757463,0.52721964,0.52721964,0.52721964,1.572009048
TAOK3,0.654096453,0.654096453,0.654096453,0.654096453,0.654096453,1.608422387
RPLP0,1.242122842,1.4502435,1.330982014,0.733957711,0.599030692,1.656990236
COX6A1,1.138431627,1.114335847,1.062897016,1.310064003,1.48180074,1.736220501
SRSF9,0.576544223,0.576544223,0.576544223,1.538133523,1.665855627,1.728359033
DYNLL1,0.556839502,0.556839502,0.556839502,1.721146305,1.739591621,2.367543082
MLEC,0.790959975,0.790959975,0.790959975,0.790959975,0.790959975,3.752206959
RHOF,0.641207075,0.641207075,0.641207075,0.641207075,0.641207075,0.641207075
PSMD9,0.731792379,0.731792379,0.731792379,0.731792379,0.731792379,1.283256645
BCL7A,0.829147616,0.829147616,0.829147616,0.829147616,0.829147616,3.397618069
HCAR3,0.88510261,0.88510261,0.88510261,0.88510261,0.88510261,0.88510261
ARL6IP4,1.175693871,1.122727468,0.419841756,1.408825308,1.3748389,1.233700611
RILPL2,0.728920091,0.728920091,0.728920091,0.728920091,0.728920091,0.728920091
TMED2,0.56940665,0.56940665,0.56940665,0.56940665,1.478722454,1.986703831
UBC,0.990634198,0.930856716,1.140046911,0.967709127,1.488619546,2.00967033
SLC15A4,0.860552823,0.860552823,0.860552823,0.860552823,0.860552823,6.764596805
RAN,1.121387269,1.249254812,0.493766139,1.113387642,1.439827735,1.476912422
MPHOSPH8,0.624765005,0.624765005,0.624765005,0.624765005,0.624765005,0.624765005
SAP18,1.282270286,1.236396592,0.459924121,1.225725613,1.484204571,1.474804878
RPL21,1.786357871,1.773995233,1.197630698,0.618645772,0.328829075,0.542041796
GTF3A,0.488618934,1.274242086,0.488618934,0.488618934,1.51889998,1.468268444
FLT3,0.949331241,0.949331241,0.949331241,0.949331241,0.949331241,0.949331241
POMP,0.558598034,0.558598034,0.558598034,1.717052315,1.14679898,2.108240805
HMGB1,1.113876478,1.027513007,1.34595619,1.124295399,1.518647586,1.135696081
ALOX5AP,0.65025704,0.65025704,0.65025704,0.65025704,1.608070348,8.41156434
N4BP2L1,0.721936451,0.721936451,0.721936451,0.721936451,0.721936451,2.21973483
N4BP2L2,1.276801516,1.203484577,1.417706172,0.986027757,1.456182187,1.032606332
UFM1,0.699956676,0.699956676,0.699956676,0.699956676,0.699956676,2.063291706
ELF1,0.587339627,0.587339627,0.587339627,0.587339627,0.587339627,0.587339627
RGCC,0.674025462,0.674025462,0.674025462,0.674025462,0.674025462,0.674025462
TSC22D1,0.892287202,0.892287202,0.892287202,0.892287202,0.892287202,0.892287202
TPT1,1.473868547,1.272985687,0.665988906,1.409939191,0.543769123,1.016309176
LCP1,0.472148782,0.472148782,0.472148782,1.836382005,1.701946553,1.356144242
KIAA0226L,0.849970661,0.849970661,0.849970661,0.849970661,0.849970661,0.849970661
MED4,0.666123234,0.666123234,0.666123234,0.666123234,0.666123234,0.666123234
ITM2B,1.135765597,1.01055864,0.739273999,1.636590827,1.215129318,0.668215013
LPAR6,0.759864445,0.759864445,0.759864445,0.759864445,0.759864445,0.759864445
WDFY2,0.799489459,0.799489459,0.799489459,0.799489459,0.799489459,0.799489459
TBC1D4,0.817634762,0.817634762,0.817634762,0.817634762,0.817634762,0.817634762
COMMD6,1.268494103,1.333345849,1.092660596,1.065723339,0.959179902,2.170581638
UCHL3,0.801639808,0.801639808,0.801639808,0.801639808,0.801639808,0.801639808
KCTD12,0.781642022,0.781642022,0.781642022,3.332876105,0.781642022,0.781642022
DNAJC3,0.754135273,0.754135273,0.754135273,0.754135273,0.754135273,0.754135273
UBAC2,0.70976052,0.70976052,0.70976052,0.70976052,0.70976052,0.70976052
GPR183,0.688694678,0.688694678,0.688694678,0.688694678,0.688694678,2.736516027
TM9SF2,0.745527605,0.745527605,0.745527605,0.745527605,0.745527605,3.336248738
ARGLU1,0.534253851,1.297512725,0.534253851,0.534253851,1.227527672,1.269649198
TNFSF13B,0.738294086,0.738294086,0.738294086,3.083076812,0.738294086,0.738294086
IRS2,0.767470139,0.767470139,0.767470139,0.767470139,0.767470139,0.767470139
LAMP1,0.609165649,0.609165649,0.609165649,0.609165649,1.962453254,1.327216114
GAS6,0.921903161,0.921903161,0.921903161,0.921903161,0.921903161,71.70697786
RPPH1,0.843172123,0.843172123,0.843172123,0.843172123,0.843172123,0.843172123
APEX1,0.621336707,0.621336707,0.621336707,0.621336707,0.621336707,1.981651296
RNASE6,0.747116099,0.747116099,0.747116099,2.498713507,0.747116099,8.14376631
RNASE2,0.88439559,0.88439559,0.88439559,0.88439559,0.88439559,0.88439559
TOX4,0.731404588,0.731404588,0.731404588,0.731404588,0.731404588,0.731404588
TRDC,0.792358847,0.792358847,0.792358847,0.792358847,5.385283467,0.792358847
TRAC,1.669103501,1.652015697,0.423947139,0.423947139,0.423947139,0.423947139
DAD1,0.523551506,1.240757008,0.523551506,0.523551506,1.691878522,1.804767773
SLC7A7,0.780656384,0.780656384,0.780656384,2.965866846,0.780656384,0.780656384
MRPL52,0.635046974,0.635046974,0.635046974,1.451993849,0.635046974,0.635046974
LRP10,0.694417148,0.694417148,0.694417148,0.694417148,0.694417148,0.694417148
PSMB5,0.780563607,0.780563607,0.780563607,0.780563607,0.780563607,0.780563607
CMTM5,0.958532838,0.958532838,0.958532838,0.958532838,0.958532838,0.958532838
DHRS4L2,0.76007179,0.76007179,0.76007179,0.76007179,0.76007179,0.76007179
PSME1,0.974830208,0.994918003,1.073328313,1.121410965,1.775995578,1.306636267
PSME2,0.505493554,1.209828335,0.505493554,1.383574744,1.733190487,1.505297963
CHMP4A,0.608550353,0.608550353,0.608550353,0.608550353,0.608550353,1.532393219
NEDD8,1.007217014,1.134526108,0.851440957,1.347730539,1.560023297,1.912848941
SDR39U1,0.777900092,0.777900092,0.777900092,0.777900092,0.777900092,0.777900092
GZMH,0.821058653,0.821058653,0.821058653,0.821058653,2.881537053,0.821058653
GZMB,0.812997685,0.812997685,0.812997685,0.812997685,9.487643575,36.94063184
BAZ1A,0.65994351,0.65994351,0.65994351,0.65994351,0.65994351,0.65994351
FAM177A1,0.736641627,0.736641627,0.736641627,0.736641627,0.736641627,0.736641627
NFKBIA,0.545145421,0.545145421,0.545145421,2.515669903,1.044011125,0.545145421
PNN,0.621996764,0.621996764,0.621996764,0.621996764,0.621996764,1.589194698
FKBP3,0.73335479,0.73335479,0.73335479,0.73335479,0.73335479,0.73335479
MIS18BP1,0.737716833,0.737716833,0.737716833,0.737716833,0.737716833,0.737716833
RPS29,1.658570975,1.600043398,1.117441296,0.369877921,0.49561226,0.61811046
RPL36AL,1.189450434,1.185389358,0.839262274,0.943446806,1.267644208,1.270055434
ARF6,0.461459655,0.461459655,1.461764956,1.243500413,1.662321471,1.00392346
NIN,0.724266843,0.724266843,0.724266843,0.724266843,0.724266843,0.724266843
TMX1,0.728654291,0.728654291,0.728654291,0.728654291,0.728654291,2.346530604
GNG2,0.717299285,0.717299285,0.717299285,0.717299285,0.717299285,0.717299285
PTGDR,0.841478973,0.841478973,0.841478973,0.841478973,8.126982149,0.841478973
PTGER2,0.760574302,0.760574302,0.760574302,0.760574302,0.760574302,0.760574302
PSMC6,0.688932574,0.688932574,0.688932574,0.688932574,0.688932574,0.688932574
GCH1,0.813099792,0.813099792,0.813099792,0.813099792,0.813099792,0.813099792
LGALS3,0.733684033,0.733684033,0.733684033,3.524408246,0.733684033,0.733684033
KTN1,0.628257801,0.628257801,0.628257801,0.628257801,0.628257801,1.740046681
PSMA3,0.696455601,0.696455601,0.696455601,0.696455601,0.696455601,1.98701976
DAAM1,0.850048633,0.850048633,0.850048633,0.850048633,0.850048633,0.850048633
DHRS7,0.641600733,0.641600733,0.641600733,0.641600733,2.697558682,2.446070436
PPM1A,0.794291321,0.794291321,0.794291321,0.794291321,0.794291321,0.794291321
MNAT1,0.842254196,0.842254196,0.842254196,0.842254196,0.842254196,0.842254196
PRKCH,0.687123805,0.687123805,0.687123805,0.687123805,1.827801292,0.687123805
SYNE2,0.699166803,0.699166803,0.699166803,0.699166803,0.699166803,0.699166803
MAX,0.680265269,0.680265269,0.680265269,0.680265269,0.680265269,0.680265269
VTI1B,0.752213621,0.752213621,0.752213621,0.752213621,0.752213621,0.752213621
ZFP36L1,0.561390895,0.561390895,1.154447334,2.040140948,0.561390895,0.561390895
ACTN1,0.721934238,0.721934238,0.721934238,0.721934238,0.721934238,0.721934238
SRSF5,1.331173788,1.27173314,1.256012802,0.813310333,1.184627993,0.901755898
PSEN1,0.819341206,0.819341206,0.819341206,0.819341206,0.819341206,0.819341206
NUMB,0.742784469,0.742784469,0.742784469,0.742784469,0.742784469,0.742784469
PNMA1,0.840700417,0.840700417,0.840700417,0.840700417,0.840700417,0.840700417
NPC2,0.563954924,0.563954924,0.563954924,3.046033702,0.563954924,5.169669776
TMED10,0.630170383,0.630170383,0.630170383,0.630170383,0.630170383,2.793048246
FOS,1.209421038,1.191983659,0.910698001,1.789022885,1.141599956,0.995136751
SLIRP,0.654049388,0.654049388,0.654049388,1.586210712,0.654049388,0.654049388
GPR65,0.738369557,0.738369557,0.738369557,0.738369557,0.738369557,0.738369557
CALM1,1.20658275,1.20204752,0.878692494,0.80393508,2.008872147,0.950829264
CCDC88C,0.689787996,0.689787996,0.689787996,0.689787996,0.689787996,0.689787996
TC2N,0.720893446,0.720893446,0.720893446,0.720893446,0.720893446,0.720893446
NDUFB1,1.139249898,1.151732367,0.469030055,1.938371622,1.353727081,1.726421524
RIN3,0.754985321,0.754985321,0.754985321,0.754985321,0.754985321,0.754985321
LGMN,0.905641405,0.905641405,0.905641405,0.905641405,0.905641405,24.08164588
DDX24,0.589547281,0.589547281,0.589547281,0.589547281,0.589547281,1.392807793
IFI27L2,0.687900122,0.687900122,0.687900122,0.687900122,0.687900122,0.687900122
SERPINA1,0.706670089,0.706670089,0.706670089,3.827423818,0.706670089,0.706670089
GLRX5,0.747127927,0.747127927,0.747127927,0.747127927,0.747127927,0.747127927
TCL1A,0.762379699,0.762379699,6.478428605,0.762379699,0.762379699,2.959862423
PAPOLA,0.565928972,0.565928972,0.565928972,1.152873668,0.565928972,1.232153323
BCL11B,0.709176704,0.709176704,0.709176704,0.709176704,0.709176704,0.709176704
EVL,1.470441361,1.418399204,1.098145186,0.360359059,1.758857929,0.360359059
WARS,0.803985837,0.803985837,0.803985837,0.803985837,0.803985837,0.803985837
PPP2R5C,0.570696654,0.570696654,0.570696654,0.570696654,1.827461419,1.186127971
HSP90AA1,1.041821213,1.049735419,1.139276261,1.001128121,1.673045404,1.414031422
TNFAIP2,0.809688273,0.809688273,0.809688273,3.2446278,0.809688273,0.809688273
EIF5,0.617656726,0.617656726,0.617656726,1.379306691,0.617656726,1.504736558
C14orf2,0.977355327,0.97941516,0.986207991,2.037779346,1.136876863,1.605136164
SIVA1,0.635351004,0.635351004,0.635351004,0.635351004,0.635351004,2.816424478
PLD4,0.840221981,0.840221981,0.840221981,0.840221981,0.840221981,111.4947352
CRIP1,0.58881508,0.58881508,0.58881508,1.396818496,0.58881508,1.416528963
IGHG1,0.879098289,0.879098289,0.879098289,0.879098289,0.879098289,0.879098289
IGHG3,0.903387835,0.903387835,0.903387835,0.903387835,0.903387835,0.903387835
IGHD,0.749584797,0.749584797,5.938974205,0.749584797,0.749584797,0.749584797
IGHM,0.711365059,0.711365059,4.62409062,0.711365059,0.711365059,1.37347119
KIAA0125,0.844807038,0.844807038,0.844807038,0.844807038,0.844807038,0.844807038
SNRPN,0.586793758,1.616861392,0.586793758,0.586793758,0.586793758,2.164985133
EMC7,0.729288283,0.729288283,0.729288283,0.729288283,0.729288283,1.246806043
NOP10,0.549520224,0.549520224,0.549520224,1.527574105,1.505427014,1.311456914
SRP14,1.118925537,1.074085678,1.208741693,1.144954047,1.40011642,2.58392906
PLCB2,0.806992083,0.806992083,0.806992083,0.806992083,0.806992083,0.806992083
IVD,0.831793499,0.831793499,0.831793499,0.831793499,0.831793499,0.831793499
RMDN3,0.841524457,0.841524457,0.841524457,0.841524457,0.841524457,0.841524457
GCHFR,0.762108068,0.762108068,0.762108068,0.762108068,0.762108068,0.762108068
CHP1,0.726027427,0.726027427,0.726027427,1.997794221,0.726027427,0.726027427
SNAP23,0.68750282,0.68750282,0.68750282,0.68750282,0.68750282,0.68750282
MAP1A,0.943352,0.943352,0.943352,0.943352,0.943352,174.650586
PDIA3,0.518573395,0.518573395,0.518573395,1.205611235,2.051564615,2.041292228
SERF2,0.837657662,0.862838147,1.001431444,1.869156309,1.557990246,2.031430116
B2M,0.832110734,0.886542192,0.440700552,0.980615008,2.806158002,0.724251313
EID1,0.502684274,0.502684274,0.502684274,1.374895938,1.629530084,1.643251789
GABPB1-AS1,0.62091228,0.62091228,1.479368132,0.62091228,0.62091228,0.62091228
LYSMD2,0.70272883,0.70272883,0.70272883,0.70272883,0.70272883,2.200285264
TMOD3,0.755662921,0.755662921,0.755662921,0.755662921,0.755662921,0.755662921
FAM214A,0.844161331,0.844161331,0.844161331,0.844161331,0.844161331,0.844161331
RAB27A,0.759030901,0.759030901,0.759030901,0.759030901,0.759030901,0.759030901
LINC00926,0.778274735,0.778274735,4.625810604,0.778274735,0.778274735,0.778274735
GTF2A2,0.641228492,0.641228492,0.641228492,0.641228492,0.641228492,1.799848583
BNIP2,0.685379796,0.685379796,0.685379796,0.685379796,0.685379796,0.685379796
ANXA2,0.587642472,0.587642472,0.587642472,2.301656331,0.587642472,1.438574919
RORA,0.709520195,0.709520195,0.709520195,0.709520195,0.709520195,0.709520195
TPM1,0.858875542,0.858875542,0.858875542,0.858875542,0.858875542,0.858875542
LACTB,0.794375647,0.794375647,0.794375647,0.794375647,0.794375647,0.794375647
RPS27L,0.520055725,0.9980591,0.520055725,1.40176312,0.520055725,1.167399315
FAM96A,0.705262384,0.705262384,0.705262384,0.705262384,0.705262384,1.981837172
PPIB,0.490160931,0.490160931,0.490160931,1.239104975,1.752224831,3.54819811
OAZ2,0.710591746,0.710591746,0.710591746,0.710591746,0.710591746,0.710591746
SPG21,0.671437894,0.671437894,0.671437894,2.015292896,0.671437894,0.671437894
RAB11A,0.663962971,0.663962971,0.663962971,0.663962971,0.663962971,1.704459657
RPL4,1.51412069,1.51910351,1.128753125,0.703869679,0.596088652,0.914723609
ANP32A,0.65187009,0.65187009,0.65187009,0.65187009,0.65187009,1.666769077
RPLP1,1.042537891,1.35014957,1.047041494,1.230348001,0.425580883,1.027043364
PKM,1.191479724,0.483915977,0.483915977,1.43301795,0.483915977,1.108101744
ADPGK,0.711836421,0.711836421,0.711836421,0.711836421,0.711836421,0.711836421
UBL7,0.77006093,0.77006093,0.77006093,0.77006093,0.77006093,2.912784782
CSK,0.618440546,0.618440546,0.618440546,0.618440546,0.618440546,0.618440546
COX5A,0.579790883,0.579790883,0.579790883,1.608884879,0.579790883,1.965046713
SCAMP5,0.956717093,0.956717093,0.956717093,0.956717093,0.956717093,0.956717093
C15orf39,0.846303709,0.846303709,0.846303709,0.846303709,0.846303709,0.846303709
IMP3,0.669721959,0.669721959,0.669721959,0.669721959,0.669721959,0.669721959
ETFA,0.704416618,0.704416618,0.704416618,0.704416618,0.704416618,0.704416618
TSPAN3,0.804479849,0.804479849,0.804479849,0.804479849,0.804479849,0.804479849
CIB2,0.94463108,0.94463108,0.94463108,0.94463108,0.94463108,0.94463108
IDH3A,0.817543435,0.817543435,0.817543435,0.817543435,0.817543435,6.101754279
PSMA4,0.572042241,0.572042241,0.572042241,1.584885458,1.205832101,1.450519295
MORF4L1,1.26017969,1.166167605,0.438092472,1.241813373,1.426066079,1.319953571
CTSH,0.70253929,0.70253929,0.70253929,2.645094871,0.70253929,0.70253929
TMED3,0.760141168,0.760141168,0.760141168,0.760141168,0.760141168,0.760141168
BCL2A1,0.75004171,0.75004171,0.75004171,0.75004171,0.75004171,0.75004171
IL16,0.622853732,0.622853732,0.622853732,0.622853732,0.622853732,0.622853732
RPS17,1.194405606,1.282645193,1.483937653,0.855815753,0.570129472,1.239961685
SEC11A,0.561709883,0.561709883,0.561709883,1.926108609,1.118610661,1.318098184
AKAP13,0.628141892,0.628141892,0.628141892,0.628141892,0.628141892,1.438599276
ISG20,0.553947814,1.386004654,1.869795494,0.553947814,0.553947814,1.156078975
IDH2,0.684718259,0.684718259,0.684718259,0.684718259,0.684718259,0.684718259
CIB1,0.53424983,0.53424983,0.53424983,0.53424983,1.77103049,0.53424983
IQGAP1,0.615035226,0.615035226,0.615035226,1.949998917,0.615035226,0.615035226
FES,0.843983429,0.843983429,0.843983429,0.843983429,0.843983429,0.843983429
SLCO3A1,0.809356698,0.809356698,0.809356698,0.809356698,0.809356698,0.809356698
VIMP,0.708566847,0.708566847,0.708566847,0.708566847,0.708566847,7.693019938
SNRNP25,0.807042988,0.807042988,0.807042988,0.807042988,0.807042988,4.833882466
MPG,0.723246823,0.723246823,0.723246823,0.723246823,0.723246823,0.723246823
NME4,0.821469953,0.821469953,0.821469953,0.821469953,0.821469953,0.821469953
STUB1,0.633797234,0.633797234,0.633797234,0.633797234,0.633797234,1.675214881
NME3,0.667155784,0.667155784,0.667155784,0.667155784,0.667155784,1.748138052
SPSB3,0.706838369,0.706838369,0.706838369,0.706838369,0.706838369,0.706838369
MSRB1,0.79661074,0.79661074,0.79661074,0.79661074,0.79661074,0.79661074
NDUFB10,0.545672262,0.545672262,0.545672262,1.469655796,0.545672262,1.519184855
RPS2,1.377186807,1.655146406,1.162220249,0.682999887,0.315834577,0.979481442
SNHG9,0.72838127,0.72838127,0.72838127,0.72838127,0.72838127,0.72838127
RNPS1,0.586862798,0.586862798,0.586862798,0.586862798,0.586862798,0.852633389
KCTD5,0.855029196,0.855029196,0.855029196,0.855029196,0.855029196,0.855029196
SRRM2,0.569880581,0.569880581,0.569880581,0.569880581,0.569880581,1.39811449
TCEB2,0.972041016,0.945920877,0.989600253,1.940616581,1.296993405,1.134697502
IL32,1.29192434,1.362878486,0.426732804,0.426732804,0.426732804,0.426732804
HMOX2,0.69413073,0.69413073,0.69413073,0.69413073,0.69413073,0.69413073
ROGDI,0.813665348,0.813665348,0.813665348,0.813665348,0.813665348,0.813665348
CARHSP1,0.711554685,0.711554685,0.711554685,0.711554685,0.711554685,0.711554685
LITAF,0.523664928,1.367051028,0.523664928,0.523664928,2.100105475,1.132716055
SNN,0.811997748,0.811997748,0.811997748,0.811997748,0.811997748,0.811997748
RSL1D1,1.442047268,1.416213606,0.501414897,1.253643206,0.501414897,1.040415862
CPPED1,0.782359709,0.782359709,0.782359709,2.853887143,0.782359709,0.782359709
