"","Cell","Batch","Group","ExpLibSize","sizeFactor"
"Cell397","Cell397","Batch1","Group2",126028.026839328,0.643048580680812
"Cell398","Cell398","Batch1","Group2",146360.229311927,0.758740844786308
"Cell399","Cell399","Batch1","Group2",491188.349381143,2.53370224979179
"Cell400","Cell400","Batch1","Group3",170456.92235542,0.875019517593419
"Cell401","Cell401","Batch1","Group1",57488.6607084629,0.29661478036171
"Cell402","Cell402","Batch1","Group2",169963.639213884,0.872607011619231
"Cell403","Cell403","Batch1","Group2",133912.506024358,0.688294641552803
"Cell404","Cell404","Batch1","Group3",311302.104968965,1.59991840757336
"Cell405","Cell405","Batch1","Group1",264447.328495221,1.36320476168804
"Cell406","Cell406","Batch1","Group2",73746.954233756,0.372729601044161
"Cell407","Cell407","Batch1","Group3",89673.2029194316,0.462954238117231
"Cell408","Cell408","Batch1","Group2",143593.998361262,0.73507359534656
"Cell409","Cell409","Batch1","Group2",257677.070103175,1.31572108866515
"Cell410","Cell410","Batch1","Group2",395456.106405817,2.02693710894073
"Cell411","Cell411","Batch1","Group1",227651.499085205,1.17814137696867
"Cell412","Cell412","Batch1","Group2",282722.489731674,1.44664969114068
"Cell413","Cell413","Batch1","Group2",340323.141655203,1.76122195200536
"Cell414","Cell414","Batch1","Group3",430330.805859812,2.21754051270958
"Cell415","Cell415","Batch1","Group3",119334.475006642,0.612982274883088
"Cell416","Cell416","Batch1","Group3",152710.451155061,0.78714565926279
"Cell417","Cell417","Batch1","Group2",182430.053860911,0.939143823508635
"Cell418","Cell418","Batch1","Group1",150044.3491304,0.778560430113705
"Cell419","Cell419","Batch1","Group3",317723.721635717,1.63194455297911
"Cell420","Cell420","Batch1","Group1",267641.483733512,1.37297824004829
"Cell421","Cell421","Batch1","Group3",213536.538195617,1.09439809922924
"Cell422","Cell422","Batch1","Group3",220678.279379856,1.13819871409111
"Cell423","Cell423","Batch1","Group3",373448.61075022,1.93052946082081
"Cell424","Cell424","Batch1","Group1",97310.6847731898,0.498143904150119
"Cell425","Cell425","Batch1","Group2",174710.985920849,0.894057224651996
"Cell426","Cell426","Batch1","Group3",167076.070787727,0.852468502261131
"Cell427","Cell427","Batch1","Group1",119526.904600552,0.60799265698338
"Cell428","Cell428","Batch1","Group3",158112.711660679,0.802793512511152
"Cell429","Cell429","Batch1","Group3",191478.412236901,0.98883938900253
"Cell430","Cell430","Batch1","Group2",276779.344382984,1.42489084194917
"Cell431","Cell431","Batch1","Group3",123749.577753774,0.643578406086658
"Cell432","Cell432","Batch1","Group2",176703.262520631,0.894407012298573
"Cell433","Cell433","Batch1","Group1",153269.330479921,0.790386338929611
"Cell434","Cell434","Batch1","Group2",196603.52817954,0.992573886523342
"Cell435","Cell435","Batch1","Group1",196003.948156729,1.00845321689076
"Cell436","Cell436","Batch1","Group3",69716.3933892088,0.352997462628409
"Cell437","Cell437","Batch1","Group1",435395.755433073,2.24583216059452
"Cell438","Cell438","Batch1","Group2",43144.0951451025,0.221132663804685
"Cell439","Cell439","Batch1","Group2",187640.969275733,0.958819378628617
"Cell440","Cell440","Batch1","Group3",113129.444486522,0.587838715817343
"Cell441","Cell441","Batch1","Group1",167481.57680108,0.860961140562593
"Cell442","Cell442","Batch1","Group2",96799.2729476692,0.501821818375162
"Cell443","Cell443","Batch1","Group1",168697.691361502,0.873769541150503
"Cell444","Cell444","Batch1","Group3",287290.47358597,1.47694747405746
"Cell445","Cell445","Batch1","Group2",98536.4486117363,0.502454522500589
"Cell446","Cell446","Batch1","Group1",129512.090533941,0.660882606720284
"Cell447","Cell447","Batch1","Group2",185952.862881751,0.953361662554813
"Cell448","Cell448","Batch1","Group3",341887.904916669,1.77257461871119
"Cell449","Cell449","Batch1","Group2",169829.441522523,0.878183038220554
"Cell450","Cell450","Batch1","Group3",196304.869712493,1.00541829466311
"Cell451","Cell451","Batch1","Group1",226249.928946074,1.15861499599208
"Cell452","Cell452","Batch1","Group2",42244.5105591908,0.216251068560537
"Cell453","Cell453","Batch1","Group1",100513.675451559,0.517942913733599
"Cell454","Cell454","Batch1","Group3",243745.917755928,1.2581450132513
"Cell455","Cell455","Batch1","Group3",169734.8017109,0.876686152850641
"Cell456","Cell456","Batch1","Group2",318952.849707871,1.63837961688894
"Cell457","Cell457","Batch1","Group3",85378.759161108,0.441308555517261
"Cell458","Cell458","Batch1","Group3",180834.508326658,0.925651279435507
"Cell459","Cell459","Batch1","Group1",201862.305964106,1.03909049958217
"Cell460","Cell460","Batch1","Group2",502080.037084828,2.59119087829399
"Cell461","Cell461","Batch1","Group3",184037.187822418,0.946854583541276
"Cell462","Cell462","Batch1","Group1",185798.051315858,0.964313102254275
"Cell463","Cell463","Batch1","Group1",143599.164327979,0.740212387389661
"Cell464","Cell464","Batch1","Group2",297519.24048922,1.52545479034019
"Cell465","Cell465","Batch1","Group1",180235.159858944,0.926037074633938
"Cell466","Cell466","Batch1","Group1",136552.728119766,0.698500210535298
"Cell467","Cell467","Batch1","Group2",103638.022121864,0.537479582582147
"Cell468","Cell468","Batch1","Group1",134408.744471285,0.694698841846758
"Cell469","Cell469","Batch1","Group1",63244.0507131933,0.320390052457019
"Cell470","Cell470","Batch1","Group2",83622.9339911873,0.427245034550455
"Cell471","Cell471","Batch1","Group1",146274.297822222,0.757897239285739
"Cell472","Cell472","Batch1","Group3",112227.953481823,0.571141499629248
"Cell473","Cell473","Batch1","Group3",109669.203952651,0.567787653370888
"Cell474","Cell474","Batch1","Group2",276354.381254861,1.41546200729952
"Cell475","Cell475","Batch1","Group1",161616.455535013,0.833646840513676
"Cell476","Cell476","Batch1","Group1",119369.878534859,0.616917385907084
"Cell477","Cell477","Batch1","Group3",118523.413565166,0.608573921749016
"Cell478","Cell478","Batch1","Group2",740131.014043437,3.784002760675
"Cell479","Cell479","Batch1","Group1",85179.0276353462,0.441046214782327
"Cell480","Cell480","Batch1","Group3",196183.568400228,1.00895217868073
"Cell481","Cell481","Batch1","Group1",91784.9224424085,0.470140316680006
"Cell482","Cell482","Batch1","Group3",199197.876130435,1.03546402471691
"Cell483","Cell483","Batch1","Group2",113128.767592775,0.583414930875334
"Cell484","Cell484","Batch1","Group1",102058.524313544,0.523560091822755
"Cell485","Cell485","Batch1","Group3",284959.760131924,1.47115025820904
"Cell486","Cell486","Batch1","Group3",250041.070567712,1.28850452339983
"Cell487","Cell487","Batch1","Group2",391631.933830679,2.01730251685192
"Cell488","Cell488","Batch1","Group1",110081.060755828,0.565164246021557
"Cell489","Cell489","Batch1","Group1",194980.046232363,1.00189469851744
"Cell490","Cell490","Batch1","Group1",100835.028633828,0.516893550793867
"Cell491","Cell491","Batch1","Group2",114010.490679906,0.58321431737215
"Cell492","Cell492","Batch1","Group2",249497.404667583,1.27588130450717
"Cell493","Cell493","Batch1","Group1",430310.75651889,2.21336878063054
"Cell494","Cell494","Batch1","Group3",119873.15361853,0.616655045172151
"Cell495","Cell495","Batch1","Group3",135143.760335646,0.707111159364279
"Cell496","Cell496","Batch1","Group3",340136.767366567,1.74530147015011
"Cell497","Cell497","Batch1","Group3",137057.561957115,0.703335510355634
"Cell498","Cell498","Batch1","Group1",77481.3123479961,0.399004826025304
"Cell499","Cell499","Batch1","Group3",138018.550045004,0.713582230825962
"Cell500","Cell500","Batch1","Group3",148998.088505801,0.766261279187724
"Cell501","Cell501","Batch1","Group3",131681.636333239,0.673495537740989
"Cell502","Cell502","Batch1","Group1",162575.911652635,0.832324848967052
"Cell503","Cell503","Batch1","Group3",311357.05275408,1.60351401882274
"Cell504","Cell504","Batch1","Group1",156394.710933222,0.80286038367888
"Cell505","Cell505","Batch1","Group2",231048.67379928,1.18936030133904
"Cell506","Cell506","Batch1","Group1",284341.176791657,1.45626370748558
"Cell507","Cell507","Batch1","Group1",351698.557085952,1.80906570054679
"Cell508","Cell508","Batch1","Group2",214019.96541502,1.10441334258051
"Cell509","Cell509","Batch1","Group2",261396.654781197,1.34043255710865
"Cell510","Cell510","Batch1","Group1",128343.082643379,0.670069676378921
"Cell511","Cell511","Batch1","Group1",113727.580772177,0.587509503914682
"Cell512","Cell512","Batch1","Group2",132127.217780844,0.680501578544496
"Cell513","Cell513","Batch1","Group1",163480.468072432,0.847401725321737
"Cell514","Cell514","Batch1","Group3",176333.743746743,0.905245285406495
"Cell515","Cell515","Batch1","Group1",93782.3461308061,0.480783120220723
"Cell516","Cell516","Batch1","Group3",180370.595293978,0.927837452226616
"Cell517","Cell517","Batch1","Group3",82998.3962765554,0.429786138924121
"Cell518","Cell518","Batch1","Group3",134671.752804937,0.695033197685398
"Cell519","Cell519","Batch1","Group3",127206.505153484,0.65615018561953
"Cell520","Cell520","Batch1","Group3",222776.632255197,1.15040527416946
"Cell521","Cell521","Batch1","Group3",236996.800251657,1.21019324205432
"Cell522","Cell522","Batch1","Group3",76418.868711363,0.393850602174265
"Cell523","Cell523","Batch1","Group2",203338.987683902,1.04530951818087
"Cell524","Cell524","Batch1","Group3",150625.237527424,0.77517572023947
"Cell525","Cell525","Batch1","Group2",137914.724331059,0.708962976316748
"Cell526","Cell526","Batch1","Group2",108736.942883332,0.557134561958213
"Cell527","Cell527","Batch1","Group1",104658.432653403,0.540175005035185
"Cell528","Cell528","Batch1","Group2",101015.444755527,0.523693834158211
"Cell529","Cell529","Batch1","Group3",127680.546223084,0.651752120357416
"Cell530","Cell530","Batch1","Group3",106241.844287602,0.548539044937169
"Cell531","Cell531","Batch1","Group2",524083.452150241,2.6887096165854
"Cell532","Cell532","Batch1","Group1",186824.018836843,0.962517868597576
"Cell533","Cell533","Batch1","Group2",135600.316854918,0.691417010692105
"Cell534","Cell534","Batch1","Group2",138877.712185445,0.721359862026331
"Cell535","Cell535","Batch1","Group1",123643.176966902,0.634802851306347
"Cell536","Cell536","Batch1","Group1",96354.7122923384,0.491137863346612
"Cell537","Cell537","Batch1","Group3",245925.134262879,1.26338668401398
"Cell538","Cell538","Batch1","Group2",322217.525524568,1.65088966919007
"Cell539","Cell539","Batch1","Group2",84588.5699068719,0.432203788834288
"Cell540","Cell540","Batch1","Group2",428694.273106493,2.21033385840288
"Cell541","Cell541","Batch1","Group3",72769.9920633633,0.372019737879048
"Cell542","Cell542","Batch1","Group3",168335.22828619,0.857951938014831
"Cell543","Cell543","Batch1","Group1",71788.8822207476,0.362549751741561
"Cell544","Cell544","Batch1","Group3",164301.463748345,0.845400734225875
"Cell545","Cell545","Batch1","Group3",93267.9604211933,0.483607141073238
"Cell546","Cell546","Batch1","Group2",100517.560075887,0.518122951492867
"Cell547","Cell547","Batch1","Group3",359126.140606888,1.84016593747631
"Cell548","Cell548","Batch1","Group1",491100.780381453,2.52617152751842
"Cell549","Cell549","Batch1","Group2",412244.46841759,2.14397708427275
"Cell550","Cell550","Batch1","Group3",398713.259804913,2.05393248495895
"Cell551","Cell551","Batch1","Group1",98724.4775935035,0.508514079083945
"Cell552","Cell552","Batch1","Group3",307737.891805414,1.57965129981578
"Cell553","Cell553","Batch1","Group2",553162.902056222,2.86158187303435
"Cell554","Cell554","Batch1","Group3",156226.141019829,0.804743064247224
"Cell555","Cell555","Batch1","Group1",111362.85347563,0.574531353439462
"Cell556","Cell556","Batch1","Group3",107887.86469355,0.555992608170857
"Cell557","Cell557","Batch1","Group1",349270.010478814,1.80164814486495
"Cell558","Cell558","Batch1","Group2",237112.183208346,1.21343906565711
"Cell559","Cell559","Batch1","Group3",300293.046976692,1.54877739606934
"Cell560","Cell560","Batch1","Group1",198506.182431237,1.0146156521937
"Cell561","Cell561","Batch1","Group2",97851.2466684124,0.506837155954765
"Cell562","Cell562","Batch1","Group2",141298.227308999,0.726426638965726
"Cell563","Cell563","Batch1","Group3",99423.1504947577,0.511322668128523
"Cell564","Cell564","Batch1","Group3",115896.286730396,0.597488739714098
"Cell565","Cell565","Batch1","Group2",107207.170183273,0.546121395027002
"Cell566","Cell566","Batch1","Group1",341013.281084765,1.7589740519825
"Cell567","Cell567","Batch1","Group1",99926.6284099213,0.511363819616356
"Cell568","Cell568","Batch1","Group3",108809.947173498,0.561429748500745
"Cell569","Cell569","Batch1","Group2",106501.126177174,0.540159573227247
"Cell570","Cell570","Batch1","Group2",198907.382374187,1.02377185823646
"Cell571","Cell571","Batch1","Group1",216636.34395323,1.11793160633353
"Cell572","Cell572","Batch1","Group3",356775.657754276,1.83506315298506
"Cell573","Cell573","Batch1","Group3",133806.088899022,0.686309082264878
"Cell574","Cell574","Batch1","Group2",192089.352656557,0.985392951896546
"Cell575","Cell575","Batch1","Group1",426537.365755759,2.1973968594155
"Cell576","Cell576","Batch1","Group2",131832.842612293,0.669586146396888
"Cell577","Cell577","Batch1","Group1",87201.2400095917,0.441051358718306
"Cell578","Cell578","Batch1","Group2",146541.405936908,0.748813048346683
"Cell579","Cell579","Batch1","Group1",202804.018856201,1.04902343995777
"Cell580","Cell580","Batch1","Group3",84080.9568843901,0.4277748599563
"Cell581","Cell581","Batch1","Group3",218249.681147102,1.11915586309655
"Cell582","Cell582","Batch1","Group3",84242.4009623834,0.430120494762761
"Cell583","Cell583","Batch1","Group1",158934.792917123,0.812664725655007
"Cell584","Cell584","Batch1","Group3",35905.9607203842,0.185706376716758
"Cell585","Cell585","Batch1","Group3",138699.068119646,0.720423665678139
"Cell586","Cell586","Batch1","Group2",328670.375729811,1.69117183184224
"Cell587","Cell587","Batch1","Group2",129313.741190975,0.660368213122376
"Cell588","Cell588","Batch1","Group1",90037.2160023959,0.463165139492373
"Cell589","Cell589","Batch1","Group1",332516.484584028,1.72555389992642
"Cell590","Cell590","Batch1","Group2",156775.135853973,0.814038156561422
"Cell591","Cell591","Batch1","Group1",165380.599886335,0.857442688352902
"Cell592","Cell592","Batch1","Group3",167264.780912585,0.864659630531551
"Cell593","Cell593","Batch1","Group2",308855.079016366,1.58934247520037
"Cell594","Cell594","Batch1","Group3",46284.2370617748,0.240952249132081
"Cell595","Cell595","Batch1","Group3",122229.865930221,0.627704219655216
"Cell596","Cell596","Batch1","Group2",160890.726967912,0.82881668462932
"Cell597","Cell597","Batch1","Group3",94071.7437873876,0.48365343649705
"Cell598","Cell598","Batch1","Group3",208530.631657771,1.07164647039377
"Cell599","Cell599","Batch1","Group1",79885.9187184382,0.413536445166206
"Cell600","Cell600","Batch1","Group1",131460.622097417,0.67756953503642
"Cell601","Cell601","Batch1","Group2",151718.304475329,0.777829991204675
"Cell602","Cell602","Batch1","Group3",240972.832662683,1.24645284677085
"Cell603","Cell603","Batch1","Group1",342867.344378549,1.76087216435878
"Cell604","Cell604","Batch1","Group2",394730.89489449,2.02964281926573
"Cell605","Cell605","Batch1","Group1",187546.625313606,0.960043635391638
"Cell606","Cell606","Batch1","Group2",212170.672542663,1.09049899575709
"Cell607","Cell607","Batch1","Group1",125676.043071526,0.648794357169445
"Cell608","Cell608","Batch1","Group1",107539.487777996,0.554680904496191
"Cell609","Cell609","Batch1","Group2",280419.691576545,1.43774553796089
"Cell610","Cell610","Batch1","Group1",79327.0842333812,0.410537530490402
"Cell611","Cell611","Batch1","Group3",269037.077555697,1.37994827329995
"Cell612","Cell612","Batch1","Group3",296867.340221937,1.52220896673739
"Cell613","Cell613","Batch1","Group3",193253.409769491,0.994646892722912
"Cell614","Cell614","Batch1","Group3",198344.304312761,1.01081942744114
"Cell615","Cell615","Batch1","Group3",170496.821434521,0.875739668630491
"Cell616","Cell616","Batch1","Group1",148338.514174809,0.754563968771295
"Cell617","Cell617","Batch1","Group1",86780.2549788963,0.448057399521814
"Cell618","Cell618","Batch1","Group1",216987.438313347,1.12357450410258
"Cell619","Cell619","Batch1","Group1",84131.3004891228,0.436015445394787
"Cell620","Cell620","Batch1","Group3",133441.71490844,0.690429374984121
"Cell621","Cell621","Batch1","Group2",166433.162132817,0.860498186324476
"Cell622","Cell622","Batch1","Group2",137104.704280773,0.707013424580676
"Cell623","Cell623","Batch1","Group3",116165.251317444,0.593471325714436
"Cell624","Cell624","Batch1","Group3",204653.682461806,1.05831338833599
"Cell625","Cell625","Batch1","Group2",105846.62220138,0.546692371920679
